locale,key,lineno,text
ja,TOO_MANY_DEP_VARS_ERROR,1.0,%1z2 \u3064\u4ee5\u4e0a\u306e\u5f93\u5c5e\u5909\u6570\u3092\u542b\u3080\u968e\u5c64\u306f\u4f5c\u6210\u3067\u304d\u307e\u305b\u3093\u3002
ja,UNREADABLE_DATASET_ERROR,1.0,%1z\u30c7\u30fc\u30bf\u30bb\u30c3\u30c8 %#1s \u3078\u306e\u8aad\u307f\u53d6\u308a\u30a2\u30af\u30bb\u30b9\u304c\u5931\u6557\u3057\u307e\u3057\u305f\u3002
ja,VERSION_NOTE,1.0,%3z[%#1s] \u30d0\u30fc\u30b8\u30e7\u30f3 %#2s
ko,ABORTED_NOTE,1.0,%3z\uc624\ub958\ub85c \uc778\ud574 %#1s\uc744(\ub97c) \uc911\uc9c0\ud558\ub294 \uc911\uc785\ub2c8\ub2e4.
ko,ACCEPTED_VALUES_ERROR,1.0,%1z\ud5c8\uc6a9\ub418\ub294 \uac12\uc758 \uc608: %#1s
ko,ARCHIVE_DELETED_NOTE,1.0,%3z\uc544\uce74\uc774\ube0c %#1s\uc744(\ub97c) \uc0ad\uc81c\ud588\uc2b5\ub2c8\ub2e4.
ko,ARCHIVE_NOT_DELETED_ERROR,1.0,%1z\uc544\uce74\uc774\ube0c %#1s\uc744(\ub97c) \uc0ad\uc81c\ud558\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,AUTOMATIC_MIDTIER_NAME_NOTE,1.0,%3z\ub85c\uadf8\uc778 \uc720\ud615\uc5d0 \uae30\ubc18\ud55c \uae30\ubcf8 middle-tier \uc774\ub984\uc744 \uac00\uc815\ud569\ub2c8\ub2e4: %#1s
ko,COMBINATION_EVENT_ERROR,1.0,%1z\uc870\ud569 \uc774\ubca4\ud2b8\ub294 \ub2e4\ub978 \uc870\ud569 \uc774\ubca4\ud2b8\ub97c \ud3ec\ud568\ud560 \uc218 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,CONFLICTING_ARGUMENTS_ERROR,1.0,%3z\uc778\uc218 %#1s \ubc0f %#2s\uc740(\ub294) \ucda9\ub3cc\ud569\ub2c8\ub2e4.
ko,DATASET_VAR_ERROR,1.0,%1z\ub370\uc774\ud130\uc14b%#2s(\uc778\uc218 %#1s=)\uc774(\uac00) \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,DEPRECATED_MACRO_WARNING,1.0,%2z\ub9e4\ud06c\ub85c %#1s\uc740(\ub294) \ub354 \uc774\uc0c1 \uc0ac\uc6a9\ub418\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,DEPRECATION_WARNING,1.0,%2z\ud30c\ub77c\ubbf8\ud130 %#1s=\uc740(\ub294) \ub354 \uc774\uc0c1 \uc0ac\uc6a9\ub418\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4. \uc9c0\uc815\ub41c \uac12\uc740 \ud6a8\uacfc\uac00 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,EMPTY_ARG_ERROR,1.0,%1z\ud544\uc218 \uc778\uc218 %#1s=\uc5d0 \uac12\uc774 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,EMPTY_DATASET_ERROR,1.0,%1z\ub370\uc774\ud130\uc14b %#1s\uc5d0 \uad00\uce21\uce58\uac00 \ud3ec\ud568\ub418\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,EMPTY_DATASET_WARNING,1.0,%2z\ub370\uc774\ud130\uc14b %#1s\uc5d0 \uad00\uce21\uce58\uac00 \ud3ec\ud568\ub418\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_CREATED_NOTE,1.0,%3z\ud658\uacbd %#1s\uc774(\uac00) \uc0dd\uc131\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_DELETED_NOTE,1.0,%3z\ud658\uacbd %#1s\uc774(\uac00) \uc0ad\uc81c\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_PATH_EXISTS_ERROR,1.0,%1z\uacbd\ub85c %#1s\uc740(\ub294) \ud658\uacbd %#2s\uc5d0 \uc774\ubbf8 \ud560\ub2f9\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_PATH_USED_ERROR,1.0,%1z\uc9c0\uc815\ub41c \ud638\uc2a4\ud2b8\uc758 \uacbd\ub85c %#1s\uc740(\ub294) \uc774\ubbf8 \ud658\uacbd\uc73c\ub85c \ub3d9\ub85d\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_REGISTERED_NOTE,1.0,%3z\ud658\uacbd %#1s\uc774(\uac00) \ub4f1\ub85d\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,ENVIRONMENT_UNREGISTERED_NOTE,1.0,%3z\ud658\uacbd %#1s\uc774(\uac00) \ub4f1\ub85d\ub418\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,EVENTS_DELETED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#2s\uc5d0\uc11c \uc0ad\uc81c\ub41c \uc774\ubca4\ud2b8: %#1s
ko,EVENT_CREATED_NOTE,1.0,%3z\uc774\ubca4\ud2b8 %#1s\uc774(\uac00) \ud504\ub85c\uc81d\ud2b8 %#2s\uc5d0\uc11c \uc0dd\uc131\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,EVENT_EXISTS_ERROR,1.0,%1z\uc774\ubca4\ud2b8 %#1s\uc740(\ub294) \uc774\ubbf8 \uc874\uc7ac\ud569\ub2c8\ub2e4.
ko,EVENT_REQUIRED_CHANGED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#2s\uc5d0\uc11c \uc774\ubca4\ud2b8 %#1s\uc5d0 \ub300\ud55c '\ud544\uc218' \uc124\uc815\uc740 \ud604\uc7ac %#3s\uc785\ub2c8\ub2e4.
ko,EXCEPTION_CAUGHT_ERROR,1.0,%1z%#1s\uc5d0\uc11c \uc608\uc678\ub97c \ubc1c\uacac\ud588\uc2b5\ub2c8\ub2e4.
ko,INACCESSIBLE_DATASET_ERROR,1.0,%1z\ub370\uc774\ud130\uc14b %#1s\uc744(\ub97c) \uc5f4 \uc218 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,INVALID_PATH_ERROR,1.0,%1z\uc62c\ubc14\ub974\uc9c0 \uc54a\uc740 \ud30c\uc77c \uc2dc\uc2a4\ud15c \uacbd\ub85c: %#1s
ko,INVALID_SAS_NAME_ERROR,1.0,%3z\uac12 '%#1s'\uc740(\ub294) \uc62c\ubc14\ub978 SAS \uc774\ub984\uc774 \uc544\ub2d9\ub2c8\ub2e4.
ko,INVALID_VAR_ERROR,1.0,%1z\uc778\uc218 %#1s=\uc5d0 \uc62c\ubc14\ub974\uc9c0 \uc54a\uc740 \uac12\uc774 \uc788\uc2b5\ub2c8\ub2e4.
ko,INVOKING_NOTE,1.0,%3z\ub9e4\ud06c\ub85c %#1s \uc2dc\uc791\ud558\ub294 \uc911
ko,LEGACY_MSG1_ERROR,1.0,"%1z\uac1c\ubcc4 \ud638\ucd9c\uc5d0\uc11c \uc0ac\uc6a9\uc790, \uc554\ud638, \ud638\uc2a4\ud2b8 \ubc0f sasEnvironment \uc778\uc218\ub294 \ub354 \uc774\uc0c1 \uc0ac\uc6a9\ub418\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4."
ko,LEGACY_MSG2_ERROR,1.0,%1zfslogin \ubc0f fslogout \ub9e4\ud06c\ub85c\ub97c \uc0ac\uc6a9\ud558\uc5ec \uc138\uc158\uc744 \uad00\ub9ac\ud558\uace0 (\ud544\uc694\ud55c \uacbd\uc6b0) midtier= argument\ub97c \uc0ac\uc6a9\ud558\uc5ec \uac01 \ud638\ucd9c\uc5d0\uc11c \ud0c0\uac9f \uc138\uc158\uc744 \uc2dd\ubcc4\ud569\ub2c8\ub2e4.
ko,LIST_LENGTH_MISMATCH_ERROR,1.0,%1z\ub9ac\uc2a4\ud2b8 \uae38\uc774\uac00 \ub2e4\ub97c \uc218 \uc5c6\uc74c: '%#1s' \ubc0f '%#2s'
ko,LIST_VAR_ERROR,1.0,%1z\uc778\uc218 %#1s=\uc740(\ub294) \ud55c \uac1c\uc758 \uac12\ub9cc \uac00\uc9c8 \uc218 \uc788\uc2b5\ub2c8\ub2e4.
ko,LOOKUP_FAILED_WARNING,1.0,%2z%#1s(ID: %#2s\%#3s)\uc5d0 \ub300\ud574 \ubc1c\uacac\ub41c \uc800\uc7a5\ub41c \uac12\uc774 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,MIDTIER_RESOLVE_MSG1_ERROR,1.0,"%1zmidtier\uc744 \uc790\ub3d9\uc73c\ub85c \ud655\uc778\ud560 \uc218 \uc5c6\uc2b5\ub2c8\ub2e4. \uae00\ub85c\ubc8c \ubcc0\uc218 ""fslastm""\uc740 \uac12\uc774 \uc5c6\uc2b5\ub2c8\ub2e4."
ko,MIDTIER_RESOLVE_MSG2_ERROR,1.0,%1z\uc138\uc158\uc774 \uc0dd\uc131\ub418\uc9c0 \uc54a\uc558\uac70\ub098 \uc774\ubbf8 \ub2eb\ud614\uc2b5\ub2c8\ub2e4.
ko,MISSING_COLUMNS_ERROR,1.0,%1z\ub370\uc774\ud130\uc14b %#1s\uc5d0 \ud544\uc218 \uce7c\ub7fc '%#2s'\uc774(\uac00) \ud3ec\ud568\ub418\uc5b4 \uc788\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,MISSING_EVENTS_ERROR,1.0,%1z\ud558\ub098 \uc774\uc0c1\uc758 \uc9c0\uc815\ub41c \uc774\ubca4\ud2b8\uac00 \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,MISSING_PATHS_ERROR,1.0,%1z\uc11c\ubc84\ub97c \ud3ec\uad04\ud558\ub294 \uc791\uc5c5\uc744 \uc218\ud589\ud560 \ub54c \uc18c\uc2a4 \ubc0f \ub300\uc0c1 \ud658\uacbd \ubaa8\ub450\uc5d0 \ub300\ud55c \uacbd\ub85c\ub97c \uc81c\uacf5\ud574\uc57c \ud569\ub2c8\ub2e4.
ko,MISSING_VAR_ERROR,1.0,%1z\ub9e4\ud06c\ub85c \ubcc0\uc218 %#1s=\uc774(\uac00) \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,NO_ACTION_TAKEN_ERROR,1.0,%1z\uc791\uc5c5\uc744 \uc2e4\ud589\ud558\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,NO_ENVIRONMENT_ERROR,1.0,%1z\ud658\uacbd %#1s\uc740(\ub294) \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,NO_PROJECT_ERROR,1.0,%1z\ud504\ub85c\uc81d\ud2b8 %#1s\uc740(\ub294) \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,NO_PROJECT_VARS_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 \ubcc0\uc218\ub97c \ub85c\ub4dc\ud558\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,NO_PROJECT_WARN,1.0,%2z\ud504\ub85c\uc81d\ud2b8 %#1s\uc740(\ub294) \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,NO_SESSION_ERROR,1.0,%1z\uc138\uc158\uc774 \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.
ko,PROJECT_COPIED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#2s(%#1s)\uc774(\uac00) %#4s(%#3s)(\uc73c)\ub85c \ubcf5\uc0ac\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_CREATED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \uc0dd\uc131\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_DELETED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \uc0ad\uc81c\ub410\uc2b5\ub2c8\ub2e4.
ko,PROJECT_EXISTS_ERROR,1.0,%1z\ud504\ub85c\uc81d\ud2b8 %#1s\uc740(\ub294) \uc774\ubbf8 \uc874\uc7ac\ud569\ub2c8\ub2e4.
ko,PROJECT_EXPORTED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc744(\ub97c) \uc544\uce74\uc774\ube0c \ud30c\uc77c %#2s(\uc73c)\ub85c \ub0b4\ubcf4\ub0c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_EXPORT_WARNING,1.0,%2z\ud504\ub85c\uc81d\ud2b8 %#1s\uc744(\ub97c) \uc544\uce74\uc774\ube0c \ud30c\uc77c %#2s(\uc73c)\ub85c \ub0b4\ubcf4\ub0b4\ub294 \ub370 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4.
ko,PROJECT_IMPORTED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc744(\ub97c) \uc544\uce74\uc774\ube0c \ud30c\uc77c %#2s\uc5d0\uc11c \uac00\uc838\uc654\uc2b5\ub2c8\ub2e4.
ko,PROJECT_IMPORT_WARNING,1.0,%2z\uc544\uce74\uc774\ube0c \ud30c\uc77c %#2s\uc5d0\uc11c \ud504\ub85c\uc81d\ud2b8 %#1s\uc744(\ub97c) \uac00\uc838\uc624\ub294 \ub370 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4.
ko,PROJECT_INPUT_CHANGED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s \uc785\ub825 \ub370\uc774\ud130\uc14b\uc774 %#2s(\uc73c)\ub85c \ubcc0\uacbd\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_LOADED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s \ub9e4\ud06c\ub85c \ubcc0\uc218\ub97c \ub85c\ub4dc\ud588\uc2b5\ub2c8\ub2e4.
ko,PROJECT_MIGRATED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \ub9c8\uc774\uadf8\ub808\uc774\uc158\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_MIGRATION_WARNING,1.0,%2z\ud504\ub85c\uc81d\ud2b8 %#1s\uc758 \ub9c8\uc774\uadf8\ub808\uc774\uc158\uc5d0 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4.
ko,PROJECT_MOVED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#2s(%#1s)\uc774(\uac00) %#4s(%#3s)(\uc73c)\ub85c \uc774\ub3d9\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_OWNER_CHANGED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc740(\ub294) \ud604\uc7ac %#2s\uc774(\uac00) \uc18c\uc720\ud588\uc2b5\ub2c8\ub2e4.
ko,PROJECT_REGISTERED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \ub4f1\ub85d\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_RENAMED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc758 \uc774\ub984\uc774 %#2s(\uc73c)\ub85c \ubcc0\uacbd\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_RUN_NOTE,1.0,"%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \uc2e4\ud589\ub429\ub2c8\ub2e4(method=%#2s, importdata=%#3s)."
ko,PROJECT_SETTINGS_EXPORTED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc758 \uc124\uc815\uc744 \ud30c\uc77c %#2s(\uc73c)\ub85c \ub0b4\ubcf4\ub0c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_SHARING_CHANGED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s \uacf5\uc720\uac00 \ud604\uc7ac %#2s(\uc73c)\ub85c \uc124\uc815\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_UNREGISTERED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \ub4f1\ub85d\ub418\uc9c0 \uc54a\uc558\uc2b5\ub2c8\ub2e4.
ko,PROJECT_UPDATED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 %#1s\uc774(\uac00) \uc5c5\ub370\uc774\ud2b8\ub418\uc5c8\uc2b5\ub2c8\ub2e4.
ko,PROJECT_VARS_CLEARED_NOTE,1.0,%3z\ud504\ub85c\uc81d\ud2b8 \ubcc0\uc218\ub97c \uc9c0\uc6e0\uc2b5\ub2c8\ub2e4.
ko,REMOTE_ONLY_PATH_ERROR,1.0,%1z\uc6d0\uaca9 \uacbd\ub85c\ub97c \uc81c\uacf5\ud560 \ub54c \ub300\uc751 \ub85c\uceec \uacbd\ub85c\ub97c \uc9c0\uc815\ud574\uc57c \ud569\ub2c8\ub2e4.
ko,REPORT_SUCCEEDED_NOTE,1.0,%3z\ub9ac\ud3ec\ud2b8 \uc2e4\ud589\uc5d0 \uc131\uacf5\ud588\uc2b5\ub2c8\ub2e4. \ucd9c\ub825\uc5d0 \ub300\ud55c \ub0b4\uc6a9\uc740 %#1s\uc744(\ub97c) \ucc38\uc870\ud558\uc2ed\uc2dc\uc624.
ko,RESOLVED_VAR_NOTE,1.0,%3z\uc124\uc815\ub428: %#1s=%#2s
ko,RETURN_CODE_ERROR,1.0,%1z\uc791\uc5c5\uc5d0 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4. \uc624\ub958 \ucf54\ub4dc\ub294 %#1s\uc785\ub2c8\ub2e4.
ko,SESSION_CLOSED_NOTE,1.0,%3zmiddle tier %#1s\uc5d0\uc11c \ud65c\uc131\ud654\ub41c \uc138\uc158\uc744 \ub2eb\uc558\uc2b5\ub2c8\ub2e4.
ko,SESSION_NOT_CLOSED_ERROR,1.0,"%1zmiddle tier %#1s\uc5d0\uc11c \ud65c\uc131\ud654\ub41c \uc138\uc158\uc744 \ub2eb\uc9c0 \ubabb\ud588\uc2b5\ub2c8\ub2e4. \uc138\uc158\uc774 \uc874\uc7ac\ud558\uba74, \ud574\ub2f9 \uc138\uc158\uc740 \uc81c\uac70\ub429\ub2c8\ub2e4."
ko,SESSION_NOT_OPENED_ERROR,1.0,"%1zmiddle tier %#1s\uc5d0\uc11c \uc138\uc158\uc744 \uc0dd\uc131\ud558\uc9c0 \ubabb\ud588\uc2b5\ub2c8\ub2e4. \uc138\uc158\uc774 \ubd80\ubd84\uc801\uc73c\ub85c \uc0dd\uc131\ub41c \uacbd\uc6b0, \ud574\ub2f9 \uc138\uc158\uc740 \uc81c\uac70\ub429\ub2c8\ub2e4."
ko,SESSION_OPENED_LOCAL_NOTE,1.0,%3z\uc784\ubca0\ub4dc middle tier %#1s\uc5d0\uc11c \uc138\uc158\uc774 \uc0dd\uc131\ub410\uc2b5\ub2c8\ub2e4.
ko,SESSION_OPENED_REMOTE_NOTE,1.0,%3z\uc6d0\uaca9 middle tier %#1s\uc5d0\uc11c \uc138\uc158\uc774 \uc0dd\uc131\ub410\uc2b5\ub2c8\ub2e4.
ko,STOPPING_MACRO_NOTE,1.0,%3z\uc624\ub958\ub85c \uc778\ud574 %#1s\uc744(\ub97c) \uc911\uc9c0\ud558\ub294 \uc911\uc785\ub2c8\ub2e4.
ko,TEMP_ARCHIVE_WARNING,1.0,%2z\uc784\uc2dc \uc544\uce74\uc774\ube0c \ud30c\uc77c %#1s\uc744(\ub97c) \uc0ad\uc81c\ud558\ub294 \ub370 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4.
ko,TOO_MANY_DEP_VARS_ERROR,1.0,%1z2\uac1c \uc774\uc0c1\uc758 \uc885\uc18d \ubcc0\uc218\ub85c \uacc4\uce35\uc744 \uc0dd\uc131\ud560 \uc218 \uc5c6\uc2b5\ub2c8\ub2e4.
ko,UNREADABLE_DATASET_ERROR,1.0,%1z\ub370\uc774\ud130\uc14b %#1s\uc5d0 \ub300\ud55c \uc77d\uae30 \uc561\uc138\uc2a4\uc5d0 \uc2e4\ud328\ud588\uc2b5\ub2c8\ub2e4.
ko,VERSION_NOTE,1.0,%3z[%#1s] \ubc84\uc804 %#2s
zh_CN,ABORTED_NOTE,1.0,%3z\u7531\u4e8e\u51fa\u9519\uff0c\u505c\u6b62\u201c%#1s\u201d\u3002
zh_CN,ACCEPTED_VALUES_ERROR,1.0,%1z\u63a5\u53d7\u7684\u503c\u4e3a: %#1s
zh_CN,ARCHIVE_DELETED_NOTE,1.0,%3z\u5b58\u6863\u201c%#1s\u201d\u5df2\u5220\u9664\u3002
zh_CN,ARCHIVE_NOT_DELETED_ERROR,1.0,%1z\u5b58\u6863\u201c%#1s\u201d\u672a\u5220\u9664\u3002
zh_CN,AUTOMATIC_MIDTIER_NAME_NOTE,1.0,%3z\u57fa\u4e8e\u767b\u5f55\u7c7b\u578b\u5047\u5b9a\u9ed8\u8ba4\u4e2d\u95f4\u5c42\u540d\u79f0: %#1s
zh_CN,COMBINATION_EVENT_ERROR,1.0,%1z\u4e00\u4e2a\u7ec4\u5408\u4e8b\u4ef6\u4e0d\u80fd\u5305\u542b\u53e6\u4e00\u4e2a\u7ec4\u5408\u4e8b\u4ef6\u3002
zh_CN,CONFLICTING_ARGUMENTS_ERROR,1.0,%3z\u53c2\u6570\u201c%#1s\u201d\u548c\u201c%#2s\u201d\u5b58\u5728\u51b2\u7a81\u3002
zh_CN,DATASET_VAR_ERROR,1.0,%1z\u6570\u636e\u96c6\u201c%#2s\u201d\uff08\u6765\u81ea\u53c2\u6570\u201c%#1s=\u201d\uff09\u4e0d\u5b58\u5728\u3002
zh_CN,DEPRECATED_MACRO_WARNING,1.0,%2z\u5b8f\u201c%#1s\u201d\u5df2\u5f03\u7528\u3002
zh_CN,DEPRECATION_WARNING,1.0,%2z\u53c2\u6570\u201c%#1s=\u201d\u5df2\u5f03\u7528\u3002\u6307\u5b9a\u503c\u4e0d\u53d7\u5f71\u54cd\u3002
zh_CN,EMPTY_ARG_ERROR,1.0,%1z\u5fc5\u9700\u7684\u53c2\u6570\u201c%#1s=\u201d\u6ca1\u6709\u503c\u3002
zh_CN,EMPTY_DATASET_ERROR,1.0,%1z\u6570\u636e\u96c6\u201c%#1s\u201d\u4e0d\u5305\u542b\u89c2\u6d4b\u3002
zh_CN,EMPTY_DATASET_WARNING,1.0,%2z\u6570\u636e\u96c6\u201c%#1s\u201d\u4e0d\u5305\u542b\u89c2\u6d4b\u3002
zh_CN,ENVIRONMENT_CREATED_NOTE,1.0,%3z\u73af\u5883\u201c%#1s\u201d\u5df2\u521b\u5efa\u3002
zh_CN,ENVIRONMENT_DELETED_NOTE,1.0,%3z\u73af\u5883\u201c%#1s\u201d\u5df2\u5220\u9664\u3002
zh_CN,ENVIRONMENT_PATH_EXISTS_ERROR,1.0,%1z\u8def\u5f84\u201c%#1s\u201d\u5df2\u5206\u914d\u7ed9\u73af\u5883\u201c%#2s\u201d\u3002
zh_CN,ENVIRONMENT_PATH_USED_ERROR,1.0,%1z\u6307\u5b9a\u4e3b\u673a\u4e0a\u7684\u8def\u5f84\u201c%#1s\u201d\u5df2\u6ce8\u518c\u4e3a\u73af\u5883\u3002
zh_CN,ENVIRONMENT_REGISTERED_NOTE,1.0,%3z\u73af\u5883\u201c%#1s\u201d\u5df2\u6ce8\u518c\u3002
zh_CN,ENVIRONMENT_UNREGISTERED_NOTE,1.0,%3z\u73af\u5883\u201c%#1s\u201d\u5df2\u6ce8\u9500\u3002
zh_CN,EVENTS_DELETED_NOTE,1.0,%3z\u4ece\u9879\u76ee\u201c%#2s\u201d\u4e2d\u5df2\u5220\u9664\u4e8b\u4ef6: %#1s
zh_CN,EVENT_CREATED_NOTE,1.0,%3z\u4e8b\u4ef6\u201c%#1s\u201d\u5df2\u5728\u9879\u76ee\u201c%#2s\u201d\u4e2d\u521b\u5efa\u3002
zh_CN,EVENT_EXISTS_ERROR,1.0,%1z\u4e8b\u4ef6\u201c%#1s\u201d\u5df2\u5b58\u5728\u3002
zh_CN,EVENT_REQUIRED_CHANGED_NOTE,1.0,%3z\u9879\u76ee\u201c%#2s\u201d\u4e2d\u4e8b\u4ef6\u201c%#1s\u201d\u7684\u201c\u5fc5\u9700\u201d\u8bbe\u7f6e\u73b0\u5728\u4e3a\u201c%#3s\u201d\u3002
zh_CN,EXCEPTION_CAUGHT_ERROR,1.0,%1z\u201c%#1s\u201d\u4e2d\u53d1\u751f\u5f02\u5e38\u3002
zh_CN,INACCESSIBLE_DATASET_ERROR,1.0,%1z\u65e0\u6cd5\u6253\u5f00\u6570\u636e\u96c6\u201c%#1s\u201d\u3002
zh_CN,INVALID_PATH_ERROR,1.0,%1z\u65e0\u6548\u7684\u6587\u4ef6\u7cfb\u7edf\u8def\u5f84: %#1s
zh_CN,INVALID_SAS_NAME_ERROR,1.0,%3z\u503c\u201c%#1s\u201d\u4e0d\u662f\u6709\u6548\u7684 SAS \u540d\u79f0\u3002
zh_CN,INVALID_VAR_ERROR,1.0,%1z\u53c2\u6570\u201c%#1s=\u201d\u6709\u65e0\u6548\u503c\u3002
zh_CN,INVOKING_NOTE,1.0,%3z\u6b63\u5728\u8c03\u7528\u5b8f\u201c%#1s\u201d
zh_CN,LEGACY_MSG1_ERROR,1.0,%1z\u9488\u5bf9\u5355\u4e2a\u8c03\u7528\u7684\u7528\u6237\u3001\u5bc6\u7801\u3001\u4e3b\u673a\u548c sasEnvironment \u53c2\u6570\u5df2\u88ab\u5f03\u7528\u3002
zh_CN,LEGACY_MSG2_ERROR,1.0,%1z\u4f7f\u7528 fslogin \u548c fslogout \u5b8f\u7ba1\u7406\u4f1a\u8bdd\uff0c\u4ee5\u53ca midtier= \u53c2\u6570\uff08\u82e5\u9700\u8981\uff09\u6807\u8bc6\u6bcf\u4e2a\u8c03\u7528\u7684\u76ee\u6807\u4f1a\u8bdd\u3002
zh_CN,LIST_LENGTH_MISMATCH_ERROR,1.0,%1z\u5217\u8868\u957f\u5ea6\u4e0d\u80fd\u6709\u5dee\u5f02:\u201c%#1s\u201d\u548c\u201c%#2s\u201d
zh_CN,LIST_VAR_ERROR,1.0,%1z\u53c2\u6570\u201c%#1s=\u201d\u53ea\u80fd\u6709\u4e00\u4e2a\u503c\u3002
zh_CN,LOOKUP_FAILED_WARNING,1.0,%2z\u6ca1\u6709\u4e3a\u201c%#1s\u201d\u627e\u5230\u50a8\u5b58\u7684\u503c\uff08\u6807\u8bc6\u7b26: %#2s\%#3s\uff09
zh_CN,MIDTIER_RESOLVE_MSG1_ERROR,1.0,%1z\u65e0\u6cd5\u81ea\u52a8\u89e3\u6790\u4e2d\u95f4\u5c42\u3002\u5168\u5c40\u53d8\u91cf\u201cfslastm\u201d\u6ca1\u6709\u503c\u3002
zh_CN,MIDTIER_RESOLVE_MSG2_ERROR,1.0,%1z\u4f1a\u8bdd\u5c1a\u672a\u521b\u5efa\u6216\u5df2\u5173\u95ed\u3002
zh_CN,MISSING_COLUMNS_ERROR,1.0,%1z\u6570\u636e\u96c6\u201c%#1s\u201d\u4e0d\u5305\u542b\u5fc5\u9700\u5217\u201c%#2s\u201d\u3002
