role,Term,numdocs
Adj,bergisch gladbacher,2.0
Adj,gang und gäbe,5.0
Adj,new yorker,33.0
Adv,de jure,47.0
Adv,unter anderem,2325.0
Conj,das heisst,25.0
Conj,das heißt,230.0
Part,hin und her,5.0
Part,um so,470.0
Prep,auf seiten,6.0
Prep,in bezug auf,1233.0
Prep,von seiten,34.0
Pron,ein bisschen,2.0
Pron,ein paar,14.0
Pron,was für,108.0
