MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
115.0,115,1.0,E,"(HOLAP_DP, _COMPUTEDTD    ) VALIDATION FAILED       .",SASHELP.FSP.OK.SLIST
201.0,201,1.0,E,(_GENERATE_DATA_HOLAP_SERVER_) Syntax error in rsubmit to %1$,SASHELP.FSP.OK.SLIST
202.0,202,1.0,E,(_GENERATE_DATA_HOLAP_SERVER_) Rsubmit to %1$ failed.,SASHELP.FSP.OK.SLIST
203.0,203,1.0,E,(_GENERATE_DATA_HOLAP_SERVER_) Timeout occurred.,SASHELP.FSP.OK.SLIST
204.0,204,1.0,E,(_GENERATE_DATA_HOLAP_SERVER_) A synchronous submit failed on some platform.,SASHELP.FSP.OK.SLIST
205.0,205,1.0,E,(_GENERATE_DATA_HOLAP_SERVER_) A submit failed in the second part.,SASHELP.FSP.OK.SLIST
206.0,206,1.0,E,(_GENERATE_DATA_MDDB_SERVER_) Rsubmit to %1$ failed.,SASHELP.FSP.OK.SLIST
207.0,207,1.0,E,(_GENERATE_DATA_MDDB_SERVER_) Syntax error in rsubmit to %1$,SASHELP.FSP.OK.SLIST
208.0,208,1.0,E,(_GENERATE_DATA_MDDB_SERVER_) Timeout occurred.,SASHELP.FSP.OK.SLIST
209.0,209,1.0,E,(_GENERATE_DATA_MDDB_SERVER_) A synchronous submit failed on some platform.,SASHELP.FSP.OK.SLIST
210.0,210,1.0,E,(_GENERATE_DATA_MDDB_SERVER_) A submit failed in the second part.,SASHELP.FSP.OK.SLIST
211.0,211,1.0,E,(_GENERATE_DATA_ONE_PLATFORM_) RLINK to %1$ failed,SASHELP.FSP.OK.SLIST
212.0,212,1.0,E,(_GENERATE_DATA_ONE_PLATFORM_) Rsubmit to %1$ failed.,SASHELP.FSP.OK.SLIST
213.0,213,1.0,E,(_GENERATE_DATA_ONE_PLATFORM_) Syntax error in rsubmit to %1$,SASHELP.FSP.OK.SLIST
214.0,214,1.0,E,(_GENERATE_DATA_ONE_PLATFORM_) Local submit failed.,SASHELP.FSP.OK.SLIST
215.0,215,1.0,E,(_GROUP_) Precondition violation.,SASHELP.FSP.OK.SLIST
250.0,250,1.0,E,(_PROVIDADATA)EMPTY SUBSET IN LIGHT LIST.,SASHELP.FSP.OK.SLIST
251.0,251,1.0,E,(_PROVIDADATA)EMPTY SUBSET,SASHELP.FSP.OK.SLIST
252.0,252,1.0,E,(_GENERATEDATA) QUERY ACROSS SERVERS NOT SUPPORTED.,SASHELP.FSP.OK.SLIST
253.0,253,1.0,E,(_ISENTIREVIEWEMPTY) ERROR ON REMOTE CHECK OF VIEW,SASHELP.FSP.OK.SLIST
254.0,254,1.0,E,(_ISENTIREVIEWEMPTY) ERROR ON REMOTE LIST DOWNLOAD,SASHELP.FSP.OK.SLIST
299.0,299,1.0,E,"(_REMOTESEND HCSTANDARD) VALIDATION FAILED, BAD INPUT LIST",SASHELP.FSP.OK.SLIST
300.0,300,1.0,E,(_FIND_ANALYSIS_) Precondition violation,SASHELP.FSP.OK.SLIST
301.0,301,1.0,E,(_FIND_ANALYSIS_) Cannot open %1$ dataset,SASHELP.FSP.OK.SLIST
302.0,302,1.0,W,LOG DATASET COULD NOT BE OPENED.,SASHELP.FSP.OK.SLIST
303.0,303,1.0,W,LOG DATA NOT APPENDED TO LOG DATASET.,SASHELP.FSP.OK.SLIST
304.0,304,1.0,W,LOG DATASET WAS NOT UPDATED.,SASHELP.FSP.OK.SLIST
305.0,305,1.0,W,(_FIND_DATA_) NO DATA SOURCES MATCH QUERY.,SASHELP.FSP.OK.SLIST
306.0,306,1.0,W,(_GENERATE_DATA_) RSUBMIT TERMINATED BECAUSE OF ERRORS.,SASHELP.FSP.OK.SLIST
307.0,307,1.0,W,(_GENERATE_DATA_) RSUBMIT NOT EXECUTED BECAUSE OF SYNTAX ERRORS.,SASHELP.FSP.OK.SLIST
308.0,308,1.0,W,(_GENERATE_DATA_) SYSTEM ERRORS.,SASHELP.FSP.OK.SLIST
309.0,309,1.0,W,(_GENERATE_DATA) RLINK FAILED .,SASHELP.FSP.OK.SLIST
310.0,310,1.0,W,(_GENERATE_DATA) SUBMISSION FAILED,SASHELP.FSP.OK.SLIST
311.0,311,1.0,W,"(HCSTANDARD,_OPENCONNECTION) UNABLE TO SIGN ON",SASHELP.FSP.OK.SLIST
312.0,312,1.0,W,Enter Password for Data Access,SASHELP.FSP.OK.SLIST
313.0,313,1.0,W,"(HCSTANDARD,_CLOSECONNECTION) UNABLE TO SIGN OFF",SASHELP.FSP.OK.SLIST
314.0,314,1.0,W,"(HCSTANDARD,_REMOTESEND) RLINK FAILED",SASHELP.FSP.OK.SLIST
315.0,315,1.0,W,(_MOVEDATAHOLAPSERVER) LOCAL SUBMISSION FAILED,SASHELP.FSP.OK.SLIST
316.0,316,1.0,W,(_MOVEDATAHOLAPSERVER) REMOTE SUBMISSION FAILED,SASHELP.FSP.OK.SLIST
317.0,317,1.0,W,(_GENERATE_DATA_HOLAP_SERVER_) SUBMISSION FAILED (NOT PARALLEL),SASHELP.FSP.OK.SLIST
318.0,318,1.0,W,(_GENERATE_DATA_HOLAP_SERVER_) SUBMISSION FAILED (PARALLEL),SASHELP.FSP.OK.SLIST
319.0,319,1.0,W,(_GENERATE_DATA_HOLAP_SERVER_) SUBMISSION FAILED (FINAL),SASHELP.FSP.OK.SLIST
320.0,320,1.0,W,(_GENERATE_DATA_MDDB_SERVER_) SUBMISSION FAILED (NOT PARALLEL),SASHELP.FSP.OK.SLIST
321.0,321,1.0,W,(_GENERATE_DATA_MDDB_SERVER_) SUBMISSION FAILED (PARALLEL),SASHELP.FSP.OK.SLIST
322.0,322,1.0,W,(_GENERATE_DATA_MDDB_SERVER_) SUBMISSION FAILED (FINAL),SASHELP.FSP.OK.SLIST
323.0,323,1.0,W,"(_LOAD_MDDB, REMOTE) SUBMISSION FAILED",SASHELP.FSP.OK.SLIST
324.0,324,1.0,W,(_CHECKDIVIDE) BAD INPUT LIST,SASHELP.FSP.OK.SLIST
325.0,325,1.0,W,(_VALIDATEINPUT)REQUESTED COMPUTED COLUMN NOT DEFINED,SASHELP.FSP.OK.SLIST
326.0,326,1.0,W,(_PROVIDEDATA) HOLAP GROUP LIST EMPTY,SASHELP.FSP.OK.SLIST
327.0,327,1.0,W,(_CREATEINITIALVIEW) INPUT LIST EMPTY,SASHELP.FSP.OK.SLIST
328.0,328,1.0,W,(_CREATEINITIALVIEW) _GETDATASUBSET FAILED.,SASHELP.FSP.OK.SLIST
329.0,329,1.0,W,(_VALIDATEINPUT) UNKNOWN STATISTIC IN QUERY INPUT LIST,SASHELP.FSP.OK.SLIST
500.0,500,1.0,W,"( HHIERARCHIES,_SETHIERARCHIES)VALIDATION FAILED",SASHELP.FSP.OK.SLIST
501.0,501,1.0,W,"( HHIERARCHIES, _GETHIERARCHIES)VALIDATION FAILED",SASHELP.FSP.OK.SLIST
502.0,502,1.0,W,( HHIERARCHIES_GETHIERARCHIES)HIERARCHY NOT FOUND,SASHELP.FSP.OK.SLIST
503.0,503,1.0,W,"( HHIERARCHIES, _GETLEVEL      )VALIDATION FAILED",SASHELP.FSP.OK.SLIST
504.0,504,1.0,W,"( HHIERARCHIES, _GETLEVEL      )UNABLE TO FIND LEVEL",SASHELP.FSP.OK.SLIST
505.0,505,1.0,W,"( HHIERARCHIES, _DELETEHIERARCHY) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
506.0,506,1.0,W,"( HHIERARCHIES, _DELETEHIERARCHY) HIERARCHY NOT FOUND",SASHELP.FSP.OK.SLIST
507.0,507,1.0,W,"( HHIERARCHIES, _GETHATTRIBUTE  ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
508.0,508,1.0,W,"( HHIERARCHIES, _GETHATTRIBUTE  ) HIERARCHY NOT FOUND",SASHELP.FSP.OK.SLIST
509.0,509,1.0,W,"( HHIERARCHIES, _SETHATTRIBUTE  ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
510.0,510,1.0,W,"( HHIERARCHIES, _SETHATTRIBUTE  ) HIERARCHY NOT FOUND",SASHELP.FSP.OK.SLIST
511.0,511,1.0,W,"( HHIERARCHIES, _GETLEVELLOGICALGAP) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
512.0,512,1.0,W,"( HHIERARCHIES, _GETLEVELLOGICALGAP) HIERARCHY NOT FOUND",SASHELP.FSP.OK.SLIST
513.0,513,1.0,W,"( HHIERARCHIES, _GETLEVELLOGICALGAP) HIERARCHY CORRUPTED",SASHELP.FSP.OK.SLIST
514.0,514,1.0,W,"( HHIERARCHIES, _GETLEVELLOGICALGAP) LEVEL NOT FOUND",SASHELP.FSP.OK.SLIST
515.0,515,1.0,W,"( HHIERARCHIES, _GETHIERARCHYWITH ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
516.0,516,1.0,W,"( HHIERARCHIES, _HASLEVEL         ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
517.0,517,1.0,W,"( HHIERARCHIES, _HASPOSITION      ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
518.0,518,1.0,W,"( HHIERARCHIES, _MAPGAP           ) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
519.0,519,1.0,W,"( HHIERARCHIES, _MAPVALUE         ) NO TIME DIMENSION DEFINED.",SASHELP.FSP.OK.SLIST
520.0,520,1.0,W,"( HHIERARCHIES, _GETPARENT        ) VALIDATION FAILED        .",SASHELP.FSP.OK.SLIST
521.0,521,1.0,W,"( HHIERARCHIES, _GETPARENT        ) HIERARCHY NOT FOUND      .",SASHELP.FSP.OK.SLIST
522.0,522,1.0,W,"( HHIERARCHIES, _HASNAME          ) VALIDATION FAILED        .",SASHELP.FSP.OK.SLIST
523.0,523,1.0,W,"( HHIERARCHIES, _GETPARENTS       ) VALIDATION FAILED        .",SASHELP.FSP.OK.SLIST
524.0,524,1.0,W,"( HHIERARCHIES, _GETPARENTS       ) HIERARCHY NOT FOUND      .",SASHELP.FSP.OK.SLIST
850.0,850,1.0,E,"(HCOMM, _SETSERVERS) BAD INPUT LIST",SASHELP.FSP.OK.SLIST
1001.0,1001,1.0,E,"(INIT, DSOURCE) BAD PARMS LIST",SASHELP.FSP.OK.SLIST
1002.0,1002,1.0,E,(INIT OF DSOURCE) VALIDATION FAILED,SASHELP.FSP.OK.SLIST
1003.0,1003,1.0,E,"(SET_QUERY, DSOURCE) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
1004.0,1004,1.0,E,"(VALIDATE, DS_DBMS) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
1005.0,1005,1.0,E,"(VALIDATE, DS_DBMS) RLINK TO %1$ FAILED",SASHELP.FSP.OK.SLIST
1006.0,1006,1.0,E,"(VALIDATE, DS_DBMS) SUBMISSION FAILURE",SASHELP.FSP.OK.SLIST
1007.0,1007,1.0,E,"(REMOTE VALIDATE, DS_DATA) UNABLE TO SAVE LIST IN %1$",SASHELP.FSP.OK.SLIST
1008.0,1008,1.0,E,"(REMOTE VALIDATE, DS_DATA) RLINK TO %1$ FAILED",SASHELP.FSP.OK.SLIST
1009.0,1009,1.0,E,"(REMOTE VALIDATE, DS_DATA) REMOTE EXECUTION FAILED",SASHELP.FSP.OK.SLIST
1010.0,1010,1.0,E,"(REMOTE VALIDATE, DS_DATA) REMOTE SUBMISSION FAILED",SASHELP.FSP.OK.SLIST
1011.0,1011,1.0,E,"(REMOTE VALIDATE, DS_MDDB) VALIDATION FAILED",SASHELP.FSP.OK.SLIST
1012.0,1012,1.0,E,"(SAVE_AS, DS_MDDB) Preconditions violation",SASHELP.FSP.OK.SLIST
1013.0,1013,1.0,E,(_VERIFY_CUT_AND_APPEND_) Precondition violation,SASHELP.FSP.OK.SLIST
1014.0,1014,1.0,E,"(REMOTE MATERIALISE, DS_MDDB) RLINK to %1$ failed",SASHELP.FSP.OK.SLIST
1015.0,1015,1.0,E,"(REMOTE MATERIALISE, DS_MDDB) EXECUTION FAILED",SASHELP.FSP.OK.SLIST
1016.0,1016,1.0,E,"(REMOTE MATERIALISE, DS_MDDB) SUBMISSION FAILED",SASHELP.FSP.OK.SLIST
1017.0,1017,1.0,E,(_SORT_CUT_MDDB_TO_DS_) Unable to instance %1$,SASHELP.FSP.OK.SLIST
1018.0,1018,1.0,E,(_SORT_CUT_MDDB_TO_DS_) _OPEN_MDDB_TABLE_ method on %1$ failed,SASHELP.FSP.OK.SLIST
1019.0,1019,1.0,E,"(RESHAPE, DS_MDDB) SUBMISSION FAILED",SASHELP.FSP.OK.SLIST
1020.0,1020,1.0,E,"(LOCAL VALIDATE, DS_MDDB) Unable to open MDDB %1$",SASHELP.FSP.OK.SLIST
1021.0,1021,1.0,E,(_SORT_CUT_MDDB_TO_DS_) _MAKE_TABLE_ method failed.,SASHELP.FSP.OK.SLIST
1022.0,1022,1.0,E,(_SORT_CUT_MDDB_TO_DS_) Unable to savelist into %1$,SASHELP.FSP.OK.SLIST
1023.0,1023,1.0,E,"(REMOTE  VALIDATE, DS_MDDB) RLINK to %1$ failed",SASHELP.FSP.OK.SLIST
1024.0,1024,1.0,E,"(REMOTE VALIDATE, DS_MDDB) EXECUTION FAILED",SASHELP.FSP.OK.SLIST
1025.0,1025,1.0,E,"(REMOTE VALIDATE, DS_MDDB) SUBMISSION FAILED",SASHELP.FSP.OK.SLIST
1026.0,1026,1.0,E,(_CREATE_LIST_) Precondition violation.,SASHELP.FSP.OK.SLIST
