unicode,ibm,pcms
U+67A8,64C6,E8C7
U+6720,64C7,E8C8
U+67AD,64C8,E8C9
U+6720,64C9,E8CA
U+6777,64CA,E8CB
U+677C,64CB,E8CC
U+6720,64CC,E8CD
U+6809,64CD,E8CE
U+67D8,64CE,E8CF
U+680A,64CF,E8D0
U+6720,64D0,E8D1
U+67B0,64D1,E8D2
U+680C,64D2,E8D3
U+67D9,64D3,E8D4
U+67B5,64D4,E8D5
U+67DA,64D5,E8D6
U+67B3,64D6,E8D7
U+67DD,64D7,E8D8
U+6800,64D8,E8D9
U+67C3,64D9,E8DA
U+67B8,64DA,E8DB
U+6720,64DB,E8DC
U+680E,64DC,E8DD
U+67C1,64DD,E8DE
U+67FD,64DE,E8DF
U+6832,64DF,E8E0
U+6833,6420,E8E1
U+6860,6420,E8E2
U+6861,6420,E8E3
U+684E,6420,E8E4
U+6862,6420,E8E5
U+6844,6420,E8E6
U+6864,6420,E8E7
U+6820,6420,E8E8
U+681D,6420,E8E9
U+6855,6420,E8EA
U+6866,6420,E8EB
U+6841,6420,E8EC
U+6867,6420,E8ED
U+6840,6420,E8EE
U+683E,6420,E8EF
U+684A,6420,E8F0
U+6849,6420,E8F1
U+6829,6420,E8F2
U+68B5,6420,E8F3
U+6820,6420,E8F4
U+6874,6420,E8F5
U+6877,6420,E8F6
U+6820,6420,E8F7
U+686B,6420,E8F8
U+68C2,6420,E8F9
U+696E,6420,E8FA
U+6820,6420,E8FB
U+691F,6420,E8FC
U+6920,6420,E8FD
U+6820,64FD,E8FE
U+6924,6541,E9A1
U+6820,6542,E9A2
U+690B,6543,E9A3
U+6901,6544,E9A4
U+6957,6545,E9A5
U+6820,6546,E9A6
U+6910,6547,E9A7
U+6971,6548,E9A8
U+6939,6549,E9A9
U+6960,654A,E9AA
U+6942,654B,E9AB
U+695D,654C,E9AC
U+6920,654D,E9AD
U+696B,654E,E9AE
U+6980,654F,E9AF
U+6920,6550,E9B0
U+6978,6551,E9B1
U+6934,6552,E9B2
U+69CC,6553,E9B3
U+6920,6554,E9B4
U+6920,6555,E9B5
U+69CE,6556,E9B6
U+6920,6557,E9B7
U+6966,6558,E9B8
U+6963,6559,E9B9
U+6979,655A,E9BA
U+6920,655B,E9BB
U+69A7,655C,E9BC
U+69BB,655D,E9BD
U+69AB,655E,E9BE
U+69AD,655F,E9BF
U+69D4,6560,E9C0
U+69B1,6561,E9C1
U+69C1,6562,E9C2
U+69CA,6563,E9C3
U+69DF,6564,E9C4
U+6920,6565,E9C5
U+6920,6566,E9C6
U+6920,6567,E9C7
U+69FF,6568,E9C8
U+6A2F,6569,E9C9
U+6920,656A,E9CA
U+6A17,656B,E9CB
U+6A18,656C,E9CC
U+6A65,656D,E9CD
U+6920,656E,E9CE
U+6A44,656F,E9CF
U+6A3E,6570,E9D0
U+6AA0,6571,E9D1
U+6A50,6572,E9D2
U+6A5B,6573,E9D3
U+6A35,6574,E9D4
U+6A20,6575,E9D5
U+6A79,6576,E9D6
U+6A3D,6577,E9D7
U+6A28,6578,E9D8
U+6A58,6579,E9D9
U+6A7C,657A,E9DA
U+6A20,657B,E9DB
U+6A20,657C,E9DC
U+6AA9,657D,E9DD
U+6A20,657E,E9DE
U+6AAB,657F,E9DF
U+7337,6520,E9E0
U+7352,6520,E9E1
U+6B20,6520,E9E2
U+6B20,6520,E9E3
U+6B20,6520,E9E4
U+6B20,6520,E9E5
U+6B20,6520,E9E6
U+6B20,6520,E9E7
U+6B20,6520,E9E8
U+6B20,6520,E9E9
U+6B20,6520,E9EA
U+6BA1,6520,E9EB
U+6BAA,6520,E9EC
U+8F6B,6520,E9ED
U+8F6D,6520,E9EE
U+8F71,6520,E9EF
U+8F72,6520,E9F0
U+8F73,6520,E9F1
U+8F75,6520,E9F2
U+8F76,6520,E9F3
U+8F78,6520,E9F4
U+8F77,6520,E9F5
U+8F79,6520,E9F6
U+8F7A,6520,E9F7
U+8F7C,6520,E9F8
U+8F7E,6520,E9F9
U+8F81,6520,E9FA
U+8F82,6520,E9FB
U+8F84,6520,E9FC
U+8F87,6520,E9FD
U+8F8B,6520,E9FE
U+8F8D,65A0,EAA1
U+8F8E,65A1,EAA2
U+8F8F,65A2,EAA3
U+8F98,65A3,EAA4
U+8F9A,65A4,EAA5
U+8ECE,65A5,EAA6
U+620B,65A6,EAA7
U+6217,65A7,EAA8
U+621B,65A8,EAA9
U+621F,65A9,EAAA
U+6222,65AA,EAAB
U+6221,65AB,EAAC
U+6225,65AC,EAAD
U+6224,65AD,EAAE
U+622C,65AE,EAAF
U+81E7,65AF,EAB0
U+7420,65B0,EAB1
U+7420,65B1,EAB2
U+74FF,65B2,EAB3
U+750F,65B3,EAB4
U+7511,65B4,EAB5
U+7513,65B5,EAB6
U+6534,65B6,EAB7
U+6520,65B7,EAB8
U+6520,65B8,EAB9
U+6520,65B9,EABA
U+660A,65BA,EABB
U+6619,65BB,EABC
U+6772,65BC,EABD
U+6603,65BD,EABE
U+6615,65BE,EABF
U+6600,65BF,EAC0
U+7020,65C0,EAC1
U+6620,65C1,EAC2
U+661D,65C2,EAC3
U+6634,65C3,EAC4
U+6631,65C4,EAC5
U+6636,65C5,EAC6
U+6635,65C6,EAC7
U+8006,65C7,EAC8
U+665F,65C8,EAC9
U+6654,65C9,EACA
U+6641,65CA,EACB
U+664F,65CB,EACC
U+6656,65CC,EACD
U+6661,65CD,EACE
U+6657,65CE,EACF
U+6677,65CF,EAD0
U+6620,65D0,EAD1
U+6620,65D1,EAD2
U+66A7,65D2,EAD3
U+6620,65D3,EAD4
U+66BE,65D4,EAD5
U+66DB,65D5,EAD6
U+66DC,65D6,EAD7
U+6620,65D7,EAD8
U+6620,65D8,EAD9
U+8D32,65D9,EADA
U+8D33,65DA,EADB
U+8D36,65DB,EADC
U+8D3B,65DC,EADD
U+8D3D,65DD,EADE
U+8D40,65DE,EADF
U+8D45,65DF,EAE0
U+8D46,6520,EAE1
U+8D48,6520,EAE2
U+8D49,6520,EAE3
U+8D47,6520,EAE4
U+8D4D,6520,EAE5
U+8D55,6520,EAE6
U+8D59,6520,EAE7
U+89C7,6520,EAE8
U+89CA,6520,EAE9
U+89CB,6520,EAEA
U+89CC,6520,EAEB
U+89CE,6520,EAEC
U+89CF,6520,EAED
U+89D0,6520,EAEE
U+89D1,6520,EAEF
U+726E,6520,EAF0
U+7220,6520,EAF1
U+725D,6520,EAF2
U+7266,6520,EAF3
U+726F,6520,EAF4
U+727E,6520,EAF5
U+727F,6520,EAF6
U+7220,6520,EAF7
U+7220,6520,EAF8
U+7220,6520,EAF9
U+7220,6520,EAFA
U+7220,6520,EAFB
U+6308,6520,EAFC
U+6332,6520,EAFD
U+63B0,65FD,EAFE
U+643F,6641,EBA1
U+64D8,6642,EBA2
U+8004,6643,EBA3
U+6B20,6644,EBA4
U+6B20,6645,EBA5
U+6BFD,6646,EBA6
U+6B20,6647,EBA7
U+6B20,6648,EBA8
U+6C05,6649,EBA9
U+6C07,664A,EBAA
U+6C06,664B,EBAB
U+6C0D,664C,EBAC
U+6C15,664D,EBAD
U+6C18,664E,EBAE
U+6C19,664F,EBAF
U+6C1A,6650,EBB0
U+6C21,6651,EBB1
U+6C29,6652,EBB2
U+6C24,6653,EBB3
U+6C2A,6654,EBB4
U+6C32,6655,EBB5
U+6535,6656,EBB6
U+6555,6657,EBB7
U+656B,6658,EBB8
U+724D,6659,EBB9
U+7252,665A,EBBA
U+7256,665B,EBBB
U+7230,665C,EBBC
U+8662,665D,EBBD
U+5216,665E,EBBE
U+8020,665F,EBBF
U+8020,6660,EBC0
U+8020,6661,EBC1
U+80BC,6662,EBC2
U+670A,6663,EBC3
U+80BD,6664,EBC4
U+80B1,6665,EBC5
U+80AB,6666,EBC6
U+80AD,6667,EBC7
U+80B4,6668,EBC8
U+80B7,6669,EBC9
U+8020,666A,EBCA
U+8020,666B,EBCB
U+8020,666C,EBCC
U+8020,666D,EBCD
U+80DB,666E,EBCE
U+80C2,666F,EBCF
U+80C4,6670,EBD0
U+80D9,6671,EBD1
U+80CD,6672,EBD2
U+80D7,6673,EBD3
U+6710,6674,EBD4
U+80DD,6675,EBD5
U+8020,6676,EBD6
U+8020,6677,EBD7
U+8020,6678,EBD8
U+8020,6679,EBD9
U+810D,667A,EBDA
U+810E,667B,EBDB
U+8020,667C,EBDC
U+8020,667D,EBDD
U+6715,667E,EBDE
U+8112,667F,EBDF
U+8C5A,6620,EBE0
U+8136,6620,EBE1
U+811E,6620,EBE2
U+812C,6620,EBE3
U+8118,6620,EBE4
U+8132,6620,EBE5
U+8148,6620,EBE6
U+814C,6620,EBE7
U+8153,6620,EBE8
U+8174,6620,EBE9
U+8159,6620,EBEA
U+815A,6620,EBEB
U+8171,6620,EBEC
U+8160,6620,EBED
U+8169,6620,EBEE
U+817C,6620,EBEF
U+817D,6620,EBF0
U+816D,6620,EBF1
U+8167,6620,EBF2
U+584D,6620,EBF3
U+5AB5,6620,EBF4
U+8188,6620,EBF5
U+8182,6620,EBF6
U+8191,6620,EBF7
U+6ED5,6620,EBF8
U+81A3,6620,EBF9
U+81AA,6620,EBFA
U+81CC,6620,EBFB
U+6726,6620,EBFC
U+81CA,6620,EBFD
U+81BB,6620,EBFE
U+81C1,66A0,ECA1
U+81A6,66A1,ECA2
U+6B24,66A2,ECA3
U+6B37,66A3,ECA4
U+6B39,66A4,ECA5
U+6B43,66A5,ECA6
U+6B46,66A6,ECA7
U+6B59,66A7,ECA8
U+98D1,66A8,ECA9
U+98D2,66A9,ECAA
U+98D3,66AA,ECAB
U+98D5,66AB,ECAC
U+98D9,66AC,ECAD
U+98DA,66AD,ECAE
U+6BB3,66AE,ECAF
U+5F40,66AF,ECB0
U+6BC2,66B0,ECB1
U+89F3,66B1,ECB2
U+6520,66B2,ECB3
U+9F51,66B3,ECB4
U+6520,66B4,ECB5
U+65BC,66B5,ECB6
U+65C6,66B6,ECB7
U+65C4,66B7,ECB8
U+65C3,66B8,ECB9
U+65CC,66B9,ECBA
U+65CE,66BA,ECBB
U+65D2,66BB,ECBC
U+65D6,66BC,ECBD
U+7080,66BD,ECBE
U+7020,66BE,ECBF
U+7020,66BF,ECC0
U+7020,66C0,ECC1
U+70BB,66C1,ECC2
U+70C0,66C2,ECC3
U+70B7,66C3,ECC4
U+70AB,66C4,ECC5
U+70B1,66C5,ECC6
U+7020,66C6,ECC7
U+70CA,66C7,ECC8
U+7110,66C8,ECC9
U+7113,66C9,ECCA
U+7116,66CA,ECCB
U+712F,66CB,ECCC
U+7131,66CC,ECCD
U+7173,66CD,ECCE
U+715C,66CE,ECCF
U+7168,66CF,ECD0
U+7145,66D0,ECD1
U+7172,66D1,ECD2
U+714A,66D2,ECD3
U+7178,66D3,ECD4
U+717A,66D4,ECD5
U+7120,66D5,ECD6
U+71B3,66D6,ECD7
U+71B5,66D7,ECD8
U+71A8,66D8,ECD9
U+71A0,66D9,ECDA
U+7120,66DA,ECDB
U+71D4,66DB,ECDC
U+7120,66DC,ECDD
U+7120,66DD,ECDE
U+721D,66DE,ECDF
U+7228,66DF,ECE0
U+706C,6620,ECE1
U+7118,6620,ECE2
U+7166,6620,ECE3
U+71B9,6620,ECE4
U+623E,6620,ECE5
U+623D,6620,ECE6
U+6243,6620,ECE7
U+6248,6620,ECE8
U+6249,6620,ECE9
U+793B,6620,ECEA
U+7940,6620,ECEB
U+7946,6620,ECEC
U+7949,6620,ECED
U+795B,6620,ECEE
U+795C,6620,ECEF
U+7953,6620,ECF0
U+795A,6620,ECF1
U+7962,6620,ECF2
U+7957,6620,ECF3
U+7960,6620,ECF4
U+796F,6620,ECF5
U+7967,6620,ECF6
U+797A,6620,ECF7
U+7920,6620,ECF8
U+7920,6620,ECF9
U+7920,6620,ECFA
U+79A7,6620,ECFB
U+79B3,6620,ECFC
U+5FD1,6620,ECFD
U+5FD0,66FD,ECFE
U+603C,6741,EDA1
U+605D,6742,EDA2
U+605A,6743,EDA3
U+6067,6744,EDA4
U+6041,6745,EDA5
U+6059,6746,EDA6
U+6063,6747,EDA7
U+60AB,6748,EDA8
U+6106,6749,EDA9
U+610D,674A,EDAA
U+615D,674B,EDAB
U+61A9,674C,EDAC
U+6120,674D,EDAD
U+61CB,674E,EDAE
U+61D1,674F,EDAF
U+6206,6750,EDB0
U+8080,6751,EDB1
U+807F,6752,EDB2
U+6C20,6753,EDB3
U+6C20,6754,EDB4
U+6D20,6755,EDB5
U+7720,6756,EDB6
U+7720,6757,EDB7
U+7800,6758,EDB8
U+7809,6759,EDB9
U+7817,675A,EDBA
U+7818,675B,EDBB
U+7811,675C,EDBC
U+65AB,675D,EDBD
U+782D,675E,EDBE
U+781C,675F,EDBF
U+781D,6760,EDC0
U+7839,6761,EDC1
U+783A,6762,EDC2
U+783B,6763,EDC3
U+781F,6764,EDC4
U+783C,6765,EDC5
U+7825,6766,EDC6
U+782C,6767,EDC7
U+7823,6768,EDC8
U+7829,6769,EDC9
U+784E,676A,EDCA
U+786D,676B,EDCB
U+7856,676C,EDCC
U+7857,676D,EDCD
U+7826,676E,EDCE
U+7850,676F,EDCF
U+7847,6770,EDD0
U+784C,6771,EDD1
U+786A,6772,EDD2
U+7820,6773,EDD3
U+7820,6774,EDD4
U+7820,6775,EDD5
U+7820,6776,EDD6
U+7820,6777,EDD7
U+78A1,6778,EDD8
U+78A3,6779,EDD9
U+78B2,677A,EDDA
U+78B9,677B,EDDB
U+78A5,677C,EDDC
U+78D4,677D,EDDD
U+78D9,677E,EDDE
U+78C9,677F,EDDF
U+7820,6720,EDE0
U+7820,6720,EDE1
U+7905,6720,EDE2
U+7820,6720,EDE3
U+7913,6720,EDE4
U+7924,6720,EDE5
U+791E,6720,EDE6
U+7934,6720,EDE7
U+9F9B,6720,EDE8
U+9EF9,6720,EDE9
U+9EFB,6720,EDEA
U+9EFC,6720,EDEB
U+7620,6720,EDEC
U+7704,6720,EDED
U+770D,6720,EDEE
U+7620,6720,EDEF
U+7707,6720,EDF0
U+7708,6720,EDF1
U+771A,6720,EDF2
U+7722,6720,EDF3
U+7719,6720,EDF4
U+772D,6720,EDF5
U+7726,6720,EDF6
U+7735,6720,EDF7
U+7738,6720,EDF8
U+7750,6720,EDF9
U+7751,6720,EDFA
U+7747,6720,EDFB
U+7743,6720,EDFC
U+775A,6720,EDFD
U+7768,6720,EDFE
U+7762,67A0,EEA1
U+7765,67A1,EEA2
U+777F,67A2,EEA3
U+7720,67A3,EEA4
U+777D,67A4,EEA5
U+7780,67A5,EEA6
U+7720,67A6,EEA7
U+7720,67A7,EEA8
U+7720,67A8,EEA9
U+77A0,67A9,EEAA
U+77B0,67AA,EEAB
U+77B5,67AB,EEAC
U+77BD,67AC,EEAD
U+753A,67AD,EEAE
U+7540,67AE,EEAF
U+754E,67AF,EEB0
U+754B,67B0,EEB1
U+7548,67B1,EEB2
U+755B,67B2,EEB3
U+7572,67B3,EEB4
U+7579,67B4,EEB5
U+7520,67B5,EEB6
U+7F58,67B6,EEB7
U+7F61,67B7,EEB8
U+7F5F,67B8,EEB9
U+8A48,67B9,EEBA
U+7F68,67BA,EEBB
U+7F74,67BB,EEBC
U+7F71,67BC,EEBD
U+7F79,67BD,EEBE
U+7F20,67BE,EEBF
U+7F7E,67BF,EEC0
U+76CD,67C0,EEC1
U+7620,67C1,EEC2
U+8832,67C2,EEC3
U+9485,67C3,EEC4
U+9486,67C4,EEC5
U+9487,67C5,EEC6
U+948B,67C6,EEC7
U+948A,67C7,EEC8
U+948C,67C8,EEC9
U+948D,67C9,EECA
U+948F,67CA,EECB
U+9490,67CB,EECC
U+9494,67CC,EECD
U+9497,67CD,EECE
U+9495,67CE,EECF
U+949A,67CF,EED0
U+949B,67D0,EED1
U+949C,67D1,EED2
U+94A3,67D2,EED3
U+94A4,67D3,EED4
U+94AB,67D4,EED5
U+94AA,67D5,EED6
U+94AD,67D6,EED7
U+94AC,67D7,EED8
U+94AF,67D8,EED9
U+94B0,67D9,EEDA
U+94B2,67DA,EEDB
U+94B4,67DB,EEDC
U+94B6,67DC,EEDD
U+94B7,67DD,EEDE
U+94B8,67DE,EEDF
U+94B9,67DF,EEE0
U+94BA,6720,EEE1
U+94BC,6720,EEE2
U+94BD,6720,EEE3
U+94BF,6720,EEE4
U+94C4,6720,EEE5
U+94C8,6720,EEE6
U+94C9,6720,EEE7
U+94CA,6720,EEE8
U+94CB,6720,EEE9
U+94CC,6720,EEEA
U+94CD,6720,EEEB
U+94CE,6720,EEEC
U+94D0,6720,EEED
U+94D1,6720,EEEE
U+94D2,6720,EEEF
U+94D5,6720,EEF0
U+94D6,6720,EEF1
U+94D7,6720,EEF2
U+94D9,6720,EEF3
U+94D8,6720,EEF4
U+94DB,6720,EEF5
U+94DE,6720,EEF6
U+94DF,6720,EEF7
U+94E0,6720,EEF8
U+94E2,6720,EEF9
U+94E4,6720,EEFA
U+94E5,6720,EEFB
U+94E7,6720,EEFC
U+94E8,6720,EEFD
U+94EA,67FD,EEFE
U+94E9,6841,EFA1
U+94EB,6842,EFA2
U+94EE,6843,EFA3
U+94EF,6844,EFA4
U+94F3,6845,EFA5
U+94F4,6846,EFA6
U+94F5,6847,EFA7
U+94F7,6848,EFA8
U+94F9,6849,EFA9
U+94FC,684A,EFAA
U+94FD,684B,EFAB
U+94FF,684C,EFAC
U+9503,684D,EFAD
U+9502,684E,EFAE
U+9506,684F,EFAF
U+9507,6850,EFB0
U+9509,6851,EFB1
U+950A,6852,EFB2
U+950D,6853,EFB3
U+950E,6854,EFB4
U+950F,6855,EFB5
U+9512,6856,EFB6
U+9513,6857,EFB7
U+9514,6858,EFB8
U+9515,6859,EFB9
U+9516,685A,EFBA
U+9518,685B,EFBB
U+951B,685C,EFBC
U+951D,685D,EFBD
U+951E,685E,EFBE
U+951F,685F,EFBF
U+9522,6860,EFC0
U+952A,6861,EFC1
U+952B,6862,EFC2
U+9529,6863,EFC3
U+952C,6864,EFC4
U+9531,6865,EFC5
U+9532,6866,EFC6
U+9534,6867,EFC7
U+9536,6868,EFC8
U+9537,6869,EFC9
U+9538,686A,EFCA
U+953C,686B,EFCB
U+953E,686C,EFCC
U+953F,686D,EFCD
U+9542,686E,EFCE
U+9535,686F,EFCF
U+9544,6870,EFD0
U+9545,6871,EFD1
U+9546,6872,EFD2
U+9549,6873,EFD3
U+954C,6874,EFD4
U+954E,6875,EFD5
U+954F,6876,EFD6
U+9552,6877,EFD7
U+9553,6878,EFD8
U+9554,6879,EFD9
U+9556,687A,EFDA
U+9557,687B,EFDB
U+9558,687C,EFDC
U+9559,687D,EFDD
U+955B,687E,EFDE
U+955E,687F,EFDF
U+955F,6820,EFE0
U+955D,6820,EFE1
U+9561,6820,EFE2
U+9562,6820,EFE3
U+9564,6820,EFE4
U+9565,6820,EFE5
U+9566,6820,EFE6
U+9567,6820,EFE7
U+9568,6820,EFE8
U+9569,6820,EFE9
U+956A,6820,EFEA
U+956B,6820,EFEB
U+956C,6820,EFEC
U+956F,6820,EFED
U+9571,6820,EFEE
U+9572,6820,EFEF
U+9573,6820,EFF0
U+953A,6820,EFF1
U+7720,6820,EFF2
U+7720,6820,EFF3
U+96C9,6820,EFF4
U+79D5,6820,EFF5
U+7920,6820,EFF6
U+7920,6820,EFF7
U+7920,6820,EFF8
U+7A06,6820,EFF9
U+5D47,6820,EFFA
U+7A03,6820,EFFB
U+7A02,6820,EFFC
U+7A1E,6820,EFFD
U+7A14,6820,EFFE
U+7A39,68A0,F0A1
U+7A37,68A1,F0A2
U+7A51,68A2,F0A3
U+9ECF,68A3,F0A4
U+99A5,68A4,F0A5
U+7A70,68A5,F0A6
U+7620,68A6,F0A7
U+7620,68A7,F0A8
U+7620,68A8,F0A9
U+7620,68A9,F0AA
U+76A4,68AA,F0AB
U+74DE,68AB,F0AC
U+7420,68AC,F0AD
U+752C,68AD,F0AE
U+9E20,68AE,F0AF
U+9E22,68AF,F0B0
U+9E28,68B0,F0B1
U+9E29,68B1,F0B2
U+9E2A,68B2,F0B3
U+9E2B,68B3,F0B4
U+9E2C,68B4,F0B5
U+9E32,68B5,F0B6
U+9E31,68B6,F0B7
U+9E36,68B7,F0B8
U+9E38,68B8,F0B9
U+9E37,68B9,F0BA
U+9E39,68BA,F0BB
U+9E3A,68BB,F0BC
U+9E3E,68BC,F0BD
U+9E41,68BD,F0BE
U+9E42,68BE,F0BF
U+9E44,68BF,F0C0
U+9E46,68C0,F0C1
U+9E47,68C1,F0C2
U+9E48,68C2,F0C3
U+9E49,68C3,F0C4
U+9E4B,68C4,F0C5
U+9E4C,68C5,F0C6
U+9E4E,68C6,F0C7
U+9E51,68C7,F0C8
U+9E55,68C8,F0C9
U+9E57,68C9,F0CA
U+9E5A,68CA,F0CB
U+9E5B,68CB,F0CC
U+9E5C,68CC,F0CD
U+9E5E,68CD,F0CE
U+9E63,68CE,F0CF
U+9E66,68CF,F0D0
U+9E67,68D0,F0D1
U+9E68,68D1,F0D2
U+9E69,68D2,F0D3
U+9E6A,68D3,F0D4
U+9E6B,68D4,F0D5
U+9E6C,68D5,F0D6
U+9E71,68D6,F0D7
U+9E6D,68D7,F0D8
U+9E73,68D8,F0D9
U+7520,68D9,F0DA
U+7520,68DA,F0DB
U+7520,68DB,F0DC
U+75A0,68DC,F0DD
U+7520,68DD,F0DE
U+75AC,68DE,F0DF
U+75A3,68DF,F0E0
U+75B3,6820,F0E1
U+75B4,6820,F0E2
U+75B8,6820,F0E3
U+75C4,6820,F0E4
U+75B1,6820,F0E5
U+75B0,6820,F0E6
U+75C3,6820,F0E7
U+75C2,6820,F0E8
U+75D6,6820,F0E9
U+75CD,6820,F0EA
U+7520,6820,F0EB
U+7520,6820,F0EC
U+7520,6820,F0ED
U+7520,6820,F0EE
U+7520,6820,F0EF
U+7520,6820,F0F0
U+7603,6820,F0F1
U+7520,6820,F0F2
U+7520,6820,F0F3
U+75FF,6820,F0F4
U+7610,6820,F0F5
U+7600,6820,F0F6
U+7605,6820,F0F7
U+760C,6820,F0F8
U+7617,6820,F0F9
U+760A,6820,F0FA
U+7625,6820,F0FB
U+7618,6820,F0FC
U+7615,6820,F0FD
U+7619,68FD,F0FE
U+761B,6941,F1A1
U+763C,6942,F1A2
U+7622,6943,F1A3
U+7620,6944,F1A4
U+7640,6945,F1A5
U+762D,6946,F1A6
U+7630,6947,F1A7
U+763F,6948,F1A8
U+7635,6949,F1A9
U+7643,694A,F1AA
U+763E,694B,F1AB
U+7633,694C,F1AC
U+764D,694D,F1AD
U+765E,694E,F1AE
U+7654,694F,F1AF
U+765C,6950,F1B0
U+7656,6951,F1B1
U+766B,6952,F1B2
U+766F,6953,F1B3
U+7FCA,6954,F1B4
U+7A20,6955,F1B5
U+7A78,6956,F1B6
U+7A79,6957,F1B7
U+7A80,6958,F1B8
U+7A20,6959,F1B9
U+7A20,695A,F1BA
U+7A20,695B,F1BB
U+7AA6,695C,F1BC
U+7AA0,695D,F1BD
U+7AAC,695E,F1BE
U+7AA8,695F,F1BF
U+7AAD,6960,F1C0
U+7AB3,6961,F1C1
U+8864,6962,F1C2
U+8869,6963,F1C3
U+8872,6964,F1C4
U+887D,6965,F1C5
U+887F,6966,F1C6
U+8882,6967,F1C7
U+88A2,6968,F1C8
U+88C6,6969,F1C9
U+88B7,696A,F1CA
U+88BC,696B,F1CB
U+88C9,696C,F1CC
U+88E2,696D,F1CD
U+88CE,696E,F1CE
U+88E3,696F,F1CF
U+88E5,6970,F1D0
U+88F1,6971,F1D1
U+891A,6972,F1D2
U+88FC,6973,F1D3
U+88E8,6974,F1D4
U+88FE,6975,F1D5
U+88F0,6976,F1D6
U+8921,6977,F1D7
U+8919,6978,F1D8
U+8913,6979,F1D9
U+891B,697A,F1DA
U+890A,697B,F1DB
U+8934,697C,F1DC
U+892B,697D,F1DD
U+8936,697E,F1DE
U+8941,697F,F1DF
U+8966,6920,F1E0
U+897B,6920,F1E1
U+7520,6920,F1E2
U+8020,6920,F1E3
U+76B2,6920,F1E4
U+76B4,6920,F1E5
U+77DC,6920,F1E6
U+8012,6920,F1E7
U+8014,6920,F1E8
U+8016,6920,F1E9
U+801C,6920,F1EA
U+8020,6920,F1EB
U+8022,6920,F1EC
U+8025,6920,F1ED
U+8026,6920,F1EE
U+8027,6920,F1EF
U+8029,6920,F1F0
U+8028,6920,F1F1
U+8031,6920,F1F2
U+800B,6920,F1F3
U+8035,6920,F1F4
U+8043,6920,F1F5
U+8046,6920,F1F6
U+804D,6920,F1F7
U+8052,6920,F1F8
U+8069,6920,F1F9
U+8071,6920,F1FA
U+8983,6920,F1FB
U+9878,6920,F1FC
U+9880,6920,F1FD
U+9883,6920,F1FE
U+9889,69A0,F2A1
U+988C,69A1,F2A2
U+988D,69A2,F2A3
U+988F,69A3,F2A4
U+9894,69A4,F2A5
U+989A,69A5,F2A6
U+989B,69A6,F2A7
U+989E,69A7,F2A8
U+989F,69A8,F2A9
U+98A1,69A9,F2AA
U+98A2,69AA,F2AB
U+98A5,69AB,F2AC
U+98A6,69AC,F2AD
U+864D,69AD,F2AE
U+8654,69AE,F2AF
U+866C,69AF,F2B0
U+866E,69B0,F2B1
U+867F,69B1,F2B2
U+867A,69B2,F2B3
U+867C,69B3,F2B4
U+867B,69B4,F2B5
U+86A8,69B5,F2B6
U+868D,69B6,F2B7
U+868B,69B7,F2B8
U+86AC,69B8,F2B9
U+869D,69B9,F2BA
U+86A7,69BA,F2BB
U+86A3,69BB,F2BC
U+86AA,69BC,F2BD
U+8693,69BD,F2BE
U+86A9,69BE,F2BF
U+86B6,69BF,F2C0
U+86C4,69C0,F2C1
U+86B5,69C1,F2C2
U+86CE,69C2,F2C3
U+86B0,69C3,F2C4
U+86BA,69C4,F2C5
U+86B1,69C5,F2C6
U+86AF,69C6,F2C7
U+86C9,69C7,F2C8
U+86CF,69C8,F2C9
U+86B4,69C9,F2CA
U+86E9,69CA,F2CB
U+86F1,69CB,F2CC
U+86F2,69CC,F2CD
U+86ED,69CD,F2CE
U+86F3,69CE,F2CF
U+86D0,69CF,F2D0
U+8713,69D0,F2D1
U+86DE,69D1,F2D2
U+86F4,69D2,F2D3
U+86DF,69D3,F2D4
U+86D8,69D4,F2D5
U+86D1,69D5,F2D6
U+8703,69D6,F2D7
U+8707,69D7,F2D8
U+86F8,69D8,F2D9
U+8708,69D9,F2DA
U+870A,69DA,F2DB
U+870D,69DB,F2DC
U+8709,69DC,F2DD
U+8723,69DD,F2DE
U+873B,69DE,F2DF
U+871E,69DF,F2E0
U+8725,6920,F2E1
U+872E,6920,F2E2
U+871A,6920,F2E3
U+873E,6920,F2E4
U+8748,6920,F2E5
U+8734,6920,F2E6
U+8731,6920,F2E7
U+8729,6920,F2E8
U+8737,6920,F2E9
U+873F,6920,F2EA
U+8782,6920,F2EB
U+8722,6920,F2EC
U+877D,6920,F2ED
U+877E,6920,F2EE
U+877B,6920,F2EF
U+8760,6920,F2F0
U+8770,6920,F2F1
U+874C,6920,F2F2
U+876E,6920,F2F3
U+878B,6920,F2F4
U+8753,6920,F2F5
U+8763,6920,F2F6
U+877C,6920,F2F7
U+8764,6920,F2F8
U+8759,6920,F2F9
U+8765,6920,F2FA
U+8793,6920,F2FB
U+87AF,6920,F2FC
U+87A8,6920,F2FD
U+87D2,69FD,F2FE
U+87C6,6A41,F3A1
U+8788,6A42,F3A2
U+8785,6A43,F3A3
U+87AD,6A44,F3A4
U+8797,6A45,F3A5
U+8783,6A46,F3A6
U+87AB,6A47,F3A7
U+87E5,6A48,F3A8
U+87AC,6A49,F3A9
U+87B5,6A4A,F3AA
U+87B3,6A4B,F3AB
U+87CB,6A4C,F3AC
U+87D3,6A4D,F3AD
U+87BD,6A4E,F3AE
U+87D1,6A4F,F3AF
