Term,Role
čida,Part
čidali,Part
čidaže,Part
čihi,Interj
čihí,Interj
čim,Interj
čimčara,Interj
čimčarara,Interj
čiričiri,Interj
čisto,Part
čit,Interj
čiv,Interj
čivi,Interj
čiviš,Interj
čiči,Interj
čiže,Conj
čiže,Part
člipky,Interj
čo,Conj
čo,Interj
čo,Part
čo,Pron
čoby,Conj
čoby,Part
čojaviem,Part
čojaviemkto,Pron
čojaviemčo,Pron
čokoľvek,Pron
čoo,Part
čopriam,Conj
čosi,Pron
čosik,Pron
čože,Part
čože,Pron
čožeby,Part
čt,Interj
čur,Interj
čuri,Interj
čvach,Interj
čviri,Interj
čvirik,Interj
čvrli,Interj
čáry,Interj
čí,Interj
čí,Pron
číkoľvek,Pron
čím,Conj
čím,Part
číro,Part
čísi,Pron
číže,Pron
čóó,Part
čóóó,Part
čľap,Interj
čľapky,Interj
čľaps,Interj
čľup,Interj
čľups,Interj
ďalej,Part
ďob,Interj
ďub,Interj
ďug,Interj
ľa,Interj
ľaď,Interj
ľaďže,Interj
ľaľa,Interj
šestina,Num
šestnástina,Num
šestnásty,Num
šestnásť,Num
šestnásťnásobný,Num
šestoraký,Num
šestoro,Num
šesť,Num
šesťdesiat,Num
šesťdesiatdeväť,Num
šesťdesiatdva,Num
šesťdesiatina,Num
šesťdesiatjeden,Num
šesťdesiatnásobný,Num
šesťdesiatosem,Num
šesťdesiatpäť,Num
šesťdesiatsedem,Num
šesťdesiattri,Num
šesťdesiaty,Num
šesťdesiatšesť,Num
šesťdesiatštyri,Num
šesťnásobný,Num
šesťsto,Num
šesťtisíc,Num
šibi,Interj
šic,Interj
šiesty,Num
škoda,Part
škrk,Interj
šlus,Interj
šmik,Interj
šmiks,Interj
šmyks,Interj
štrng,Interj
štrnástina,Num
štrnásty,Num
štrnásť,Num
štrnásťnásobný,Num
štvoraký,Num
štvornásobný,Num
štvoro,Num
štvorstý,Num
štvrtina,Num
štvrtka,Num
štvrtý,Num
štvrť,Num
štyri,Num
štyridsatina,Num
štyridsať,Num
štyridsaťdeväť,Num
štyridsaťdva,Num
štyridsaťjeden,Num
štyridsaťnásobný,Num
štyridsaťosem,Num
štyridsaťpäť,Num
štyridsaťsedem,Num
štyridsaťtisíc,Num
štyridsaťtri,Num
štyridsaťšesť,Num
štyridsaťštyri,Num
štyridsiaty,Num
štyristo,Num
štyritisíc,Num
šu,Interj
šup,Interj
šups,Interj
šušušu,Interj
švác,Interj
šš,Interj
ššš,Interj
šťuk,Interj
ťaj,Interj
ťajaj,Interj
ťap,Interj
ťapulienky,Interj
ťapušky,Interj
ťažko,Part
ťjaj,Interj
ťuk,Interj
ťáj,Interj
žblnk,Interj
žblunk,Interj
že,Conj
že,Part
žeby,Conj
žeby,Part
žiaden,Pron
žiaľ,Part
žiaľbohu,Part
živio,Interj
žmurk,Interj
