MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
3040.0,IN_INVALID_LIBNAME,1.0,E,<P>Libname %1$ is not a valid SAS name.</P>,SASHELP.FSP.OK.SLIST
3041.0,IN_ERROR_PGMNAME_2,1.0,E,<P>Error in program name. The program,SASHELP.FSP.OK.SLIST
3041.0,IN_ERROR_PGMNAME_2,2.0,E,name you supplied %1$ is invalid syntax.,SASHELP.FSP.OK.SLIST
3041.0,IN_ERROR_PGMNAME_2,3.0,E,The proper syntax is library.catname.pgmname.entrytype,SASHELP.FSP.OK.SLIST
3041.0,IN_ERROR_PGMNAME_2,4.0,E,</P>,SASHELP.FSP.OK.SLIST
3042.0,IN_PROGRAM_FIELD_MISSING,1.0,E,<P>The required field _PROGRAM was not specified.  Please retry.</P>,SASHELP.FSP.OK.SLIST
3043.0,IN_CATALOG_NAME_INVALID,1.0,E,<P>Catalog name %1$ is not a valid SAS name.</P>,SASHELP.FSP.OK.SLIST
3044.0,IN_PROGRAM_NAME_INVALID,1.0,E,<P>Program name %1$ is not a valid SAS name.</P>,SASHELP.FSP.OK.SLIST
3046.0,IN_PROGRAM_TYPE_INVALID,1.0,E,<P>The program type %1$ is invalid.</P>,SASHELP.FSP.OK.SLIST
3047.0,IN_SAS_TYPE_NOT_SHARE,1.0,E,<P>Programs of type .SAS cannot be executed via a share server.</P>,SASHELP.FSP.OK.SLIST
3048.0,IN_PROBLEM_ISSUING_LIBNAME,1.0,E,<P>A problem occurred issuing the libname.,SASHELP.FSP.OK.SLIST
3048.0,IN_PROBLEM_ISSUING_LIBNAME,2.0,E,Please contact the server administrator.</P>,SASHELP.FSP.OK.SLIST
3050.0,IN_LIBRARY_NOT_ALLOCATED,1.0,E,<P>The library %1$ is not allocated for the current,SASHELP.FSP.OK.SLIST
3050.0,IN_LIBRARY_NOT_ALLOCATED,2.0,E,service.  Check the spelling of the library name.,SASHELP.FSP.OK.SLIST
3050.0,IN_LIBRARY_NOT_ALLOCATED,3.0,E,If it is spelled correctly contact the server administrator,SASHELP.FSP.OK.SLIST
3050.0,IN_LIBRARY_NOT_ALLOCATED,4.0,E,and notify him/her of the problem.</P>,SASHELP.FSP.OK.SLIST
3052.0,IN_PROGRAM_DOES_NOT_EXIST,1.0,E,<P>The program %1$ does not exist.</P>,SASHELP.FSP.OK.SLIST
3054.0,IN_MACRO_COPY_FAILED,1.0,E,<P>Unable to execute macro program -- copy failed.</P>,SASHELP.FSP.OK.SLIST
3055.0,IN_ERROR_IN_PROGRAM_NAME,1.0,E,<P>Error in program name. Name must have three or,SASHELP.FSP.OK.SLIST
3055.0,IN_ERROR_IN_PROGRAM_NAME,2.0,E,four levels delimited by periods.</P>,SASHELP.FSP.OK.SLIST
3057.0,IN_APPSRV_MISSING_PASSWORD,1.0,E,<P>This Application Server is password protected.,SASHELP.FSP.OK.SLIST
3057.0,IN_APPSRV_MISSING_PASSWORD,2.0,E,You must supply a password to execute administrative,SASHELP.FSP.OK.SLIST
3057.0,IN_APPSRV_MISSING_PASSWORD,3.0,E,programs such as %1$.</P>,SASHELP.FSP.OK.SLIST
3058.0,IN_APPSRV_INCORRECT_PASSWORD,1.0,E,<P>This Application Server is password protected.,SASHELP.FSP.OK.SLIST
3058.0,IN_APPSRV_INCORRECT_PASSWORD,2.0,E,To execute administrative programs such as %1$ you,SASHELP.FSP.OK.SLIST
3058.0,IN_APPSRV_INCORRECT_PASSWORD,3.0,E,must supply the correct password.  The password,SASHELP.FSP.OK.SLIST
3058.0,IN_APPSRV_INCORRECT_PASSWORD,4.0,E,you supplied is incorrect.  This failure has been,SASHELP.FSP.OK.SLIST
3058.0,IN_APPSRV_INCORRECT_PASSWORD,5.0,E,logged.</P>,SASHELP.FSP.OK.SLIST
3060.0,IN_APPSRV_INTERRUPTED,1.0,E,<P>The Application Server has been interrupted.</P>,SASHELP.FSP.OK.SLIST
