Term,Role
pliz,Interj
plus,Part
po,Prep
pod,Part
pod,Prep
podme,Pron
podse,Pron
poleg,Prep
polek,Prep
pome,Pron
porkadrek,Interj
pose,Pron
posebno,Part
potemtakem,Conj
potemtakem,Part
povrh,Prep
povrhu,Prep
pozneje,Prep
počemu,Conj
prav,Part
pravzaprav,Part
preblizu,Prep
pred,Prep
preden,Conj
predme,Pron
predno,Conj
predse,Pron
predvidoma,Part
predvsem,Part
prej,Prep
prejkone,Part
prek,Part
prek,Prep
preko,Part
preko,Prep
prenekateri,Pron
presneto,Interj
pri,Prep
pribl.,Part
približno,Part
primojdunaj,Interj
prmejkokoš,Interj
prosim,Interj
proti,Prep
prvi,Adj
pst,Interj
pumf,Interj
ravno,Part
raz,Prep
razen,Part
razen,Prep
recimo,Part
redkokateri,Pron
redkokdo,Pron
res,Part
resda,Part
resnično,Part
saj,Conj
saj,Part
samo,Part
sapramiš,Interj
se,Pron
sedem,Num
sedemdeset,Num
sedemdeseter,Adj
sedemdeseteren,Adj
sedemdeseti,Adj
sedemdesetkraten,Adj
sedemindevetdeset,Num
sedemindevetdeseter,Adj
sedemindevetdeseteren,Adj
sedemindevetdeseti,Adj
sedemindevetdesetkraten,Adj
sedemindvajset,Num
sedemindvajseter,Adj
sedemindvajseteren,Adj
sedemindvajseti,Adj
sedemindvajsetkraten,Adj
sedeminosemdeset,Num
sedeminosemdeseter,Adj
sedeminosemdeseteren,Adj
sedeminosemdeseti,Adj
sedeminosemdesetkraten,Adj
sedeminpetdeset,Num
sedeminpetdeseter,Adj
sedeminpetdeseteren,Adj
sedeminpetdeseti,Adj
sedeminpetdesetkraten,Adj
sedeminsedemdeset,Num
sedeminsedemdeseter,Adj
sedeminsedemdeseteren,Adj
sedeminsedemdeseti,Adj
sedeminsedemdesetkraten,Adj
sedemintrideset,Num
sedemintrideseter,Adj
sedemintrideseteren,Adj
sedemintrideseti,Adj
sedemintridesetkraten,Adj
sedeminšestdeset,Num
sedeminšestdeseter,Adj
sedeminšestdeseteren,Adj
sedeminšestdeseti,Adj
sedeminšestdesetkraten,Adj
sedeminštirideset,Num
sedeminštirideseter,Adj
sedeminštirideseteren,Adj
sedeminštirideseti,Adj
sedeminštiridesetkraten,Adj
sedemkraten,Adj
sedemnajst,Num
sedemnajster,Adj
sedemnajsteren,Adj
sedemnajsti,Adj
sedemnajstkraten,Adj
sedemsto,Num
sedemstodeseti,Adj
sedemstodevetdeseti,Adj
sedemstodeveti,Adj
sedemstodevetindevetdeseti,Adj
sedemstodevetindvajseti,Adj
sedemstodevetinosemdeseti,Adj
sedemstodevetinpetdeseti,Adj
sedemstodevetinsedemdeseti,Adj
sedemstodevetintrideseti,Adj
sedemstodevetinšestdeseti,Adj
sedemstodevetinštirideseti,Adj
sedemstodevetnajsti,Adj
sedemstodevetstoti,Adj
sedemstodrugi,Adj
sedemstodvaindevetdeseti,Adj
sedemstodvaindvajseti,Adj
sedemstodvainosemdeseti,Adj
sedemstodvainpetdeseti,Adj
sedemstodvainsedemdeseti,Adj
sedemstodvaintrideseti,Adj
sedemstodvainšestdeseti,Adj
sedemstodvainštirideseti,Adj
sedemstodvajseti,Adj
sedemstodvanajsti,Adj
sedemstodvestoti,Adj
sedemstoenaindevetdeseti,Adj
sedemstoenaindvajseti,Adj
sedemstoenainosemdeseti,Adj
sedemstoenainpetdeseti,Adj
sedemstoenainsedemdeseti,Adj
sedemstoenaintrideseti,Adj
sedemstoenainšestdeseti,Adj
sedemstoenainštirideseti,Adj
sedemstoenajsti,Adj
sedemstokraten,Adj
sedemstoosemdeseti,Adj
sedemstoosemindevetdeseti,Adj
sedemstoosemindvajseti,Adj
sedemstooseminosemdeseti,Adj
sedemstooseminpetdeseti,Adj
sedemstooseminsedemdeseti,Adj
sedemstoosemintrideseti,Adj
sedemstooseminšestdeseti,Adj
sedemstooseminštirideseti,Adj
sedemstoosemnajsti,Adj
sedemstoosemstoti,Adj
sedemstoosmi,Adj
sedemstopetdeseti,Adj
sedemstopeti,Adj
sedemstopetindevetdeseti,Adj
sedemstopetindvajseti,Adj
sedemstopetinosemdeseti,Adj
sedemstopetinpetdeseti,Adj
sedemstopetinsedemdeseti,Adj
sedemstopetintrideseti,Adj
sedemstopetinšestdeseti,Adj
sedemstopetinštirideseti,Adj
sedemstopetnajsti,Adj
sedemstopetstoti,Adj
sedemstoprvi,Adj
sedemstosedemdeseti,Adj
sedemstosedemindevetdeseti,Adj
sedemstosedemindvajseti,Adj
sedemstosedeminosemdeseti,Adj
sedemstosedeminpetdeseti,Adj
sedemstosedeminsedemdeseti,Adj
sedemstosedemintrideseti,Adj
sedemstosedeminšestdeseti,Adj
sedemstosedeminštirideseti,Adj
sedemstosedemnajsti,Adj
sedemstosedemstoti,Adj
sedemstosedmi,Adj
sedemstoter,Adj
sedemstoteren,Adj
sedemstoti,Adj
sedemstotretji,Adj
sedemstotrideseti,Adj
sedemstotriindevetdeseti,Adj
sedemstotriindvajseti,Adj
sedemstotriinosemdeseti,Adj
sedemstotriinpetdeseti,Adj
sedemstotriinsedemdeseti,Adj
sedemstotriintrideseti,Adj
sedemstotriinšestdeseti,Adj
sedemstotriinštirideseti,Adj
sedemstotrinajsti,Adj
sedemstotristoti,Adj
sedemstočetrti,Adj
sedemstošestdeseti,Adj
sedemstošesti,Adj
sedemstošestindevetdeseti,Adj
sedemstošestindvajseti,Adj
sedemstošestinosemdeseti,Adj
sedemstošestinpetdeseti,Adj
sedemstošestinsedemdeseti,Adj
sedemstošestintrideseti,Adj
sedemstošestinšestdeseti,Adj
sedemstošestinštirideseti,Adj
sedemstošestnajsti,Adj
sedemstošeststoti,Adj
sedemstoštirideseti,Adj
sedemstoštiriindevetdeseti,Adj
sedemstoštiriindvajseti,Adj
sedemstoštiriinosemdeseti,Adj
sedemstoštiriinpetdeseti,Adj
sedemstoštiriinsedemdeseti,Adj
sedemstoštiriintrideseti,Adj
sedemstoštiriinšestdeseti,Adj
sedemstoštiriinštirideseti,Adj
sedemstoštirinajsti,Adj
sedemstoštiristoti,Adj
sedmer,Adj
sedmeren,Adj
sedmi,Adj
seveda,Part
sicer,Conj
sicer,Part
skor,Part
skoraj,Part
skorajda,Part
skoro,Part
skoz,Prep
skozi,Prep
skozme,Pron
skozse,Pron
skupno,Part
spet,Part
sploh,Part
spod,Prep
spoloh,Part
spred,Prep
spričo,Prep
sred,Prep
sredi,Prep
sto,Num
stodeseti,Adj
stodevetdeseti,Adj
stodeveti,Adj
stodevetindevetdeseti,Adj
stodevetindvajseti,Adj
stodevetinosemdeseti,Adj
stodevetinpetdeseti,Adj
stodevetinsedemdeseti,Adj
stodevetintrideseti,Adj
stodevetinšestdeseti,Adj
stodevetinštirideseti,Adj
stodevetnajsti,Adj
stodevetstoti,Adj
stodrugi,Adj
stodvaindevetdeseti,Adj
stodvaindvajseti,Adj
stodvainosemdeseti,Adj
stodvainpetdeseti,Adj
stodvainsedemdeseti,Adj
stodvaintrideseti,Adj
stodvainšestdeseti,Adj
stodvainštirideseti,Adj
stodvajseti,Adj
stodvanajsti,Adj
stodvestoti,Adj
stoenaindevetdeseti,Adj
stoenaindvajseti,Adj
stoenainosemdeseti,Adj
stoenainpetdeseti,Adj
stoenainsedemdeseti,Adj
stoenaintrideseti,Adj
stoenainšestdeseti,Adj
stoenainštirideseti,Adj
stoenajsti,Adj
stokraten,Adj
stoosemdeseti,Adj
stoosemindevetdeseti,Adj
stoosemindvajseti,Adj
stooseminosemdeseti,Adj
stooseminpetdeseti,Adj
stooseminsedemdeseti,Adj
stoosemintrideseti,Adj
stooseminšestdeseti,Adj
stooseminštirideseti,Adj
stoosemnajsti,Adj
stoosemstoti,Adj
stoosmi,Adj
stopetdeseti,Adj
stopeti,Adj
stopetindevetdeseti,Adj
stopetindvajseti,Adj
stopetinosemdeseti,Adj
stopetinpetdeseti,Adj
stopetinsedemdeseti,Adj
stopetintrideseti,Adj
stopetinšestdeseti,Adj
stopetinštirideseti,Adj
stopetnajsti,Adj
stopetstoti,Adj
stoprvi,Adj
stosedemdeseti,Adj
stosedemindevetdeseti,Adj
stosedemindvajseti,Adj
stosedeminosemdeseti,Adj
stosedeminpetdeseti,Adj
stosedeminsedemdeseti,Adj
stosedemintrideseti,Adj
stosedeminšestdeseti,Adj
stosedeminštirideseti,Adj
stosedemnajsti,Adj
stosedemstoti,Adj
stosedmi,Adj
stoter,Adj
stoteren,Adj
stoti,Adj
stotretji,Adj
stotrideseti,Adj
stotriindevetdeseti,Adj
stotriindvajseti,Adj
stotriinosemdeseti,Adj
stotriinpetdeseti,Adj
stotriinsedemdeseti,Adj
stotriintrideseti,Adj
stotriinšestdeseti,Adj
stotriinštirideseti,Adj
stotrinajsti,Adj
stotristoti,Adj
stočetrti,Adj
stošestdeseti,Adj
stošesti,Adj
stošestindevetdeseti,Adj
stošestindvajseti,Adj
stošestinosemdeseti,Adj
stošestinpetdeseti,Adj
stošestinsedemdeseti,Adj
stošestintrideseti,Adj
stošestinšestdeseti,Adj
stošestinštirideseti,Adj
stošestnajsti,Adj
stošeststoti,Adj
stoštirideseti,Adj
stoštiriindevetdeseti,Adj
stoštiriindvajseti,Adj
stoštiriinosemdeseti,Adj
stoštiriinpetdeseti,Adj
stoštiriinsedemdeseti,Adj
stoštiriintrideseti,Adj
stoštiriinšestdeseti,Adj
stoštiriinštirideseti,Adj
stoštirinajsti,Adj
stoštiristoti,Adj
svoj,Pron
ta,Pron
tak,Pron
takle,Pron
tako,Conj
tako,Part
takorekoč,Part
takšen,Pron
takšenle,Pron
tale,Pron
tedaj,Conj
tekom,Prep
temveč,Conj
ter,Conj
ti,Pron
tik,Part
tikoma,Prep
tisoč,Num
tisočer,Adj
tisočeren,Adj
tisoči,Adj
tisočkraten,Adj
tisti,Pron
tj.,Conj
tko,Part
tnx,Interj
to,Pron
toda,Conj
tolik,Pron
tolikšen,Pron
torej,Conj
torej,Part
tostran,Prep
tovrsten,Pron
tralala,Interj
tretji,Adj
trideset,Num
trideseter,Adj
trideseteren,Adj
trideseti,Adj
tridesetkraten,Adj
triindevetdeset,Num
triindevetdeseter,Adj
triindevetdeseteren,Adj
triindevetdeseti,Adj
triindevetdesetkraten,Adj
triindvajset,Num
triindvajseter,Adj
triindvajseteren,Adj
triindvajseti,Adj
triindvajsetkraten,Adj
triinosemdeset,Num
triinosemdeseter,Adj
triinosemdeseteren,Adj
triinosemdeseti,Adj
triinosemdesetkraten,Adj
triinpetdeset,Num
triinpetdeseter,Adj
triinpetdeseteren,Adj
triinpetdeseti,Adj
triinpetdesetkraten,Adj
triinsedemdeset,Num
triinsedemdeseter,Adj
triinsedemdeseteren,Adj
triinsedemdeseti,Adj
triinsedemdesetkraten,Adj
triintrideset,Num
triintrideseter,Adj
triintrideseteren,Adj
triintrideseti,Adj
triintridesetkraten,Adj
triinšestdeset,Num
triinšestdeseter,Adj
triinšestdeseteren,Adj
triinšestdeseti,Adj
triinšestdesetkraten,Adj
triinštirideset,Num
triinštirideseter,Adj
triinštirideseteren,Adj
triinštirideseti,Adj
triinštiridesetkraten,Adj
trije,Num
trikraten,Adj
trilijonti,Adj
trinajst,Num
trinajster,Adj
trinajsteren,Adj
trinajsti,Adj
trinajstkraten,Adj
tristo,Num
tristodeseti,Adj
tristodevetdeseti,Adj
tristodeveti,Adj
tristodevetindevetdeseti,Adj
tristodevetindvajseti,Adj
tristodevetinosemdeseti,Adj
tristodevetinpetdeseti,Adj
tristodevetinsedemdeseti,Adj
tristodevetintrideseti,Adj
tristodevetinšestdeseti,Adj
tristodevetinštirideseti,Adj
tristodevetnajsti,Adj
tristodevetstoti,Adj
tristodrugi,Adj
tristodvaindevetdeseti,Adj
tristodvaindvajseti,Adj
tristodvainosemdeseti,Adj
tristodvainpetdeseti,Adj
tristodvainsedemdeseti,Adj
tristodvaintrideseti,Adj
tristodvainšestdeseti,Adj
tristodvainštirideseti,Adj
tristodvajseti,Adj
tristodvanajsti,Adj
tristodvestoti,Adj
tristoenaindevetdeseti,Adj
tristoenaindvajseti,Adj
tristoenainosemdeseti,Adj
tristoenainpetdeseti,Adj
tristoenainsedemdeseti,Adj
tristoenaintrideseti,Adj
tristoenainšestdeseti,Adj
tristoenainštirideseti,Adj
tristoenajsti,Adj
tristokraten,Adj
tristoosemdeseti,Adj
tristoosemindevetdeseti,Adj
tristoosemindvajseti,Adj
tristooseminosemdeseti,Adj
tristooseminpetdeseti,Adj
tristooseminsedemdeseti,Adj
tristoosemintrideseti,Adj
tristooseminšestdeseti,Adj
tristooseminštirideseti,Adj
tristoosemnajsti,Adj
tristoosemstoti,Adj
tristoosmi,Adj
tristopetdeseti,Adj
tristopeti,Adj
tristopetindevetdeseti,Adj
tristopetindvajseti,Adj
tristopetinosemdeseti,Adj
tristopetinpetdeseti,Adj
tristopetinsedemdeseti,Adj
tristopetintrideseti,Adj
tristopetinšestdeseti,Adj
tristopetinštirideseti,Adj
tristopetnajsti,Adj
tristopetstoti,Adj
tristoprvi,Adj
tristosedemdeseti,Adj
tristosedemindevetdeseti,Adj
tristosedemindvajseti,Adj
tristosedeminosemdeseti,Adj
tristosedeminpetdeseti,Adj
tristosedeminsedemdeseti,Adj
tristosedemintrideseti,Adj
tristosedeminšestdeseti,Adj
tristosedeminštirideseti,Adj
tristosedemnajsti,Adj
tristosedemstoti,Adj
tristosedmi,Adj
tristoter,Adj
tristoteren,Adj
tristoti,Adj
tristotretji,Adj
tristotrideseti,Adj
tristotriindevetdeseti,Adj
tristotriindvajseti,Adj
tristotriinosemdeseti,Adj
tristotriinpetdeseti,Adj
tristotriinsedemdeseti,Adj
tristotriintrideseti,Adj
tristotriinšestdeseti,Adj
tristotriinštirideseti,Adj
tristotrinajsti,Adj
tristotristoti,Adj
tristočetrti,Adj
tristošestdeseti,Adj
tristošesti,Adj
tristošestindevetdeseti,Adj
tristošestindvajseti,Adj
tristošestinosemdeseti,Adj
tristošestinpetdeseti,Adj
tristošestinsedemdeseti,Adj
tristošestintrideseti,Adj
tristošestinšestdeseti,Adj
tristošestinštirideseti,Adj
tristošestnajsti,Adj
tristošeststoti,Adj
tristoštirideseti,Adj
tristoštiriindevetdeseti,Adj
tristoštiriindvajseti,Adj
tristoštiriinosemdeseti,Adj
tristoštiriinpetdeseti,Adj
tristoštiriinsedemdeseti,Adj
tristoštiriintrideseti,Adj
tristoštiriinšestdeseti,Adj
tristoštiriinštirideseti,Adj
tristoštirinajsti,Adj
tristoštiristoti,Adj
troj,Adj
trojen,Adj
tudi,Part
tvoj,Pron
ubistvu,Part
uf,Interj
uh,Interj
und,Conj
ups,Interj
v,Num
v,Prep
vajin,Pron
valda,Part
valjda,Part
vame,Pron
van,Prep
vase,Pron
vaš,Pron
vdolž,Prep
vendar,Conj
vendar,Part
vendarle,Conj
vendarle,Part
verjetno,Part
ves,Pron
več,Part
vi,Num
via,Prep
vii,Num
viii,Num
vkljub,Prep
vključno,Part
von,Prep
vpričo,Prep
vrh,Prep
vrhu,Prep
vsaj,Part
vsak,Pron
vsakdo,Pron
vsakršen,Pron
vse,Pron
vseeno,Part
vsega,Part
vsekakor,Part
vsi,Pron
vsled,Prep
vzdolž,Prep
vštevši,Part
vštric,Prep
x,Num
xc,Num
xci,Num
xcii,Num
xciii,Num
xciv,Num
xcix,Num
xcv,Num
xcvi,Num
xcvii,Num
xcviii,Num
xi,Num
xii,Num
xiii,Num
xiv,Num
xix,Num
xl,Num
xli,Num
xlii,Num
xliii,Num
xliv,Num
xlix,Num
xlv,Num
xlvi,Num
xlvii,Num
xlviii,Num
xv,Num
xvi,Num
xvii,Num
xviii,Num
xx,Num
xxi,Num
xxii,Num
xxiii,Num
xxiv,Num
xxix,Num
xxv,Num
xxvi,Num
xxvii,Num
xxviii,Num
xxx,Num
xxxi,Num
xxxii,Num
xxxiii,Num
xxxiv,Num
xxxix,Num
xxxv,Num
xxxvi,Num
xxxvii,Num
xxxviii,Num
z,Prep
za,Prep
zaboga,Interj
zaboga,Part
zakaj,Conj
zame,Pron
zarad,Prep
zaradi,Prep
zares,Part
zase,Pron
zastran,Prep
zato,Conj
zato,Part
zatorej,Conj
zavoljo,Prep
zbog,Prep
zbogom,Interj
zgolj,Part
zlasti,Part
zmed,Prep
znabiti,Part
znad,Prep
znotraj,Prep
zoper,Prep
zopet,Part
zraven,Prep
zu,Prep
zunaj,Prep
čao,Interj
če,Conj
čemu,Conj
čeprav,Conj
čeravno,Conj
četrti,Adj
četudi,Conj
četver,Adj
četveren,Adj
čez,Prep
čezme,Pron
čezse,Pron
češ,Part
čigar,Pron
čigav,Pron
čiv,Interj
čof,Interj
črez,Prep
še,Part
šele,Part
šesdeset,Num
šest,Num
šestdeset,Num
šestdeseter,Adj
šestdeseteren,Adj
šestdeseti,Adj
šestdesetkraten,Adj
šester,Adj
šesteren,Adj
šesti,Adj
šestindevetdeset,Num
šestindevetdeseter,Adj
šestindevetdeseteren,Adj
šestindevetdeseti,Adj
šestindevetdesetkraten,Adj
šestindvajset,Num
šestindvajseter,Adj
šestindvajseteren,Adj
šestindvajseti,Adj
šestindvajsetkraten,Adj
šestinosemdeset,Num
šestinosemdeseter,Adj
šestinosemdeseteren,Adj
šestinosemdeseti,Adj
šestinosemdesetkraten,Adj
šestinpetdeset,Num
šestinpetdeseter,Adj
šestinpetdeseteren,Adj
šestinpetdeseti,Adj
šestinpetdesetkraten,Adj
šestinsedemdeset,Num
šestinsedemdeseter,Adj
šestinsedemdeseteren,Adj
šestinsedemdeseti,Adj
šestinsedemdesetkraten,Adj
šestintrideset,Num
šestintrideseter,Adj
šestintrideseteren,Adj
šestintrideseti,Adj
šestintridesetkraten,Adj
šestinšestdeset,Num
šestinšestdeseter,Adj
šestinšestdeseteren,Adj
šestinšestdeseti,Adj
šestinšestdesetkraten,Adj
šestinštirideset,Num
šestinštirideseter,Adj
šestinštirideseteren,Adj
šestinštirideseti,Adj
šestinštiridesetkraten,Adj
šestkraten,Adj
šestnajst,Num
šestnajster,Adj
šestnajsteren,Adj
šestnajsti,Adj
šestnajstkraten,Adj
šeststo,Num
šeststodeseti,Adj
šeststodevetdeseti,Adj
šeststodeveti,Adj
šeststodevetindevetdeseti,Adj
šeststodevetindvajseti,Adj
šeststodevetinosemdeseti,Adj
šeststodevetinpetdeseti,Adj
šeststodevetinsedemdeseti,Adj
šeststodevetintrideseti,Adj
šeststodevetinšestdeseti,Adj
šeststodevetinštirideseti,Adj
šeststodevetnajsti,Adj
šeststodevetstoti,Adj
šeststodrugi,Adj
šeststodvaindevetdeseti,Adj
šeststodvaindvajseti,Adj
šeststodvainosemdeseti,Adj
šeststodvainpetdeseti,Adj
šeststodvainsedemdeseti,Adj
šeststodvaintrideseti,Adj
šeststodvainšestdeseti,Adj
šeststodvainštirideseti,Adj
šeststodvajseti,Adj
šeststodvanajsti,Adj
šeststodvestoti,Adj
šeststoenaindevetdeseti,Adj
šeststoenaindvajseti,Adj
šeststoenainosemdeseti,Adj
šeststoenainpetdeseti,Adj
šeststoenainsedemdeseti,Adj
šeststoenaintrideseti,Adj
šeststoenainšestdeseti,Adj
šeststoenainštirideseti,Adj
šeststoenajsti,Adj
šeststokraten,Adj
šeststoosemdeseti,Adj
šeststoosemindevetdeseti,Adj
šeststoosemindvajseti,Adj
šeststooseminosemdeseti,Adj
šeststooseminpetdeseti,Adj
šeststooseminsedemdeseti,Adj
šeststoosemintrideseti,Adj
šeststooseminšestdeseti,Adj
šeststooseminštirideseti,Adj
šeststoosemnajsti,Adj
šeststoosemstoti,Adj
šeststoosmi,Adj
šeststopetdeseti,Adj
šeststopeti,Adj
šeststopetindevetdeseti,Adj
šeststopetindvajseti,Adj
šeststopetinosemdeseti,Adj
šeststopetinpetdeseti,Adj
šeststopetinsedemdeseti,Adj
šeststopetintrideseti,Adj
šeststopetinšestdeseti,Adj
šeststopetinštirideseti,Adj
šeststopetnajsti,Adj
šeststopetstoti,Adj
šeststoprvi,Adj
šeststosedemdeseti,Adj
šeststosedemindevetdeseti,Adj
šeststosedemindvajseti,Adj
šeststosedeminosemdeseti,Adj
šeststosedeminpetdeseti,Adj
šeststosedeminsedemdeseti,Adj
šeststosedemintrideseti,Adj
šeststosedeminšestdeseti,Adj
šeststosedeminštirideseti,Adj
šeststosedemnajsti,Adj
šeststosedemstoti,Adj
šeststosedmi,Adj
šeststoter,Adj
šeststoteren,Adj
šeststoti,Adj
šeststotretji,Adj
šeststotrideseti,Adj
šeststotriindevetdeseti,Adj
šeststotriindvajseti,Adj
šeststotriinosemdeseti,Adj
šeststotriinpetdeseti,Adj
šeststotriinsedemdeseti,Adj
šeststotriintrideseti,Adj
šeststotriinšestdeseti,Adj
šeststotriinštirideseti,Adj
šeststotrinajsti,Adj
šeststotristoti,Adj
šeststočetrti,Adj
šeststošestdeseti,Adj
šeststošesti,Adj
šeststošestindevetdeseti,Adj
šeststošestindvajseti,Adj
šeststošestinosemdeseti,Adj
šeststošestinpetdeseti,Adj
šeststošestinsedemdeseti,Adj
šeststošestintrideseti,Adj
šeststošestinšestdeseti,Adj
šeststošestinštirideseti,Adj
šeststošestnajsti,Adj
šeststošeststoti,Adj
šeststoštirideseti,Adj
šeststoštiriindevetdeseti,Adj
šeststoštiriindvajseti,Adj
šeststoštiriinosemdeseti,Adj
šeststoštiriinpetdeseti,Adj
šeststoštiriinsedemdeseti,Adj
šeststoštiriintrideseti,Adj
šeststoštiriinšestdeseti,Adj
šeststoštiriinštirideseti,Adj
šeststoštirinajsti,Adj
šeststoštiristoti,Adj
širom,Prep
šit,Interj
škloc,Interj
štirideset,Num
štirideseter,Adj
štirideseteren,Adj
štirideseti,Adj
štiridesetkraten,Adj
štiriindevetdeset,Num
štiriindevetdeseter,Adj
štiriindevetdeseteren,Adj
štiriindevetdeseti,Adj
štiriindevetdesetkraten,Adj
štiriindvajset,Num
štiriindvajseter,Adj
štiriindvajseteren,Adj
štiriindvajseti,Adj
štiriindvajsetkraten,Adj
štiriinosemdeset,Num
štiriinosemdeseter,Adj
štiriinosemdeseteren,Adj
štiriinosemdeseti,Adj
štiriinosemdesetkraten,Adj
štiriinpetdeset,Num
štiriinpetdeseter,Adj
štiriinpetdeseteren,Adj
štiriinpetdeseti,Adj
štiriinpetdesetkraten,Adj
štiriinsedemdeset,Num
štiriinsedemdeseter,Adj
štiriinsedemdeseteren,Adj
štiriinsedemdeseti,Adj
štiriinsedemdesetkraten,Adj
štiriintrideset,Num
štiriintrideseter,Adj
štiriintrideseteren,Adj
štiriintrideseti,Adj
štiriintridesetkraten,Adj
štiriinšestdeset,Num
štiriinšestdeseter,Adj
štiriinšestdeseteren,Adj
štiriinšestdeseti,Adj
štiriinšestdesetkraten,Adj
štiriinštirideset,Num
štiriinštirideseter,Adj
štiriinštirideseteren,Adj
štiriinštirideseti,Adj
štiriinštiridesetkraten,Adj
štirikraten,Adj
štirinajst,Num
štirinajster,Adj
štirinajsteren,Adj
štirinajsti,Adj
štirinajstkraten,Adj
štiristo,Num
štiristodeseti,Adj
štiristodevetdeseti,Adj
štiristodeveti,Adj
štiristodevetindevetdeseti,Adj
štiristodevetindvajseti,Adj
štiristodevetinosemdeseti,Adj
štiristodevetinpetdeseti,Adj
štiristodevetinsedemdeseti,Adj
štiristodevetintrideseti,Adj
štiristodevetinšestdeseti,Adj
štiristodevetinštirideseti,Adj
štiristodevetnajsti,Adj
štiristodevetstoti,Adj
štiristodrugi,Adj
štiristodvaindevetdeseti,Adj
štiristodvaindvajseti,Adj
štiristodvainosemdeseti,Adj
štiristodvainpetdeseti,Adj
štiristodvainsedemdeseti,Adj
štiristodvaintrideseti,Adj
štiristodvainšestdeseti,Adj
štiristodvainštirideseti,Adj
štiristodvajseti,Adj
štiristodvanajsti,Adj
štiristodvestoti,Adj
štiristoenaindevetdeseti,Adj
štiristoenaindvajseti,Adj
štiristoenainosemdeseti,Adj
štiristoenainpetdeseti,Adj
štiristoenainsedemdeseti,Adj
štiristoenaintrideseti,Adj
štiristoenainšestdeseti,Adj
štiristoenainštirideseti,Adj
štiristoenajsti,Adj
štiristokraten,Adj
štiristoosemdeseti,Adj
štiristoosemindevetdeseti,Adj
štiristoosemindvajseti,Adj
štiristooseminosemdeseti,Adj
štiristooseminpetdeseti,Adj
štiristooseminsedemdeseti,Adj
štiristoosemintrideseti,Adj
štiristooseminšestdeseti,Adj
štiristooseminštirideseti,Adj
štiristoosemnajsti,Adj
štiristoosemstoti,Adj
štiristoosmi,Adj
štiristopetdeseti,Adj
štiristopeti,Adj
štiristopetindevetdeseti,Adj
štiristopetindvajseti,Adj
štiristopetinosemdeseti,Adj
štiristopetinpetdeseti,Adj
štiristopetinsedemdeseti,Adj
štiristopetintrideseti,Adj
štiristopetinšestdeseti,Adj
štiristopetinštirideseti,Adj
štiristopetnajsti,Adj
štiristopetstoti,Adj
štiristoprvi,Adj
štiristosedemdeseti,Adj
štiristosedemindevetdeseti,Adj
štiristosedemindvajseti,Adj
štiristosedeminosemdeseti,Adj
štiristosedeminpetdeseti,Adj
štiristosedeminsedemdeseti,Adj
štiristosedemintrideseti,Adj
štiristosedeminšestdeseti,Adj
štiristosedeminštirideseti,Adj
štiristosedemnajsti,Adj
štiristosedemstoti,Adj
štiristosedmi,Adj
štiristoter,Adj
štiristoteren,Adj
štiristoti,Adj
štiristotretji,Adj
štiristotrideseti,Adj
štiristotriindevetdeseti,Adj
štiristotriindvajseti,Adj
štiristotriinosemdeseti,Adj
štiristotriinpetdeseti,Adj
štiristotriinsedemdeseti,Adj
štiristotriintrideseti,Adj
štiristotriinšestdeseti,Adj
štiristotriinštirideseti,Adj
štiristotrinajsti,Adj
štiristotristoti,Adj
štiristočetrti,Adj
štiristošestdeseti,Adj
štiristošesti,Adj
štiristošestindevetdeseti,Adj
štiristošestindvajseti,Adj
štiristošestinosemdeseti,Adj
štiristošestinpetdeseti,Adj
štiristošestinsedemdeseti,Adj
štiristošestintrideseti,Adj
štiristošestinšestdeseti,Adj
štiristošestinštirideseti,Adj
štiristošestnajsti,Adj
štiristošeststoti,Adj
štiristoštirideseti,Adj
štiristoštiriindevetdeseti,Adj
štiristoštiriindvajseti,Adj
štiristoštiriinosemdeseti,Adj
štiristoštiriinpetdeseti,Adj
štiristoštiriinsedemdeseti,Adj
štiristoštiriintrideseti,Adj
štiristoštiriinšestdeseti,Adj
štiristoštiriinštirideseti,Adj
štiristoštirinajsti,Adj
štiristoštiristoti,Adj
štirje,Num
šur,Part
ž,Prep
žal,Part
žalibog,Interj
žalibog,Part
že,Part
živijo,Interj
živio,Interj
živjo,Interj
