Term,Role
enaintrideset,Num
enaintrideseter,Adj
enaintrideseteren,Adj
enaintrideseti,Adj
enaintridesetkraten,Adj
enainšestdeset,Num
enainšestdeseter,Adj
enainšestdeseteren,Adj
enainšestdeseti,Adj
enainšestdesetkraten,Adj
enainštirideset,Num
enainštirideseter,Adj
enainštirideseteren,Adj
enainštirideseti,Adj
enainštiridesetkraten,Adj
enajst,Num
enajster,Adj
enajsteren,Adj
enajsti,Adj
enajstkraten,Adj
enak,Pron
enkraten,Adj
enoj,Adj
enojen,Adj
es,Prep
et,Conj
evo,Interj
fak,Interj
fej,Interj
fuj,Interj
glede,Prep
glih,Part
ha,Interj
haha,Interj
hahaha,Interj
he,Interj
hehe,Interj
hej,Interj
hja,Interj
hm,Interj
hmm,Interj
ho,Interj
hoj,Interj
hojla,Interj
hop,Interj
hopla,Interj
hov,Interj
hozana,Interj
huh,Interj
hura,Interj
hvalabogu,Interj
i,Num
ii,Num
iii,Num
in,Conj
inu,Conj
isti,Pron
itak,Part
iv,Num
ix,Num
iz,Prep
izključno,Part
izmed,Prep
iznad,Prep
izpod,Prep
izpred,Prep
izven,Prep
izvzemši,Prep
izza,Prep
ja,Interj
jah,Interj
jao,Interj
jaz,Pron
jebemti,Interj
jebenti,Interj
jebiga,Interj
jeh,Interj
jej,Interj
jejmene,Interj
ježeš,Interj
ježešna,Interj
ježešta,Interj
ježeštana,Interj
joj,Interj
jojme,Interj
jojmene,Interj
juhej,Interj
juhuhu,Interj
k,Prep
kadar,Conj
kaj,Pron
kajne,Part
kajneda,Part
kajpada,Part
kajpak,Part
kajti,Conj
kak,Pron
kako,Conj
kakopak,Part
kakor,Conj
kakor,Part
kakor,Prep
kakršen,Pron
kakršenkoli,Pron
kakšen,Pron
kam,Conj
kamor,Conj
kao,Part
kar,Part
kar,Pron
karkoli,Pron
kasneje,Prep
katere,Pron
katerega,Pron
kateri,Pron
katerih,Pron
katerikoli,Pron
katerič,Conj
kdaj,Conj
kdo,Pron
kdor,Pron
kdorkoli,Pron
ker,Conj
ki,Conj
kje,Conj
kjer,Conj
kljub,Prep
ko,Conj
ko,Prep
koder,Conj
kogar,Pron
koji,Pron
koli,Part
kolik,Pron
koliko,Conj
koliko,Pron
kolikokrat,Conj
kolikor,Conj
kolikor,Pron
kolikšen,Pron
komaj,Part
komajda,Part
komej,Part
koncem,Prep
konec,Prep
končno,Part
kot,Conj
kot,Part
kot,Prep
kraj,Prep
kratkomalo,Part
križem,Prep
krog,Prep
kvečjemu,Part
l,Num
la,Interj
le,Part
le,Prep
li,Num
lii,Num
liii,Num
liv,Num
lix,Num
lv,Num
lvi,Num
lvii,Num
lviii,Num
lx,Num
lxi,Num
lxii,Num
lxiii,Num
lxiv,Num
lxix,Num
lxv,Num
lxvi,Num
lxvii,Num
lxviii,Num
lxx,Num
lxxi,Num
lxxii,Num
lxxiii,Num
lxxiv,Num
lxxix,Num
lxxv,Num
lxxvi,Num
lxxvii,Num
lxxviii,Num
lxxx,Num
lxxxi,Num
lxxxii,Num
lxxxiii,Num
lxxxiv,Num
lxxxix,Num
lxxxv,Num
lxxxvi,Num
lxxxvii,Num
lxxxviii,Num
m,Num
madonca,Interj
magari,Conj
magari,Part
malodane,Part
malokaj,Pron
malokateri,Pron
malokdo,Pron
malone,Part
manj,Part
mar,Part
marsi,Part
marsikaj,Pron
marsikakšen,Pron
marsikateri,Pron
marsikdo,Pron
marsičigav,Pron
marveč,Conj
mc,Num
mcc,Num
mccc,Num
mccci,Num
mcccii,Num
mccciii,Num
mccciv,Num
mcccix,Num
mcccl,Num
mcccli,Num
mccclii,Num
mcccliii,Num
mcccliv,Num
mccclix,Num
mccclv,Num
mccclvi,Num
mccclvii,Num
mccclviii,Num
mccclx,Num
mccclxi,Num
mccclxii,Num
mccclxiii,Num
mccclxiv,Num
mccclxix,Num
mccclxv,Num
mccclxvi,Num
mccclxvii,Num
mccclxviii,Num
mccclxx,Num
mccclxxi,Num
mccclxxii,Num
mccclxxiii,Num
mccclxxiv,Num
mccclxxix,Num
mccclxxv,Num
mccclxxvi,Num
mccclxxvii,Num
mccclxxviii,Num
mccclxxx,Num
mccclxxxi,Num
mccclxxxii,Num
mccclxxxiii,Num
mccclxxxiv,Num
mccclxxxix,Num
mccclxxxv,Num
mccclxxxvi,Num
mccclxxxvii,Num
mccclxxxviii,Num
mcccv,Num
mcccvi,Num
mcccvii,Num
mcccviii,Num
mcccx,Num
mcccxc,Num
mcccxci,Num
mcccxcii,Num
mcccxciii,Num
mcccxciv,Num
mcccxcix,Num
mcccxcv,Num
mcccxcvi,Num
mcccxcvii,Num
mcccxcviii,Num
mcccxi,Num
mcccxii,Num
mcccxiii,Num
mcccxiv,Num
mcccxix,Num
mcccxl,Num
mcccxli,Num
mcccxlii,Num
mcccxliii,Num
mcccxliv,Num
mcccxlix,Num
mcccxlv,Num
mcccxlvi,Num
mcccxlvii,Num
mcccxlviii,Num
mcccxv,Num
mcccxvi,Num
mcccxvii,Num
mcccxviii,Num
mcccxx,Num
mcccxxi,Num
mcccxxii,Num
mcccxxiii,Num
mcccxxiv,Num
mcccxxix,Num
mcccxxv,Num
mcccxxvi,Num
mcccxxvii,Num
mcccxxviii,Num
mcccxxx,Num
mcccxxxi,Num
mcccxxxii,Num
mcccxxxiii,Num
mcccxxxiv,Num
mcccxxxix,Num
mcccxxxv,Num
mcccxxxvi,Num
mcccxxxvii,Num
mcccxxxviii,Num
mcci,Num
mccii,Num
mcciii,Num
mcciv,Num
mccix,Num
mccl,Num
mccli,Num
mcclii,Num
mccliii,Num
mccliv,Num
mcclix,Num
mcclv,Num
mcclvi,Num
mcclvii,Num
mcclviii,Num
mcclx,Num
mcclxi,Num
mcclxii,Num
mcclxiii,Num
mcclxiv,Num
mcclxix,Num
mcclxv,Num
mcclxvi,Num
mcclxvii,Num
mcclxviii,Num
mcclxx,Num
mcclxxi,Num
mcclxxii,Num
mcclxxiii,Num
mcclxxiv,Num
mcclxxix,Num
mcclxxv,Num
mcclxxvi,Num
mcclxxvii,Num
mcclxxviii,Num
mcclxxx,Num
mcclxxxi,Num
mcclxxxii,Num
mcclxxxiii,Num
mcclxxxiv,Num
mcclxxxix,Num
mcclxxxv,Num
mcclxxxvi,Num
mcclxxxvii,Num
mcclxxxviii,Num
mccv,Num
mccvi,Num
mccvii,Num
mccviii,Num
mccx,Num
mccxc,Num
mccxci,Num
mccxcii,Num
mccxciii,Num
mccxciv,Num
mccxcix,Num
mccxcv,Num
mccxcvi,Num
mccxcvii,Num
mccxcviii,Num
mccxi,Num
mccxii,Num
mccxiii,Num
mccxiv,Num
mccxix,Num
mccxl,Num
mccxli,Num
mccxlii,Num
mccxliii,Num
mccxliv,Num
mccxlix,Num
mccxlv,Num
mccxlvi,Num
mccxlvii,Num
mccxlviii,Num
mccxv,Num
mccxvi,Num
mccxvii,Num
mccxviii,Num
mccxx,Num
mccxxi,Num
mccxxii,Num
mccxxiii,Num
mccxxiv,Num
mccxxix,Num
mccxxv,Num
mccxxvi,Num
mccxxvii,Num
mccxxviii,Num
mccxxx,Num
mccxxxi,Num
mccxxxii,Num
mccxxxiii,Num
mccxxxiv,Num
mccxxxix,Num
mccxxxv,Num
mccxxxvi,Num
mccxxxvii,Num
mccxxxviii,Num
mcd,Num
mcdi,Num
mcdii,Num
mcdiii,Num
mcdiv,Num
mcdix,Num
mcdl,Num
mcdli,Num
mcdlii,Num
mcdliii,Num
mcdliv,Num
mcdlix,Num
mcdlv,Num
mcdlvi,Num
mcdlvii,Num
mcdlviii,Num
mcdlx,Num
mcdlxi,Num
mcdlxii,Num
mcdlxiii,Num
mcdlxiv,Num
mcdlxix,Num
mcdlxv,Num
mcdlxvi,Num
mcdlxvii,Num
mcdlxviii,Num
mcdlxx,Num
mcdlxxi,Num
mcdlxxii,Num
mcdlxxiii,Num
mcdlxxiv,Num
mcdlxxix,Num
mcdlxxv,Num
mcdlxxvi,Num
mcdlxxvii,Num
mcdlxxviii,Num
mcdlxxx,Num
mcdlxxxi,Num
mcdlxxxii,Num
mcdlxxxiii,Num
mcdlxxxiv,Num
mcdlxxxix,Num
mcdlxxxv,Num
mcdlxxxvi,Num
mcdlxxxvii,Num
mcdlxxxviii,Num
mcdv,Num
mcdvi,Num
mcdvii,Num
mcdviii,Num
mcdx,Num
mcdxc,Num
mcdxci,Num
mcdxcii,Num
mcdxciii,Num
mcdxciv,Num
mcdxcix,Num
mcdxcv,Num
mcdxcvi,Num
mcdxcvii,Num
mcdxcviii,Num
mcdxi,Num
mcdxii,Num
mcdxiii,Num
mcdxiv,Num
mcdxix,Num
mcdxl,Num
mcdxli,Num
mcdxlii,Num
mcdxliii,Num
mcdxliv,Num
mcdxlix,Num
mcdxlv,Num
mcdxlvi,Num
mcdxlvii,Num
mcdxlviii,Num
mcdxv,Num
mcdxvi,Num
mcdxvii,Num
mcdxviii,Num
mcdxx,Num
mcdxxi,Num
mcdxxii,Num
mcdxxiii,Num
mcdxxiv,Num
mcdxxix,Num
mcdxxv,Num
mcdxxvi,Num
mcdxxvii,Num
mcdxxviii,Num
mcdxxx,Num
mcdxxxi,Num
mcdxxxii,Num
mcdxxxiii,Num
mcdxxxiv,Num
mcdxxxix,Num
mcdxxxv,Num
mcdxxxvi,Num
mcdxxxvii,Num
mcdxxxviii,Num
mci,Num
mcii,Num
mciii,Num
mciv,Num
mcix,Num
mcl,Num
mcli,Num
mclii,Num
mcliii,Num
mcliv,Num
mclix,Num
mclv,Num
mclvi,Num
mclvii,Num
mclviii,Num
mclx,Num
mclxi,Num
mclxii,Num
mclxiii,Num
mclxiv,Num
mclxix,Num
mclxv,Num
mclxvi,Num
mclxvii,Num
mclxviii,Num
mclxx,Num
mclxxi,Num
mclxxii,Num
mclxxiii,Num
mclxxiv,Num
mclxxix,Num
mclxxv,Num
mclxxvi,Num
mclxxvii,Num
mclxxviii,Num
mclxxx,Num
mclxxxi,Num
mclxxxii,Num
mclxxxiii,Num
mclxxxiv,Num
mclxxxix,Num
mclxxxv,Num
mclxxxvi,Num
mclxxxvii,Num
mclxxxviii,Num
mcm,Num
mcmi,Num
mcmii,Num
mcmiii,Num
mcmiv,Num
mcmix,Num
mcml,Num
mcmli,Num
mcmlii,Num
mcmliii,Num
mcmliv,Num
mcmlix,Num
mcmlv,Num
mcmlvi,Num
mcmlvii,Num
mcmlviii,Num
mcmlx,Num
mcmlxi,Num
mcmlxii,Num
mcmlxiii,Num
mcmlxiv,Num
mcmlxix,Num
mcmlxv,Num
mcmlxvi,Num
mcmlxvii,Num
mcmlxviii,Num
mcmlxx,Num
mcmlxxi,Num
mcmlxxii,Num
mcmlxxiii,Num
mcmlxxiv,Num
mcmlxxix,Num
mcmlxxv,Num
mcmlxxvi,Num
mcmlxxvii,Num
mcmlxxviii,Num
mcmlxxx,Num
mcmlxxxi,Num
mcmlxxxii,Num
mcmlxxxiii,Num
mcmlxxxiv,Num
mcmlxxxix,Num
mcmlxxxv,Num
mcmlxxxvi,Num
mcmlxxxvii,Num
mcmlxxxviii,Num
mcmv,Num
mcmvi,Num
mcmvii,Num
mcmviii,Num
mcmx,Num
mcmxc,Num
mcmxci,Num
mcmxcii,Num
mcmxciii,Num
mcmxciv,Num
mcmxcix,Num
mcmxcv,Num
mcmxcvi,Num
mcmxcvii,Num
mcmxcviii,Num
mcmxi,Num
mcmxii,Num
mcmxiii,Num
mcmxiv,Num
mcmxix,Num
mcmxl,Num
mcmxli,Num
mcmxlii,Num
mcmxliii,Num
mcmxliv,Num
mcmxlix,Num
mcmxlv,Num
mcmxlvi,Num
mcmxlvii,Num
mcmxlviii,Num
mcmxv,Num
mcmxvi,Num
mcmxvii,Num
mcmxviii,Num
mcmxx,Num
mcmxxi,Num
mcmxxii,Num
mcmxxiii,Num
mcmxxiv,Num
mcmxxix,Num
mcmxxv,Num
mcmxxvi,Num
mcmxxvii,Num
mcmxxviii,Num
mcmxxx,Num
mcmxxxi,Num
mcmxxxii,Num
mcmxxxiii,Num
mcmxxxiv,Num
mcmxxxix,Num
mcmxxxv,Num
mcmxxxvi,Num
mcmxxxvii,Num
mcmxxxviii,Num
mcv,Num
mcvi,Num
mcvii,Num
mcviii,Num
mcx,Num
mcxc,Num
mcxci,Num
mcxcii,Num
mcxciii,Num
mcxciv,Num
mcxcix,Num
mcxcv,Num
mcxcvi,Num
mcxcvii,Num
mcxcviii,Num
mcxi,Num
mcxii,Num
mcxiii,Num
mcxiv,Num
mcxix,Num
mcxl,Num
mcxli,Num
mcxlii,Num
mcxliii,Num
mcxliv,Num
mcxlix,Num
mcxlv,Num
mcxlvi,Num
mcxlvii,Num
mcxlviii,Num
mcxv,Num
mcxvi,Num
mcxvii,Num
mcxviii,Num
mcxx,Num
mcxxi,Num
mcxxii,Num
mcxxiii,Num
mcxxiv,Num
mcxxix,Num
mcxxv,Num
mcxxvi,Num
mcxxvii,Num
mcxxviii,Num
mcxxx,Num
mcxxxi,Num
mcxxxii,Num
mcxxxiii,Num
mcxxxiv,Num
mcxxxix,Num
mcxxxv,Num
mcxxxvi,Num
mcxxxvii,Num
mcxxxviii,Num
md,Num
mdc,Num
mdcc,Num
mdccc,Num
mdccci,Num
mdcccii,Num
mdccciii,Num
mdccciv,Num
mdcccix,Num
mdcccl,Num
mdcccli,Num
mdccclii,Num
mdcccliii,Num
mdcccliv,Num
mdccclix,Num
mdccclv,Num
mdccclvi,Num
mdccclvii,Num
mdccclviii,Num
mdccclx,Num
mdccclxi,Num
mdccclxii,Num
mdccclxiii,Num
mdccclxiv,Num
mdccclxix,Num
mdccclxv,Num
mdccclxvi,Num
mdccclxvii,Num
mdccclxviii,Num
mdccclxx,Num
mdccclxxi,Num
mdccclxxii,Num
mdccclxxiii,Num
mdccclxxiv,Num
mdccclxxix,Num
mdccclxxv,Num
mdccclxxvi,Num
mdccclxxvii,Num
mdccclxxviii,Num
mdccclxxx,Num
mdccclxxxi,Num
mdccclxxxii,Num
mdccclxxxiii,Num
mdccclxxxiv,Num
mdccclxxxix,Num
mdccclxxxv,Num
mdccclxxxvi,Num
mdccclxxxvii,Num
mdccclxxxviii,Num
mdcccv,Num
mdcccvi,Num
mdcccvii,Num
mdcccviii,Num
mdcccx,Num
mdcccxc,Num
mdcccxci,Num
mdcccxcii,Num
mdcccxciii,Num
mdcccxciv,Num
mdcccxcix,Num
mdcccxcv,Num
mdcccxcvi,Num
mdcccxcvii,Num
mdcccxcviii,Num
mdcccxi,Num
mdcccxii,Num
mdcccxiii,Num
mdcccxiv,Num
mdcccxix,Num
mdcccxl,Num
mdcccxli,Num
mdcccxlii,Num
mdcccxliii,Num
mdcccxliv,Num
mdcccxlix,Num
mdcccxlv,Num
mdcccxlvi,Num
mdcccxlvii,Num
mdcccxlviii,Num
mdcccxv,Num
mdcccxvi,Num
mdcccxvii,Num
mdcccxviii,Num
mdcccxx,Num
mdcccxxi,Num
mdcccxxii,Num
mdcccxxiii,Num
mdcccxxiv,Num
mdcccxxix,Num
mdcccxxv,Num
mdcccxxvi,Num
mdcccxxvii,Num
mdcccxxviii,Num
mdcccxxx,Num
mdcccxxxi,Num
mdcccxxxii,Num
mdcccxxxiii,Num
mdcccxxxiv,Num
mdcccxxxix,Num
mdcccxxxv,Num
mdcccxxxvi,Num
mdcccxxxvii,Num
mdcccxxxviii,Num
mdcci,Num
mdccii,Num
mdcciii,Num
mdcciv,Num
mdccix,Num
mdccl,Num
mdccli,Num
mdcclii,Num
mdccliii,Num
mdccliv,Num
mdcclix,Num
mdcclv,Num
mdcclvi,Num
mdcclvii,Num
mdcclviii,Num
mdcclx,Num
mdcclxi,Num
mdcclxii,Num
mdcclxiii,Num
mdcclxiv,Num
mdcclxix,Num
mdcclxv,Num
mdcclxvi,Num
mdcclxvii,Num
mdcclxviii,Num
mdcclxx,Num
mdcclxxi,Num
mdcclxxii,Num
mdcclxxiii,Num
mdcclxxiv,Num
mdcclxxix,Num
mdcclxxv,Num
mdcclxxvi,Num
mdcclxxvii,Num
mdcclxxviii,Num
mdcclxxx,Num
mdcclxxxi,Num
mdcclxxxii,Num
mdcclxxxiii,Num
mdcclxxxiv,Num
mdcclxxxix,Num
mdcclxxxv,Num
mdcclxxxvi,Num
mdcclxxxvii,Num
mdcclxxxviii,Num
mdccv,Num
mdccvi,Num
mdccvii,Num
mdccviii,Num
mdccx,Num
mdccxc,Num
mdccxci,Num
mdccxcii,Num
mdccxciii,Num
mdccxciv,Num
mdccxcix,Num
mdccxcv,Num
mdccxcvi,Num
mdccxcvii,Num
mdccxcviii,Num
mdccxi,Num
mdccxii,Num
mdccxiii,Num
mdccxiv,Num
mdccxix,Num
mdccxl,Num
mdccxli,Num
mdccxlii,Num
mdccxliii,Num
mdccxliv,Num
mdccxlix,Num
mdccxlv,Num
mdccxlvi,Num
mdccxlvii,Num
mdccxlviii,Num
mdccxv,Num
mdccxvi,Num
mdccxvii,Num
mdccxviii,Num
mdccxx,Num
mdccxxi,Num
mdccxxii,Num
mdccxxiii,Num
mdccxxiv,Num
mdccxxix,Num
mdccxxv,Num
mdccxxvi,Num
mdccxxvii,Num
mdccxxviii,Num
mdccxxx,Num
mdccxxxi,Num
mdccxxxii,Num
mdccxxxiii,Num
mdccxxxiv,Num
mdccxxxix,Num
mdccxxxv,Num
mdccxxxvi,Num
mdccxxxvii,Num
mdccxxxviii,Num
mdci,Num
mdcii,Num
mdciii,Num
mdciv,Num
mdcix,Num
mdcl,Num
mdcli,Num
mdclii,Num
mdcliii,Num
mdcliv,Num
mdclix,Num
mdclv,Num
mdclvi,Num
mdclvii,Num
mdclviii,Num
mdclx,Num
mdclxi,Num
mdclxii,Num
mdclxiii,Num
mdclxiv,Num
mdclxix,Num
mdclxv,Num
mdclxvi,Num
mdclxvii,Num
mdclxviii,Num
mdclxx,Num
mdclxxi,Num
mdclxxii,Num
mdclxxiii,Num
mdclxxiv,Num
mdclxxix,Num
mdclxxv,Num
mdclxxvi,Num
mdclxxvii,Num
mdclxxviii,Num
mdclxxx,Num
mdclxxxi,Num
mdclxxxii,Num
mdclxxxiii,Num
mdclxxxiv,Num
mdclxxxix,Num
mdclxxxv,Num
mdclxxxvi,Num
mdclxxxvii,Num
mdclxxxviii,Num
mdcv,Num
mdcvi,Num
mdcvii,Num
mdcviii,Num
mdcx,Num
mdcxc,Num
mdcxci,Num
mdcxcii,Num
mdcxciii,Num
mdcxciv,Num
mdcxcix,Num
mdcxcv,Num
mdcxcvi,Num
mdcxcvii,Num
mdcxcviii,Num
mdcxi,Num
mdcxii,Num
mdcxiii,Num
mdcxiv,Num
mdcxix,Num
mdcxl,Num
mdcxli,Num
mdcxlii,Num
mdcxliii,Num
mdcxliv,Num
mdcxlix,Num
mdcxlv,Num
mdcxlvi,Num
mdcxlvii,Num
mdcxlviii,Num
mdcxv,Num
mdcxvi,Num
mdcxvii,Num
mdcxviii,Num
mdcxx,Num
mdcxxi,Num
mdcxxii,Num
mdcxxiii,Num
mdcxxiv,Num
mdcxxix,Num
mdcxxv,Num
mdcxxvi,Num
mdcxxvii,Num
mdcxxviii,Num
mdcxxx,Num
mdcxxxi,Num
mdcxxxii,Num
mdcxxxiii,Num
mdcxxxiv,Num
mdcxxxix,Num
mdcxxxv,Num
mdcxxxvi,Num
mdcxxxvii,Num
mdcxxxviii,Num
mdi,Num
mdii,Num
mdiii,Num
mdiv,Num
mdix,Num
mdl,Num
mdli,Num
mdlii,Num
mdliii,Num
mdliv,Num
mdlix,Num
mdlv,Num
mdlvi,Num
mdlvii,Num
mdlviii,Num
mdlx,Num
mdlxi,Num
mdlxii,Num
mdlxiii,Num
mdlxiv,Num
mdlxix,Num
mdlxv,Num
mdlxvi,Num
mdlxvii,Num
mdlxviii,Num
mdlxx,Num
mdlxxi,Num
mdlxxii,Num
mdlxxiii,Num
mdlxxiv,Num
mdlxxix,Num
mdlxxv,Num
mdlxxvi,Num
mdlxxvii,Num
mdlxxviii,Num
mdlxxx,Num
mdlxxxi,Num
mdlxxxii,Num
mdlxxxiii,Num
mdlxxxiv,Num
mdlxxxix,Num
mdlxxxv,Num
mdlxxxvi,Num
mdlxxxvii,Num
mdlxxxviii,Num
mdr.,Part
mdv,Num
mdvi,Num
mdvii,Num
mdviii,Num
mdx,Num
mdxc,Num
mdxci,Num
mdxcii,Num
mdxciii,Num
mdxciv,Num
mdxcix,Num
mdxcv,Num
mdxcvi,Num
mdxcvii,Num
mdxcviii,Num
mdxi,Num
mdxii,Num
mdxiii,Num
mdxiv,Num
mdxix,Num
mdxl,Num
mdxli,Num
mdxlii,Num
mdxliii,Num
mdxliv,Num
mdxlix,Num
mdxlv,Num
mdxlvi,Num
mdxlvii,Num
mdxlviii,Num
mdxv,Num
mdxvi,Num
mdxvii,Num
mdxviii,Num
mdxx,Num
mdxxi,Num
mdxxii,Num
mdxxiii,Num
mdxxiv,Num
mdxxix,Num
mdxxv,Num
mdxxvi,Num
mdxxvii,Num
mdxxviii,Num
mdxxx,Num
mdxxxi,Num
mdxxxii,Num
mdxxxiii,Num
mdxxxiv,Num
mdxxxix,Num
mdxxxv,Num
mdxxxvi,Num
mdxxxvii,Num
mdxxxviii,Num
med,Prep
medme,Pron
medse,Pron
mejduš,Interj
menda,Part
mhm,Interj
mi,Num
mii,Num
miii,Num
mijav,Interj
milijardti,Adj
milijonti,Adj
mimo,Prep
minus,Part
miv,Num
mix,Num
mja,Interj
ml,Num
mli,Num
mlii,Num
mliii,Num
mliv,Num
mlix,Num
mlv,Num
mlvi,Num
mlvii,Num
mlviii,Num
mlx,Num
mlxi,Num
mlxii,Num
mlxiii,Num
mlxiv,Num
mlxix,Num
mlxv,Num
mlxvi,Num
mlxvii,Num
mlxviii,Num
mlxx,Num
mlxxi,Num
mlxxii,Num
mlxxiii,Num
mlxxiv,Num
mlxxix,Num
mlxxv,Num
mlxxvi,Num
mlxxvii,Num
mlxxviii,Num
mlxxx,Num
mlxxxi,Num
mlxxxii,Num
mlxxxiii,Num
mlxxxiv,Num
mlxxxix,Num
mlxxxv,Num
mlxxxvi,Num
mlxxxvii,Num
mlxxxviii,Num
mm,Num
mmc,Num
mmcc,Num
mmccc,Num
mmccci,Num
mmcccii,Num
mmccciii,Num
mmccciv,Num
mmcccix,Num
mmcccl,Num
mmcccli,Num
mmccclii,Num
mmcccliii,Num
mmcccliv,Num
mmccclix,Num
mmccclv,Num
mmccclvi,Num
mmccclvii,Num
mmccclviii,Num
mmccclx,Num
mmccclxi,Num
mmccclxii,Num
mmccclxiii,Num
mmccclxiv,Num
mmccclxix,Num
mmccclxv,Num
mmccclxvi,Num
mmccclxvii,Num
mmccclxviii,Num
mmccclxx,Num
mmccclxxi,Num
mmccclxxii,Num
mmccclxxiii,Num
mmccclxxiv,Num
mmccclxxix,Num
mmccclxxv,Num
mmccclxxvi,Num
mmccclxxvii,Num
mmccclxxviii,Num
mmccclxxx,Num
mmccclxxxi,Num
mmccclxxxii,Num
mmccclxxxiii,Num
mmccclxxxiv,Num
mmccclxxxix,Num
mmccclxxxv,Num
mmccclxxxvi,Num
mmccclxxxvii,Num
mmccclxxxviii,Num
mmcccv,Num
mmcccvi,Num
mmcccvii,Num
mmcccviii,Num
mmcccx,Num
mmcccxc,Num
mmcccxci,Num
mmcccxcii,Num
mmcccxciii,Num
mmcccxciv,Num
mmcccxcix,Num
mmcccxcv,Num
mmcccxcvi,Num
mmcccxcvii,Num
mmcccxcviii,Num
mmcccxi,Num
mmcccxii,Num
mmcccxiii,Num
mmcccxiv,Num
mmcccxix,Num
mmcccxl,Num
mmcccxli,Num
mmcccxlii,Num
mmcccxliii,Num
mmcccxliv,Num
mmcccxlix,Num
mmcccxlv,Num
mmcccxlvi,Num
mmcccxlvii,Num
mmcccxlviii,Num
mmcccxv,Num
mmcccxvi,Num
mmcccxvii,Num
mmcccxviii,Num
mmcccxx,Num
mmcccxxi,Num
mmcccxxii,Num
mmcccxxiii,Num
mmcccxxiv,Num
mmcccxxix,Num
mmcccxxv,Num
mmcccxxvi,Num
mmcccxxvii,Num
mmcccxxviii,Num
mmcccxxx,Num
mmcccxxxi,Num
mmcccxxxii,Num
mmcccxxxiii,Num
mmcccxxxiv,Num
mmcccxxxix,Num
mmcccxxxv,Num
mmcccxxxvi,Num
mmcccxxxvii,Num
mmcccxxxviii,Num
mmcci,Num
mmccii,Num
mmcciii,Num
mmcciv,Num
mmccix,Num
mmccl,Num
mmccli,Num
mmcclii,Num
mmccliii,Num
mmccliv,Num
mmcclix,Num
mmcclv,Num
mmcclvi,Num
mmcclvii,Num
mmcclviii,Num
mmcclx,Num
mmcclxi,Num
mmcclxii,Num
mmcclxiii,Num
mmcclxiv,Num
mmcclxix,Num
mmcclxv,Num
mmcclxvi,Num
mmcclxvii,Num
mmcclxviii,Num
mmcclxx,Num
mmcclxxi,Num
mmcclxxii,Num
mmcclxxiii,Num
mmcclxxiv,Num
mmcclxxix,Num
mmcclxxv,Num
mmcclxxvi,Num
mmcclxxvii,Num
mmcclxxviii,Num
mmcclxxx,Num
mmcclxxxi,Num
mmcclxxxii,Num
mmcclxxxiii,Num
mmcclxxxiv,Num
mmcclxxxix,Num
mmcclxxxv,Num
mmcclxxxvi,Num
mmcclxxxvii,Num
mmcclxxxviii,Num
mmccv,Num
mmccvi,Num
mmccvii,Num
mmccviii,Num
mmccx,Num
mmccxc,Num
mmccxci,Num
mmccxcii,Num
mmccxciii,Num
mmccxciv,Num
mmccxcix,Num
mmccxcv,Num
mmccxcvi,Num
mmccxcvii,Num
mmccxcviii,Num
mmccxi,Num
mmccxii,Num
mmccxiii,Num
mmccxiv,Num
mmccxix,Num
mmccxl,Num
mmccxli,Num
mmccxlii,Num
mmccxliii,Num
mmccxliv,Num
mmccxlix,Num
mmccxlv,Num
mmccxlvi,Num
mmccxlvii,Num
mmccxlviii,Num
mmccxv,Num
mmccxvi,Num
mmccxvii,Num
mmccxviii,Num
mmccxx,Num
mmccxxi,Num
mmccxxii,Num
mmccxxiii,Num
mmccxxiv,Num
mmccxxix,Num
mmccxxv,Num
mmccxxvi,Num
mmccxxvii,Num
mmccxxviii,Num
mmccxxx,Num
mmccxxxi,Num
mmccxxxii,Num
mmccxxxiii,Num
mmccxxxiv,Num
mmccxxxix,Num
mmccxxxv,Num
mmccxxxvi,Num
mmccxxxvii,Num
mmccxxxviii,Num
mmcd,Num
mmcdi,Num
mmcdii,Num
mmcdiii,Num
mmcdiv,Num
mmcdix,Num
mmcdl,Num
mmcdli,Num
mmcdlii,Num
mmcdliii,Num
mmcdliv,Num
mmcdlix,Num
mmcdlv,Num
mmcdlvi,Num
mmcdlvii,Num
mmcdlviii,Num
mmcdlx,Num
mmcdlxi,Num
mmcdlxii,Num
mmcdlxiii,Num
mmcdlxiv,Num
mmcdlxix,Num
mmcdlxv,Num
mmcdlxvi,Num
mmcdlxvii,Num
mmcdlxviii,Num
mmcdlxx,Num
mmcdlxxi,Num
mmcdlxxii,Num
mmcdlxxiii,Num
mmcdlxxiv,Num
mmcdlxxix,Num
mmcdlxxv,Num
mmcdlxxvi,Num
mmcdlxxvii,Num
mmcdlxxviii,Num
mmcdlxxx,Num
mmcdlxxxi,Num
mmcdlxxxii,Num
mmcdlxxxiii,Num
mmcdlxxxiv,Num
mmcdlxxxix,Num
mmcdlxxxv,Num
mmcdlxxxvi,Num
mmcdlxxxvii,Num
mmcdlxxxviii,Num
mmcdv,Num
mmcdvi,Num
mmcdvii,Num
mmcdviii,Num
mmcdx,Num
mmcdxc,Num
mmcdxci,Num
mmcdxcii,Num
mmcdxciii,Num
mmcdxciv,Num
mmcdxcix,Num
mmcdxcv,Num
mmcdxcvi,Num
mmcdxcvii,Num
mmcdxcviii,Num
mmcdxi,Num
mmcdxii,Num
