libname,memname,path,objname,fmtname,fmttype,source,minw,mind,maxw,maxd,defw,defd
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFDT,F,U,12.0,0.0,80.0,39.0,42.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWICSYDF,CSYDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFDWN,F,U,1.0,0.0,64.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFMN,F,U,1.0,0.0,64.0,0.0,16.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFMY,F,U,10.0,0.0,64.0,0.0,20.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWICSYDF,CSYDFMY,I,U,5.0,0.0,32.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFWDX,F,U,8.0,0.0,80.0,0.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFCSYDF,CSYDFWKX,F,U,2.0,0.0,80.0,0.0,50.0,0.0
,,,,D,F,B,1.0,0.0,32.0,16.0,12.0,3.0
,,,,D,I,B,1.0,0.0,32.0,31.0,12.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDANDF,DANDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDANDF,DANDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFDWN,F,U,1.0,0.0,64.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFMN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDANDF,DANDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFWDX,F,U,3.0,0.0,36.0,0.0,36.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDANDF,DANDFWKX,F,U,2.0,0.0,62.0,0.0,62.0,0.0
,,,,DATE,F,B,5.0,0.0,11.0,8.0,7.0,0.0
,,,,DATE,I,B,7.0,0.0,32.0,31.0,7.0,0.0
,,,,DATEAMPM,F,B,7.0,0.0,40.0,39.0,19.0,0.0
,,,,DATETIME,F,B,7.0,0.0,40.0,39.0,16.0,0.0
,,,,DATETIME,I,B,13.0,0.0,40.0,39.0,18.0,0.0
,,,,DAY,F,B,2.0,0.0,32.0,31.0,2.0,0.0
,,,,DDMMYY,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,,,DDMMYY,I,B,6.0,0.0,32.0,31.0,6.0,0.0
,,,,DDMMYYB,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,,,DDMMYYC,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,,,DDMMYYD,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,,,DDMMYYN,F,B,2.0,0.0,8.0,7.0,8.0,0.0
,,,,DDMMYYP,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,,,DDMMYYS,F,B,2.0,0.0,10.0,9.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDESDF,DESDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDESDF,DESDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFDWN,F,U,1.0,0.0,64.0,0.0,20.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFMN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDESDF,DESDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFWDX,F,U,3.0,0.0,36.0,0.0,36.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDESDF,DESDFWKX,F,U,2.0,0.0,60.0,0.0,60.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDEUDF,DEUDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDEUDF,DEUDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFDWN,F,U,1.0,0.0,64.0,0.0,20.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFMN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIDEUDF,DEUDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFWDX,F,U,3.0,0.0,36.0,0.0,36.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDEUDF,DEUDFWKX,F,U,2.0,0.0,60.0,0.0,60.0,0.0
,,,,DOLLAR,F,B,2.0,0.0,32.0,31.0,6.0,0.0
,,,,DOLLAR,I,B,1.0,0.0,32.0,31.0,1.0,0.0
,,,,DOLLARX,F,B,2.0,0.0,32.0,31.0,6.0,0.0
,,,,DOLLARX,I,B,1.0,0.0,32.0,31.0,1.0,0.0
,,,,DOWNAME,F,B,1.0,0.0,32.0,31.0,9.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTDAT,DTDATE,F,U,5.0,0.0,9.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTMON,DTMONYY,F,U,5.0,0.0,7.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTWEE,DTWEEKV,F,U,3.0,0.0,200.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTWKD,DTWKDATX,F,U,3.0,0.0,37.0,0.0,29.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTYEA,DTYEAR,F,U,2.0,0.0,4.0,0.0,4.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFDTYYQ,DTYYQC,F,U,4.0,0.0,6.0,0.0,4.0,0.0
,,,,E,F,B,7.0,0.0,32.0,31.0,12.0,0.0
,,,,E,I,B,1.0,0.0,32.0,31.0,12.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601DA,F,U,10.0,0.0,10.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601DA,I,U,10.0,0.0,10.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601DN,F,U,10.0,0.0,10.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601DN,I,U,10.0,0.0,10.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601DT,F,U,16.0,0.0,26.0,6.0,19.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601DT,I,U,16.0,0.0,26.0,6.0,19.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601DX,F,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601DX,I,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601DZ,F,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601DZ,I,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601LX,F,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601LX,I,U,20.0,0.0,35.0,6.0,26.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601LZ,F,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601LZ,I,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601TM,F,U,8.0,0.0,15.0,6.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601TM,I,U,8.0,0.0,15.0,6.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601TX,F,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601TX,I,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFE8601,E8601TZ,F,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIE8601,E8601TZ,I,U,9.0,0.0,20.0,6.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIENGDF,ENGDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIENGDF,ENGDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFDWN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFMN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIENGDF,ENGDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFWDX,F,U,3.0,0.0,64.0,0.0,36.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFENGDF,ENGDFWKX,F,U,3.0,0.0,74.0,0.0,58.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIESPDF,ESPDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIESPDF,ESPDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFDWN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFMN,F,U,1.0,0.0,64.0,0.0,20.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIESPDF,ESPDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFWDX,F,U,3.0,0.0,48.0,0.0,48.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFESPDF,ESPDFWKX,F,U,1.0,0.0,70.0,0.0,70.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFDD,F,U,2.0,0.0,10.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFDE,F,U,5.0,0.0,18.0,0.0,14.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIEURDF,EURDFDE,I,U,7.0,0.0,32.0,0.0,7.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIEURDF,EURDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFDWN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFMN,F,U,1.0,0.0,64.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFMY,F,U,5.0,0.0,14.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIEURDF,EURDFMY,I,U,5.0,0.0,32.0,0.0,5.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFWDX,F,U,3.0,0.0,64.0,0.0,36.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURDF,EURDFWKX,F,U,3.0,0.0,74.0,0.0,58.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRATS,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRBEF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRCHF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRCZK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRDEM,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRDKK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRESP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRFIM,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRFRF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRGBP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRGRD,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRHUF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRIEP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRITL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRLUF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRNLG,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRNOK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRPLZ,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRPTE,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRROL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRRUR,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRSEK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRSIT,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRTRL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURFR,EURFRYUD,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURO,EURO,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIEURO,EURO,I,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEUROX,EUROX,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIEUROX,EUROX,I,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOATS,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOBEF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOCHF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOCZK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTODEM,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTODKK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOESP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOFIM,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOFRF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOGBP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOGRD,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOHUF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOIEP,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOITL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOLUF,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTONLG,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTONOK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOPLZ,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOPTE,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOROL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTORUR,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOSEK,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOSIT,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOTRL,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFEURTO,EURTOYUD,F,U,1.0,0.0,32.0,31.0,6.0,0.0
,,,,F,F,B,1.0,0.0,32.0,31.0,1.0,0.0
,,,,F,I,B,1.0,0.0,32.0,31.0,1.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFDD,F,U,2.0,0.0,10.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFDE,F,U,8.0,0.0,20.0,0.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIFINDF,FINDFDE,I,U,10.0,0.0,32.0,0.0,10.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFDN,F,U,1.0,0.0,64.0,0.0,2.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFDT,F,U,7.0,0.0,80.0,39.0,32.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIFINDF,FINDFDT,I,U,13.0,0.0,40.0,39.0,18.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFDWN,F,U,1.0,0.0,64.0,0.0,22.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFMN,F,U,1.0,0.0,64.0,0.0,22.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFMY,F,U,8.0,0.0,16.0,0.0,16.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWIFINDF,FINDFMY,I,U,8.0,0.0,32.0,0.0,8.0,0.0
,,/pbr/sfw/sas/940/SASFoundation/9.4/sasexe,UWFFINDF,FINDFWDX,F,U,3.0,0.0,40.0,0.0,40.0,0.0
