Name,Name2,City,City2,MapIDNameAbrv,ZIP,ZCTA,First,Last
"Wake County, NC streets",TIGER 2017 data,TIGER2GEOCODE: V15,Sept. 2018,,,,,
1,1,Apex,APEX,NC,,27562.0,1.0,2.0
1,1,Cary,CARY,NC,,27606.0,3.0,10.0
1,1,Holly Springs,HOLLYSPRINGS,NC,,27502.0,11.0,14.0
1,1,Apex,APEX,NC,27502.0,27502.0,21.0,30.0
1,1,Apex,APEX,NC,27502.0,27502.0,33.0,53.0
1,1,Apex,APEX,NC,27502.0,27502.0,55.0,62.0
1,1,Apex,APEX,NC,27502.0,27502.0,64.0,66.0
1,1,Apex,APEX,NC,27502.0,27502.0,69.0,107.0
1,1,Apex,APEX,NC,27502.0,27502.0,109.0,117.0
1,1,Apex,APEX,NC,27502.0,27502.0,123.0,134.0
1,1,Apex,APEX,NC,27502.0,27502.0,136.0,137.0
1,1,Apex,APEX,NC,27502.0,27502.0,139.0,141.0
1,1,Apex,APEX,NC,27502.0,27502.0,148.0,174.0
1,1,Cary,CARY,NC,27511.0,27511.0,178.0,233.0
1,1,Cary,CARY,NC,27518.0,27518.0,234.0,255.0
1,1,Apex,APEX,NC,27539.0,27539.0,256.0,293.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,298.0,299.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,306.0,319.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,324.0,327.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,332.0,337.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,340.0,341.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,348.0,362.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,364.0,370.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,373.0,374.0
1,1,New Hill,NEWHILL,NC,27562.0,27562.0,387.0,388.0
1,1,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,389.0,400.0
1,1,Raleigh,RALEIGH,NC,27606.0,27606.0,401.0,404.0
10 10,1010,Cary,CARY,NC,,27539.0,110060.0,110108.0
10 10,1010,Garner,GARNER,NC,,27603.0,110109.0,110109.0
10 10,1010,Apex,APEX,NC,27502.0,27502.0,110110.0,110166.0
10 10,1010,Cary,CARY,NC,27502.0,27539.0,110167.0,110168.0
10 10,1010,Cary,CARY,NC,27511.0,27539.0,110169.0,110169.0
10 10,1010,Cary,CARY,NC,27518.0,27518.0,110170.0,110198.0
10 10,1010,Apex,APEX,NC,27539.0,27539.0,110203.0,110283.0
10 10,1010,Cary,CARY,NC,27539.0,27518.0,110284.0,110301.0
10 10,1010,Fuquay-Varina,FUQUAYVARINA,NC,27603.0,27603.0,110302.0,110304.0
10 10,1010,Garner,GARNER,NC,27603.0,27603.0,110305.0,110311.0
10 10,1010,Raleigh,RALEIGH,NC,27603.0,27603.0,110312.0,110382.0
10 10,1010,Raleigh,RALEIGH,NC,27606.0,27606.0,110383.0,110383.0
1011,1011,New Hill,NEWHILL,NC,27562.0,27562.0,405.0,412.0
10 Oaks,10OAKS,Raleigh,RALEIGH,NC,27606.0,27606.0,110044.0,110045.0
10 Point,10POINT,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,110046.0,110053.0
1119,1119,Fuquay Varina,FUQUAYVARINA,NC,27526.0,27526.0,413.0,415.0
1119,1119,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,416.0,418.0
1129,1129,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,419.0,420.0
12 Oaks,12OAKS,Apex,APEX,NC,27502.0,27502.0,114564.0,114569.0
1445,1445,Raleigh,RALEIGH,NC,27603.0,27603.0,421.0,422.0
147,147,Durham,DURHAM,NC,,27560.0,423.0,424.0
147,147,Morrisville,MORRISVILLE,NC,27560.0,27560.0,425.0,456.0
1630,1630,Cary,CARY,NC,,27560.0,457.0,457.0
1630,1630,Cary,CARY,NC,27519.0,27519.0,458.0,468.0
1630,1630,Morrisville,MORRISVILLE,NC,27560.0,27519.0,469.0,470.0
1633,1633,Cary,CARY,NC,27519.0,27519.0,471.0,472.0
1645,1645,Raleigh,RALEIGH,NC,27617.0,27617.0,473.0,474.0
1906,1906,Creedmoor,CREEDMOOR,NC,27522.0,27522.0,475.0,476.0
1931,1931,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,477.0,478.0
1963,1963,New Hill,NEWHILL,NC,27562.0,27562.0,479.0,480.0
1967,1967,Raleigh,RALEIGH,NC,27587.0,27614.0,481.0,481.0
1967,1967,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,482.0,502.0
1st,1ST,Apex,APEX,NC,27502.0,27502.0,503.0,512.0
1st,1ST,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,513.0,514.0
1st,1ST,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,515.0,562.0
1st,1ST,Wendell,WENDELL,NC,27591.0,27591.0,563.0,566.0
1st,1ST,Wendell,WENDELL,NC,27591.0,27591.0,42915.0,42922.0
1st,1ST,Raleigh,RALEIGH,NC,27613.0,27613.0,567.0,568.0
1st Flight,1STFLIGHT,Cary,CARY,NC,27560.0,27560.0,42923.0,42924.0
1 World,1WORLD,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,83968.0,83973.0
2006,2006,Raleigh,RALEIGH,NC,27616.0,27616.0,569.0,570.0
2043,2043,Raleigh,RALEIGH,NC,27616.0,27616.0,571.0,572.0
2049,2049,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,573.0,574.0
2059,2059,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,575.0,576.0
2181,2181,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,577.0,586.0
2182,2182,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,587.0,592.0
2303,2303,Youngsville,YOUNGSVILLE,NC,27596.0,27596.0,593.0,593.0
2303,2303,Zebulon,ZEBULON,NC,27597.0,27597.0,594.0,594.0
2410,2410,Wendell,WENDELL,NC,27591.0,27591.0,595.0,596.0
2589,2589,Raleigh,RALEIGH,NC,27604.0,27604.0,597.0,598.0
2589,2589,Raleigh,RALEIGH,NC,27610.0,27610.0,599.0,600.0
264,264,Knightdale,KNIGHTDALE,NC,,27610.0,601.0,604.0
264,264,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,605.0,695.0
264,264,Wendell,WENDELL,NC,27591.0,27591.0,696.0,726.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,727.0,728.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,731.0,738.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,743.0,768.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,785.0,792.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,797.0,798.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,803.0,804.0
264,264,Zebulon,ZEBULON,NC,27597.0,27597.0,809.0,812.0
264,264,Raleigh,RALEIGH,NC,27610.0,27610.0,813.0,888.0
2946,2946,Raleigh,RALEIGH,NC,27604.0,27604.0,889.0,890.0
2 Brothers Run,2BROTHERSRUN,Raleigh,RALEIGH,NC,27603.0,27603.0,114698.0,114705.0
2 Courts,2COURTS,Raleigh,RALEIGH,NC,27613.0,27613.0,114706.0,114707.0
2 Creeks,2CREEKS,Cary,CARY,NC,27511.0,27511.0,114708.0,114731.0
2nd,2ND,Apex,APEX,NC,27502.0,27502.0,891.0,898.0
2nd,2ND,Wendell,WENDELL,NC,27520.0,27591.0,899.0,900.0
2nd,2ND,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,901.0,910.0
2nd,2ND,Wendell,WENDELL,NC,27591.0,27591.0,911.0,918.0
2nd,2ND,Wendell,WENDELL,NC,27591.0,27591.0,100040.0,100045.0
2nd,2ND,Raleigh,RALEIGH,NC,27609.0,27609.0,919.0,922.0
2nd Star,2NDSTAR,Raleigh,RALEIGH,NC,27613.0,27613.0,100046.0,100047.0
2 Pines,2PINES,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,114732.0,114733.0
2 Pond,2POND,Apex,APEX,NC,27523.0,27523.0,114734.0,114737.0
2 Robins,2ROBINS,Raleigh,RALEIGH,NC,27613.0,27613.0,114738.0,114739.0
2 Sons,2SONS,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,114740.0,114741.0
39,39,Zebulon,ZEBULON,NC,27597.0,27597.0,923.0,958.0
3 Bear,3BEAR,Raleigh,RALEIGH,NC,27616.0,27616.0,111314.0,111315.0
3 Bridges,3BRIDGES,Raleigh,RALEIGH,NC,27613.0,27613.0,111316.0,111321.0
3 Frenchmen,3FRENCHMEN,Raleigh,RALEIGH,NC,27610.0,27610.0,111322.0,111323.0
3 Meadows,3MEADOWS,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,111324.0,111329.0
3 Notch,3NOTCH,Raleigh,RALEIGH,NC,27615.0,27615.0,111330.0,111331.0
3 Oaks,3OAKS,Raleigh,RALEIGH,NC,27612.0,27612.0,111332.0,111335.0
3 Owls,3OWLS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,111336.0,111337.0
3 Ponds,3PONDS,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,111338.0,111341.0
3rd,3RD,Apex,APEX,NC,27502.0,27502.0,959.0,962.0
3rd,3RD,Apex,APEX,NC,27502.0,27502.0,110732.0,110733.0
3rd,3RD,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,963.0,964.0
3rd,3RD,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,965.0,970.0
3rd,3RD,Wendell,WENDELL,NC,27591.0,27591.0,971.0,1002.0
3rd,3RD,Wendell,WENDELL,NC,27591.0,27591.0,110734.0,110745.0
3 Sisters,3SISTERS,Wendell,WENDELL,NC,,27545.0,111342.0,111342.0
3 Sisters,3SISTERS,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,111343.0,111354.0
3 Sisters,3SISTERS,Wendell,WENDELL,NC,27545.0,27545.0,111355.0,111355.0
3 Sons,3SONS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,111356.0,111359.0
40,40,Cary,CARY,NC,,27607.0,1003.0,1025.0
40,40,Garner,GARNER,NC,,27610.0,1026.0,1035.0
40,40,Raleigh,RALEIGH,NC,,27511.0,1036.0,1079.0
40,40,Cary,CARY,NC,27513.0,27513.0,1080.0,1104.0
40,40,Garner,GARNER,NC,27529.0,27529.0,1105.0,1196.0
40,40,Morrisville,MORRISVILLE,NC,27560.0,27560.0,1197.0,1269.0
40,40,Raleigh,RALEIGH,NC,27603.0,27603.0,1270.0,1340.0
40,40,Raleigh,RALEIGH,NC,27606.0,27606.0,1341.0,1418.0
40,40,Raleigh,RALEIGH,NC,27607.0,27607.0,1419.0,1488.0
40,40,Raleigh,RALEIGH,NC,27610.0,27610.0,1489.0,1570.0
401,401,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,1571.0,1578.0
401,401,Raleigh,RALEIGH,NC,27603.0,27603.0,1579.0,1602.0
42,42,Fuquay-Varina,FUQUAYVARINA,NC,,27592.0,1603.0,1603.0
42,42,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,1604.0,1628.0
42,42,Fuquay-Varina,FUQUAYVARINA,NC,27592.0,27592.0,1629.0,1631.0
42,42,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,1632.0,1690.0
42,42,Raleigh,RALEIGH,NC,27603.0,27603.0,1691.0,1720.0
440,440,Raleigh,RALEIGH,NC,,27518.0,1721.0,1721.0
440,440,Raleigh,RALEIGH,NC,27604.0,27604.0,1722.0,1779.0
440,440,Raleigh,RALEIGH,NC,27606.0,27606.0,1780.0,1883.0
440,440,Raleigh,RALEIGH,NC,27607.0,27607.0,1884.0,1953.0
440,440,Raleigh,RALEIGH,NC,27609.0,27609.0,1954.0,2003.0
440,440,Raleigh,RALEIGH,NC,27610.0,27610.0,2004.0,2101.0
440,440,Raleigh,RALEIGH,NC,27612.0,27612.0,2102.0,2144.0
4 Brothers,4BROTHERS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,44185.0,44188.0
4 Friends,4FRIENDS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,44191.0,44192.0
4 Girls,4GIRLS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,44193.0,44194.0
4 Meadows,4MEADOWS,Morrisville,MORRISVILLE,NC,27560.0,27560.0,44195.0,44196.0
4 Sisters,4SISTERS,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,44197.0,44198.0
4 Sons,4SONS,Raleigh,RALEIGH,NC,27610.0,27610.0,44199.0,44200.0
4th,4TH,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,2145.0,2152.0
4th,4TH,Wendell,WENDELL,NC,27591.0,27591.0,2153.0,2164.0
4th,4TH,Wendell,WENDELL,NC,27591.0,27591.0,44201.0,44202.0
4 Townes,4TOWNES,Raleigh,RALEIGH,NC,27616.0,27616.0,44203.0,44204.0
4 Wheel,4WHEEL,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,44205.0,44208.0
4 Winds,4WINDS,Raleigh,RALEIGH,NC,27615.0,27615.0,44209.0,44210.0
54,54,Raleigh,RALEIGH,NC,27606.0,27606.0,2165.0,2166.0
540,540,Cary,CARY,NC,,27560.0,2167.0,2204.0
540,540,Knightdale,KNIGHTDALE,NC,,27610.0,2205.0,2218.0
540,540,Raleigh,RALEIGH,NC,,27560.0,2219.0,2234.0
540,540,Apex,APEX,NC,27502.0,27502.0,2235.0,2336.0
540,540,Cary,CARY,NC,27519.0,27519.0,2337.0,2465.0
540,540,Apex,APEX,NC,27523.0,27523.0,2466.0,2487.0
540,540,Apex,APEX,NC,27539.0,27539.0,2488.0,2539.0
540,540,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,2540.0,2545.0
540,540,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,2546.0,2585.0
540,540,Morrisville,MORRISVILLE,NC,27560.0,27560.0,2586.0,2723.0
540,540,Raleigh,RALEIGH,NC,27604.0,27604.0,2724.0,2755.0
540,540,Raleigh,RALEIGH,NC,27613.0,27613.0,2756.0,2778.0
540,540,Raleigh,RALEIGH,NC,27615.0,27615.0,2779.0,2883.0
540,540,Raleigh,RALEIGH,NC,27616.0,27616.0,2884.0,2997.0
540,540,Raleigh,RALEIGH,NC,27617.0,27617.0,2998.0,3081.0
55,55,Angier,ANGIER,NC,,27526.0,3082.0,3086.0
55,55,Cary,CARY,NC,,27560.0,3087.0,3100.0
55,55,Fuquay-Varina,FUQUAYVARINA,NC,,27592.0,3101.0,3102.0
55,55,Angier,ANGIER,NC,27501.0,27501.0,3103.0,3108.0
55,55,Apex,APEX,NC,27502.0,27519.0,3109.0,3118.0
55,55,Cary,CARY,NC,27502.0,27519.0,3119.0,3125.0
55,55,Apex,APEX,NC,27519.0,27523.0,3126.0,3127.0
55,55,Cary,CARY,NC,27519.0,27519.0,3128.0,3333.0
55,55,Apex,APEX,NC,27523.0,27523.0,3334.0,3348.0
55,55,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,3349.0,3390.0
55,55,Apex,APEX,NC,27539.0,27539.0,3391.0,3442.0
55,55,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,3443.0,3528.0
55,55,Cary,CARY,NC,27560.0,27519.0,3529.0,3531.0
55,55,Morrisville,MORRISVILLE,NC,27560.0,27519.0,3532.0,3538.0
55,55,Angier,ANGIER,NC,27592.0,27501.0,3539.0,3547.0
55,55,Willow Spring,WILLOWSPRING,NC,27592.0,27592.0,3548.0,3567.0
5 Hearts,5HEARTS,Raleigh,RALEIGH,NC,27603.0,27603.0,42977.0,42978.0
5 Leaf,5LEAF,Raleigh,RALEIGH,NC,27613.0,27613.0,42979.0,42980.0
5 Points,5POINTS,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,42981.0,42984.0
5th,5TH,Garner,GARNER,NC,27529.0,27529.0,3568.0,3571.0
5th,5TH,Wendell,WENDELL,NC,27591.0,27591.0,3572.0,3573.0
64,64,Apex,APEX,NC,,27511.0,3574.0,3574.0
64,64,Cary,CARY,NC,,27606.0,3575.0,3582.0
64,64,Raleigh,RALEIGH,NC,,27518.0,3583.0,3585.0
64,64,Apex,APEX,NC,27502.0,27502.0,3586.0,3661.0
64,64,Cary,CARY,NC,27511.0,27511.0,3662.0,3724.0
64,64,Cary,CARY,NC,27518.0,27518.0,3725.0,3761.0
64,64,Apex,APEX,NC,27523.0,27523.0,3762.0,3930.0
64,64,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,3931.0,3934.0
64,64,Wendell,WENDELL,NC,27591.0,27591.0,3935.0,3990.0
64,64,Raleigh,RALEIGH,NC,27606.0,27606.0,3991.0,3993.0
64,64,Raleigh,RALEIGH,NC,27610.0,27610.0,3994.0,3997.0
64,64,Raleigh,RALEIGH,NC,27610.0,27610.0,4002.0,4011.0
6 Forks,6FORKS,Raleigh,RALEIGH,NC,27604.0,27604.0,102200.0,102203.0
6 Forks,6FORKS,Raleigh,RALEIGH,NC,27609.0,27609.0,102204.0,102285.0
6 Forks,6FORKS,Raleigh,RALEIGH,NC,27614.0,27614.0,102286.0,102348.0
6 Forks,6FORKS,Raleigh,RALEIGH,NC,27615.0,27615.0,102349.0,102431.0
6 Oaks,6OAKS,Raleigh,RALEIGH,NC,27601.0,27601.0,102432.0,102433.0
6 Pence,6PENCE,Raleigh,RALEIGH,NC,27613.0,27613.0,102434.0,102435.0
6 Point,6POINT,Raleigh,RALEIGH,NC,27616.0,27616.0,102436.0,102439.0
6 Siblings,6SIBLINGS,Raleigh,RALEIGH,NC,27610.0,27610.0,102440.0,102443.0
6th,6TH,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,4012.0,4013.0
6th,6TH,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,4014.0,4021.0
70,70,Garner,GARNER,NC,,27610.0,4022.0,4034.0
70,70,Clayton,CLAYTON,NC,27520.0,27520.0,4035.0,4049.0
70,70,Clayton,CLAYTON,NC,27529.0,27520.0,4050.0,4051.0
70,70,Garner,GARNER,NC,27529.0,27529.0,4052.0,4284.0
70,70,Raleigh,RALEIGH,NC,27603.0,27603.0,4285.0,4302.0
70,70,Raleigh,RALEIGH,NC,27608.0,27608.0,4303.0,4304.0
70,70,Raleigh,RALEIGH,NC,27610.0,27610.0,4305.0,4311.0
7 Springs,7SPRINGS,Raleigh,RALEIGH,NC,27616.0,27616.0,100438.0,100439.0
7th,7TH,Garner,GARNER,NC,27529.0,27529.0,4312.0,4319.0
7th,7TH,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,4320.0,4329.0
96,96,Zebulon,ZEBULON,NC,27597.0,27597.0,4330.0,4331.0
97,97,Wendell,WENDELL,NC,27591.0,27591.0,4332.0,4376.0
97,97,Zebulon,ZEBULON,NC,27597.0,27597.0,4377.0,4405.0
98,98,Wake Forest,WAKEFOREST,NC,,27614.0,4406.0,4417.0
98,98,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,4418.0,4608.0
98,98,Raleigh,RALEIGH,NC,27614.0,27614.0,4609.0,4619.0
9 Iron,9IRON,Raleigh,RALEIGH,NC,27603.0,27603.0,81576.0,81581.0
A & L Moore,A&LMOORE,Raleigh,RALEIGH,NC,27612.0,27612.0,4620.0,4623.0
A and L Moore,AANDLMOORE,Raleigh,RALEIGH,NC,27612.0,27612.0,4620.0,4623.0
Aaron,AARON,Raleigh,RALEIGH,NC,27610.0,27610.0,4624.0,4631.0
Abalone,ABALONE,Wendell,WENDELL,NC,27591.0,27591.0,4632.0,4633.0
Abberley,ABBERLEY,Apex,APEX,NC,27502.0,27502.0,4634.0,4639.0
Abberly Crest,ABBERLYCREST,Garner,GARNER,NC,27529.0,27529.0,4640.0,4647.0
Abberly Ridge,ABBERLYRIDGE,Garner,GARNER,NC,27529.0,27529.0,4648.0,4657.0
Abbeville,ABBEVILLE,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,4658.0,4661.0
Abbey,ABBEY,Cary,CARY,NC,27511.0,27511.0,4662.0,4667.0
Abbey,ABBEY,Raleigh,RALEIGH,NC,27613.0,27613.0,4668.0,4669.0
Abbey Fields,ABBEYFIELDS,Cary,CARY,NC,27560.0,27560.0,4670.0,4671.0
Abbey Hall,ABBEYHALL,Cary,CARY,NC,27513.0,27513.0,4672.0,4673.0
Abbey Oak,ABBEYOAK,Apex,APEX,NC,27502.0,27502.0,4674.0,4683.0
Abbey Park,ABBEYPARK,Raleigh,RALEIGH,NC,27612.0,27612.0,4684.0,4687.0
Abbeys Grove,ABBEYSGROVE,Raleigh,RALEIGH,NC,27614.0,27615.0,4688.0,4688.0
Abbeys Grove,ABBEYSGROVE,Raleigh,RALEIGH,NC,27615.0,27615.0,4689.0,4689.0
Abbey Woods,ABBEYWOODS,Raleigh,RALEIGH,NC,27614.0,27614.0,4690.0,4695.0
Abbie,ABBIE,Wendell,WENDELL,NC,27591.0,27591.0,4696.0,4697.0
Abbington,ABBINGTON,Raleigh,RALEIGH,NC,27610.0,27610.0,4698.0,4701.0
Abbot Hall,ABBOTHALL,Wake Forest,WAKEFOREST,NC,27587.0,27616.0,4702.0,4702.0
Abbot Hall,ABBOTHALL,Raleigh,RALEIGH,NC,27616.0,27616.0,4703.0,4705.0
Abbotsbury,ABBOTSBURY,Raleigh,RALEIGH,NC,27615.0,27615.0,4706.0,4707.0
Abbots Glen,ABBOTSGLEN,Cary,CARY,NC,27511.0,27511.0,4708.0,4709.0
Abbott,ABBOTT,Cary,CARY,NC,27513.0,27513.0,4710.0,4713.0
Abbott Ridge,ABBOTTRIDGE,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,4714.0,4715.0
Abbotts Pointe,ABBOTTSPOINTE,Raleigh,RALEIGH,NC,27616.0,27616.0,4716.0,4717.0
Abby Knoll,ABBYKNOLL,Apex,APEX,NC,27502.0,27502.0,4718.0,4731.0
Abercom,ABERCOM,Cary,CARY,NC,27519.0,27519.0,4732.0,4733.0
Abercroft,ABERCROFT,Fuquay Varina,FUQUAYVARINA,NC,27526.0,27526.0,4734.0,4735.0
Abercrombie,ABERCROMBIE,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,4736.0,4739.0
Aberdeen,ABERDEEN,Raleigh,RALEIGH,NC,27610.0,27610.0,4740.0,4741.0
Aberloch,ABERLOCH,Raleigh,RALEIGH,NC,27606.0,27606.0,4742.0,4743.0
Abernathy,ABERNATHY,Cary,CARY,NC,27511.0,27511.0,4744.0,4745.0
Aberson,ABERSON,Cary,CARY,NC,27519.0,27519.0,4746.0,4749.0
Ability,ABILITY,Raleigh,RALEIGH,NC,27616.0,27616.0,4750.0,4759.0
Abingdon,ABINGDON,Cary,CARY,NC,27513.0,27513.0,4760.0,4763.0
Abington,ABINGTON,Raleigh,RALEIGH,NC,27604.0,27604.0,4764.0,4769.0
Abney,ABNEY,Raleigh,RALEIGH,NC,27607.0,27607.0,4770.0,4771.0
Aborfield,ABORFIELD,Cary,CARY,NC,27513.0,27513.0,4772.0,4773.0
Abraham,ABRAHAM,Apex,APEX,NC,27502.0,27502.0,4774.0,4775.0
Abram,ABRAM,Cary,CARY,NC,27511.0,27511.0,4776.0,4777.0
Abruzzo,ABRUZZO,Apex,APEX,NC,27502.0,27502.0,4778.0,4781.0
Absher,ABSHER,Cary,CARY,NC,27519.0,27519.0,4782.0,4783.0
Acacia,ACACIA,Raleigh,RALEIGH,NC,27609.0,27609.0,4784.0,4787.0
Acacia,ACACIA,Raleigh,RALEIGH,NC,27615.0,27615.0,4788.0,4789.0
Academy,ACADEMY,Cary,CARY,NC,27511.0,27511.0,4790.0,4803.0
Academy,ACADEMY,Cary,CARY,NC,27513.0,27513.0,4804.0,4821.0
Academy,ACADEMY,Fuquay-Varina,FUQUAYVARINA,NC,27526.0,27526.0,4822.0,4927.0
Academy,ACADEMY,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,4928.0,4929.0
Academy,ACADEMY,Wendell,WENDELL,NC,27591.0,27591.0,4930.0,4949.0
Academy,ACADEMY,Raleigh,RALEIGH,NC,27603.0,27603.0,4950.0,4951.0
Academy View,ACADEMYVIEW,Cary,CARY,NC,27513.0,27513.0,4952.0,4953.0
Acadia,ACADIA,Cary,CARY,NC,27513.0,27513.0,4954.0,4955.0
Acanthus,ACANTHUS,Wake Forest,WAKEFOREST,NC,27587.0,27587.0,4956.0,4957.0
Acapella,ACAPELLA,Morrisville,MORRISVILLE,NC,27560.0,27560.0,4958.0,4959.0
Acc,ACC,Raleigh,RALEIGH,NC,27617.0,27617.0,4960.0,4993.0
Accabee,ACCABEE,Raleigh,RALEIGH,NC,27616.0,27616.0,4994.0,4995.0
Accipiter,ACCIPITER,Fuquay Varina,FUQUAYVARINA,NC,27526.0,27526.0,4996.0,4997.0
Accolade,ACCOLADE,Cary,CARY,NC,27513.0,27513.0,4998.0,5007.0
Acentala,ACENTALA,Garner,GARNER,NC,27603.0,27603.0,5008.0,5009.0
Acer,ACER,Raleigh,RALEIGH,NC,27615.0,27615.0,5010.0,5011.0
Achievement,ACHIEVEMENT,Raleigh,RALEIGH,NC,27603.0,27603.0,5012.0,5012.0
Achievement,ACHIEVEMENT,Raleigh,RALEIGH,NC,27606.0,27606.0,5013.0,5015.0
Ackerman,ACKERMAN,Garner,GARNER,NC,27529.0,27529.0,5016.0,5045.0
Ackley,ACKLEY,Cary,CARY,NC,27607.0,27607.0,5046.0,5047.0
Ackworth,ACKWORTH,Cary,CARY,NC,27519.0,27519.0,5048.0,5049.0
Acorn,ACORN,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,5050.0,5051.0
Acorn,ACORN,Raleigh,RALEIGH,NC,27604.0,27604.0,5052.0,5053.0
Acorn,ACORN,Raleigh,RALEIGH,NC,27616.0,27616.0,5054.0,5055.0
Acorn Falls,ACORNFALLS,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,5056.0,5067.0
Acorn Hill,ACORNHILL,Apex,APEX,NC,27502.0,27502.0,5068.0,5075.0
Acorn Ridge,ACORNRIDGE,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,5076.0,5077.0
Acres,ACRES,Cary,CARY,NC,27519.0,27519.0,5078.0,5083.0
Acres,ACRES,Raleigh,RALEIGH,NC,27614.0,27614.0,5084.0,5087.0
Acres of Space,ACRESOFSPACE,Knightdale,KNIGHTDALE,NC,27545.0,27545.0,5088.0,5103.0
Acropolis,ACROPOLIS,Garner,GARNER,NC,27529.0,27529.0,5104.0,5105.0
Ada,ADA,Apex,APEX,NC,27502.0,27502.0,5106.0,5111.0
Ada,ADA,Wendell,WENDELL,NC,27591.0,27591.0,5112.0,5113.0
Adam,ADAM,Wendell,WENDELL,NC,27591.0,27591.0,5114.0,5117.0
Adams,ADAMS,Cary,CARY,NC,27513.0,27513.0,5119.0,5122.0
Adams,ADAMS,Raleigh,RALEIGH,NC,27603.0,27603.0,5136.0,5141.0
Adams,ADAMS,Raleigh,RALEIGH,NC,27605.0,27605.0,5142.0,5147.0
Adams Farm,ADAMSFARM,Wendell,WENDELL,NC,27591.0,27591.0,5148.0,5149.0
Adams Mountain,ADAMSMOUNTAIN,Raleigh,RALEIGH,NC,27614.0,27614.0,5150.0,5163.0
Adams Peak,ADAMSPEAK,Garner,GARNER,NC,27529.0,27529.0,5164.0,5165.0
Adas Acres,ADASACRES,Zebulon,ZEBULON,NC,27597.0,27597.0,5166.0,5167.0
Adcock,ADCOCK,Holly Springs,HOLLYSPRINGS,NC,27540.0,27540.0,5168.0,5181.0
Adcox,ADCOX,Raleigh,RALEIGH,NC,27610.0,27610.0,5182.0,5185.0
