Height,Weight,Count,Density
51.5,67.0,0.0,4.3538423328836e-06
51.9237288135593,67.0,0.0,3.8571884148797e-06
52.3474576271186,67.0,0.0,2.6822132558371e-06
52.7711864406779,67.0,0.0,1.4655084088553e-06
53.1949152542373,67.0,0.0,6.3844391913466e-07
53.6186440677966,67.0,0.0,2.6649000054763e-07
54.0423728813559,67.0,0.0,2.6701980618884e-07
54.4661016949152,67.0,0.0,6.4182370812695e-07
54.8898305084745,67.0,0.0,1.4826052834342e-06
55.3135593220339,67.0,0.0,2.7579831552409e-06
55.7372881355932,67.0,0.0,4.1340195224862e-06
56.1610169491525,67.0,0.0,5.1638019384703e-06
56.5847457627118,67.0,0.0,5.7334038895528e-06
57.0084745762711,67.0,0.0,6.1080352616929e-06
57.4322033898305,67.0,0.0,6.3883322278059e-06
57.8559322033898,67.0,1.0,6.2024223531674e-06
58.2796610169491,67.0,0.0,5.2004630041044e-06
58.7033898305084,67.0,0.0,3.6277724951183e-06
59.1271186440678,67.0,0.0,2.1382460175449e-06
59.5508474576271,67.0,0.0,1.1861241801564e-06
59.9745762711864,67.0,0.0,7.7783851718749e-07
60.3983050847457,67.0,0.0,6.7243628074273e-07
60.822033898305,67.0,0.0,6.4086901734519e-07
61.2457627118644,67.0,0.0,5.7416642160209e-07
61.6694915254237,67.0,0.0,4.693780086878e-07
62.093220338983,67.0,0.0,3.6507667517377e-07
62.5169491525423,67.0,0.0,2.8541238003659e-07
62.9406779661017,67.0,0.0,2.2650828523389e-07
63.364406779661,67.0,0.0,1.7405996966402e-07
63.7881355932203,67.0,0.0,1.2157864135144e-07
64.2118644067796,67.0,0.0,7.3607250187854e-08
64.6355932203389,67.0,0.0,3.7631188526672e-08
65.0593220338983,67.0,0.0,1.6135212653447e-08
65.4830508474576,67.0,0.0,5.8664207991101e-09
65.9067796610169,67.0,0.0,1.8545963006715e-09
66.3305084745762,67.0,0.0,5.229908990208401e-10
66.7542372881355,67.0,0.0,1.323331096889e-10
67.1779661016949,67.0,0.0,2.9350068991924e-11
67.6016949152542,67.0,0.0,5.5260306522111996e-12
68.0254237288135,67.0,0.0,8.1502902879027e-13
68.4491525423728,67.0,0.0,1.0371668113760999e-13
