MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
607.0,IO_SAVE_CHANGES,1.0,Q,%lDo you want to save changes made to new table?,SASHELP.FSP.YN.SLIST
611.0,IO_LIBREF_NOT_ASSIGNED,1.0,W,%lThe libref %1$ is not assigned.,SASHELP.FSP.OK.SLIST
612.0,IO_FOUR-LEVEL_NAME_REQUIRED,1.0,E,%lA four-level name is required.,SASHELP.FSP.OK.SLIST
613.0,IO_DSNAME_EXISTS,1.0,E,%lDataset %1$ already exists.,SASHELP.FSP.OK.SLIST
627.0,DI_ARCHIVE_NOT_REGISTERED,1.0,W,%lThe specified archive location is not a registered level.  You need to register %1$ as a valid level or specify a new archive location.,SASHELP.FSP.OK.SLIST
628.0,DI_INVALID_TYPE,1.0,E,%lThe type of actual location you specified is invalid.  Enter a new value for the type of actual location or select one from the control object.,SASHELP.FSP.OK.SLIST
629.0,DI_LEVEL_NOT_UNIQUE,1.0,E,%lThe specified level already exists for the logical location you have entered.  The level must be unique.  Enter a new level.,SASHELP.FSP.OK.SLIST
630.0,DI_INVALID_CLASS_TYPE,1.0,E,%lThe specified class to model is not supported.  Enter a new class or select one from the control object.,SASHELP.FSP.OK.SLIST
631.0,DI_INVALID_FROM_LEVEL,1.0,W,%lThe specified Copy from Level is not a registered level.  You need to register %1$ as a valid level.,SASHELP.FSP.OK.SLIST
632.0,DI_INVALID_VALUE_FOR_PUSHABLE,1.0,E,%lYou have entered an invalid value for the Pushable Location field.  Enter a 'Y' to represent this level of the logical location as a pushable level or 'N' to signify that the logical location is not,SASHELP.FSP.OK.SLIST
632.0,DI_INVALID_VALUE_FOR_PUSHABLE,2.0,E,pushable.,SASHELP.FSP.OK.SLIST
644.0,IN_ENTER_USERID_PASSWORD,1.0,E,Enter a User ID and Password.,SASHELP.FSP.OK.SLIST
645.0,IN_INVALID_PASSWORD,1.0,E,Invalid Password.,SASHELP.FSP.OK.SLIST
646.0,IN_USERID_PASSWORD_REQUIRED,1.0,E,The User ID and Password are required.,SASHELP.FSP.OK.SLIST
647.0,IN_USERID_NOT_FOUND,1.0,E,User ID not found.  Contact your administrator.,SASHELP.FSP.OK.SLIST
648.0,IN_ENTER_NEW_PASSWORD,1.0,N,Enter new password.,SASHELP.FSP.OK.SLIST
649.0,IN_ENTER_OLD_PASSWORD,1.0,N,%lYou must enter your old password first.,SASHELP.FSP.OK.SLIST
650.0,IN_CONFIRM_NEW_PASSWORD,1.0,N,Enter new password again to confirm.,SASHELP.FSP.OK.SLIST
651.0,IN_CONFIRM_FAILED,1.0,E,Confirmation failed. Reenter new password.,SASHELP.FSP.OK.SLIST
652.0,IN_CHANGE_PASSWORD_STEPS,1.0,N,You must %n%n  1. Enter Old Password %n  2. Enter New Password %n  3. Confirm New Password %n%nor select Cancel to end without changing your password.,SASHELP.FSP.OK.SLIST
661.0,IO_OVERWRITE,1.0,Q,Overwrite existing entry %1$?,SASHELP.FSP.YN.SLIST
662.0,IO_BAD_DIALOG,1.0,W,%l%1$: Not a dialog.,SASHELP.FSP.OK.SLIST
669.0,DI_DUPLICATE_NAME,1.0,E,%l%1$ already exists; name must be unique.,SASHELP.FSP.OK.SLIST
683.0,DI_BAD_SASNAME,1.0,E,%l%1$ is not a valid SAS name.,SASHELP.FSP.OK.SLIST
687.0,DI_PROC_ERROR,1.0,E,Error in PROC step.%nSee LOG for messages.,SASHELP.FSP.OK.SLIST
