type,msrp,msrp,msrp,msrp,weight,weight,weight
,sum,median,amin,amax,mean,sum,median
Hybrid,59760.0,20140.0,19110.0,20510.0,2490.6666666666665,7472.0,2732.0
SUV,2087415.0,32062.5,17163.0,76870.0,4444.433333333333,266666.0,4438.0
Sedan,7800688.0,26432.5,10280.0,128420.0,3399.0648854961833,890555.0,3443.5
Sports,2615966.0,40590.0,18345.0,192465.0,3295.6938775510203,161489.0,3241.0
Truck,598593.0,22180.0,12800.0,52975.0,4250.75,102018.0,4112.5
Wagon,865216.0,25545.0,11905.0,60670.0,3438.8,103164.0,3464.0
