locale,key,lineno,text
zh_CN,NO_ACTION_TAKEN_ERROR,1.0,%1z\u672a\u6267\u884c\u64cd\u4f5c\u3002
zh_CN,NO_ENVIRONMENT_ERROR,1.0,%1z\u73af\u5883 %#1s \u4e0d\u5b58\u5728\u3002
zh_CN,NO_PROJECT_ERROR,1.0,%1z\u9879\u76ee %#1s \u4e0d\u5b58\u5728\u3002
zh_CN,NO_PROJECT_VARS_NOTE,1.0,%3z\u672a\u52a0\u8f7d\u9879\u76ee\u53d8\u91cf\u3002
zh_CN,NO_PROJECT_WARN,1.0,%2z\u9879\u76ee %#1s \u4e0d\u5b58\u5728\u3002
zh_CN,NO_SESSION_ERROR,1.0,%1z\u4f1a\u8bdd\u4e0d\u5b58\u5728\u3002
zh_CN,PROJECT_COPIED_NOTE,1.0,%3z\u9879\u76ee %#2s (%#1s) \u5df2\u590d\u5236\u5230 %#4s (%#3s)\u3002
zh_CN,PROJECT_CREATED_NOTE,1.0,%3z\u5df2\u521b\u5efa\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_DELETED_NOTE,1.0,%3z\u5df2\u5220\u9664\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_EXISTS_ERROR,1.0,%1z\u9879\u76ee %#1s \u5df2\u5b58\u5728\u3002
zh_CN,PROJECT_EXPORTED_NOTE,1.0,%3z\u9879\u76ee %#1s \u5df2\u5bfc\u51fa\u81f3\u5b58\u6863\u6587\u6863 %#2s\u3002
zh_CN,PROJECT_EXPORT_WARNING,1.0,%2z\u9879\u76ee %#1s \u5bfc\u51fa\u81f3\u5b58\u6863\u6587\u4ef6 %#2s \u5931\u8d25\u3002
zh_CN,PROJECT_IMPORTED_NOTE,1.0,%3z\u5df2\u4ece\u5b58\u6863\u6587\u4ef6 %#2s \u4e2d\u5bfc\u5165\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_IMPORT_WARNING,1.0,%2z\u4ece\u5b58\u6863\u6587\u4ef6 %#2s \u5bfc\u5165\u9879\u76ee %#1s \u5931\u8d25\u3002
zh_CN,PROJECT_INPUT_CHANGED_NOTE,1.0,%3z\u9879\u76ee %#1s \u8f93\u5165\u6570\u636e\u96c6\u5df2\u66f4\u6539\u4e3a %#2s\u3002
zh_CN,PROJECT_LOADED_NOTE,1.0,%3z\u5df2\u52a0\u8f7d\u9879\u76ee %#1s \u5b8f\u53d8\u91cf\u3002
zh_CN,PROJECT_MIGRATED_NOTE,1.0,%3z\u5df2\u8fc1\u79fb\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_MIGRATION_WARNING,1.0,%2z\u9879\u76ee %#1s \u8fc1\u79fb\u5931\u8d25\u3002
zh_CN,PROJECT_MOVED_NOTE,1.0,%3z\u9879\u76ee %#2s (%#1s) \u5df2\u79fb\u81f3 %#4s (%#3s)\u3002
zh_CN,PROJECT_OWNER_CHANGED_NOTE,1.0,%3z\u9879\u76ee %#1s \u73b0\u5728\u5f52 %#2s \u6240\u6709\u3002
zh_CN,PROJECT_REGISTERED_NOTE,1.0,%3z\u5df2\u6ce8\u518c\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_RENAMED_NOTE,1.0,%3z\u9879\u76ee %#1s \u5df2\u91cd\u547d\u540d\u4e3a %#2s\u3002
zh_CN,PROJECT_RUN_NOTE,1.0,%3z\u9879\u76ee %#1s \u8fd0\u884c\uff08method=%#2s\uff0cimportdata=%#3s\uff09\u3002
zh_CN,PROJECT_SETTINGS_EXPORTED_NOTE,1.0,%3z\u9879\u76ee %#1s \u4e2d\u7684\u8bbe\u7f6e\u5df2\u5bfc\u51fa\u81f3\u6587\u4ef6 %#2s\u3002
zh_CN,PROJECT_SHARING_CHANGED_NOTE,1.0,%3z\u9879\u76ee %#1s \u5171\u4eab\u73b0\u5728\u8bbe\u7f6e\u4e3a %#2s\u3002
zh_CN,PROJECT_UNREGISTERED_NOTE,1.0,%3z\u5df2\u6ce8\u9500\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_UPDATED_NOTE,1.0,%3z\u5df2\u66f4\u65b0\u9879\u76ee %#1s\u3002
zh_CN,PROJECT_VARS_CLEARED_NOTE,1.0,%3z\u5df2\u6e05\u9664\u9879\u76ee\u53d8\u91cf\u3002
zh_CN,REMOTE_ONLY_PATH_ERROR,1.0,%1z\u5f53\u63d0\u4f9b\u8fdc\u7a0b\u8def\u5f84\u65f6\uff0c\u5fc5\u987b\u6307\u5b9a\u76f8\u5e94\u7684\u672c\u5730\u8def\u5f84\u3002
zh_CN,REPORT_SUCCEEDED_NOTE,1.0,%3z\u62a5\u8868\u6267\u884c\u6210\u529f\u3002\u8bf7\u53c2\u89c1 %#1s \u83b7\u53d6\u8f93\u51fa\u3002
zh_CN,RESOLVED_VAR_NOTE,1.0,%3z\u5df2\u89e3\u6790 %#1s=%#2s
zh_CN,RETURN_CODE_ERROR,1.0,%1z\u64cd\u4f5c\u5931\u8d25\u3002\u9519\u8bef\u4ee3\u7801 %#1s\u3002
zh_CN,SESSION_CLOSED_NOTE,1.0,%3z\u4e2d\u95f4\u5c42 %#1s \u4e0a\u7684\u6d3b\u52a8\u4f1a\u8bdd\u5df2\u6210\u529f\u5173\u95ed\u3002
zh_CN,SESSION_NOT_CLOSED_ERROR,1.0,%1z\u5c1d\u8bd5\u5173\u95ed\u4e2d\u95f4\u5c42 %#1s \u4e0a\u7684\u6d3b\u52a8\u4f1a\u8bdd\u5931\u8d25\u3002\u82e5\u4f1a\u8bdd\u5b58\u5728\uff0c\u5219\u5b83\u5df2\u5220\u9664\u3002
zh_CN,SESSION_NOT_OPENED_ERROR,1.0,%1z\u5c1d\u8bd5\u5728\u4e2d\u95f4\u5c42 %#1s \u4e0a\u521b\u5efa\u4f1a\u8bdd\u5931\u8d25\u3002\u82e5\u521b\u5efa\u4e86\u90e8\u5206\u4f1a\u8bdd\uff0c\u5219\u5b83\u5df2\u5220\u9664\u3002
zh_CN,SESSION_OPENED_LOCAL_NOTE,1.0,%3z\u5d4c\u5165\u7684\u4e2d\u95f4\u5c42 %#1s \u4e0a\u5df2\u521b\u5efa\u4f1a\u8bdd\u3002
zh_CN,SESSION_OPENED_REMOTE_NOTE,1.0,%3z\u8fdc\u7a0b\u4e2d\u95f4\u5c42 %#1s \u4e0a\u5df2\u521b\u5efa\u4f1a\u8bdd\u3002
zh_CN,STOPPING_MACRO_NOTE,1.0,%3z\u7531\u4e8e\u9519\u8bef\u505c\u6b62 %#1s\u3002
zh_CN,TEMP_ARCHIVE_WARNING,1.0,%2z\u672a\u80fd\u5220\u9664\u4e34\u65f6\u5b58\u6863\u6587\u4ef6 %#1s\u3002
zh_CN,TOO_MANY_DEP_VARS_ERROR,1.0,%1z\u65e0\u6cd5\u521b\u5efa\u5305\u542b\u591a\u4e8e 1 \u4e2a\u56e0\u53d8\u91cf\u7684\u5c42\u6b21\u3002
zh_CN,TRIMMISS_NOT_ALLOWED_ERROR,1.0,%1z\u5728\u5e26\u8c03\u8282\u7684\u5c42\u6b21\u9879\u76ee\u4e2d\uff0cTrimmiss \u5fc5\u987b\u8bbe\u7f6e\u4e3a NONE\u3002
zh_CN,UNREADABLE_DATASET_ERROR,1.0,%1z\u8bfb\u53d6\u8bbf\u95ee\u6570\u636e\u96c6 %#1s \u5931\u8d25\u3002
zh_CN,VERSION_NOTE,1.0,%3z[%#1s] \u7248\u672c %#2s
